Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S1p;ame_S2n;ame_S1n;Difference_BE_DZ_AME;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance
75;89;7.8793478;-27.1829834;164;1292.2130392;9.62822532999985;-0.31817322000006243;1.8078517599999486;21.287847939999892;14;-27.472441;54.555;7.8810523;0.3326;-7047.718;140.033;163.970507122;58.566;1292.4925772;2.2689787999999242;-0.14702370000001974;21.11657719999994;9.541500699999975;0.2795380000000023;29.96143191950181;1.1951219512195121;1013.9387021538726;0.07808688094430304;-1;-1;1289.5808379915886;7;7
75;90;7.90015984;-30.4249268;165;1303.5263736;11.31333440000003;-0.15316512000003968;2.345439039999974;20.94155972999988;15;-30.659353;23.593;7.9015201;0.143;-8913.0;202.0;164.967085831;25.328;1303.7508165;2.7026649999998043;-0.28722950000013225;20.79973999999999;11.258239300000016;0.22444289999998546;30.08310291760778;1.3636363636363635;1011.8861890468074;0.0778498944161523;-1;1;1300.4811902367205;7;8
75;91;7.90882826;-31.692627;166;1312.86549116;9.339117559999977;0.2060821099998975;2.835303359999898;20.652451960000008;16;-31.837335;88.242;7.9096392;0.5316;-6405.809;88.3046;165.965821216;94.731;1313.0001072;3.1324679999998772;0.26499120000004767;20.507530000000028;9.249290700000012;0.13461604000008265;30.20452836208127;1.5421686746987953;1009.8501952382596;0.07761505257063328;-1;-1;1311.1409926499114;7;9
75;92;7.92716646;-34.5926514;167;1323.83679882;10.971307660000093;0.36145583999996234;3.3768464699999186;20.31042522000007;17;-34.834;40.0;7.929;0.0;-8335.0;90.0;166.962604;43.0;1324.143;3.6389745000000113;0.31041339999996126;20.392183500000044;11.14289280000003;0.3062011800000164;30.32571022328558;1.7305389221556886;1007.8304894564972;0.07738232325341368;-1;1;1321.5645628992154;7;10
75;93;7.93385983;-35.572876;168;1332.8884514400002;9.05165262000014;0.7341892300000836;3.8703601600002457;20.022960280000234;18;-35.794889000000005;30.821;7.9351208;0.1835;-5799.8944;32.3727;167.961572607;33.087;1333.1002944;4.2750419999999;0.9906429000000935;20.100187200000043;8.957294400000013;0.2118429599997853;30.446650444080973;1.9285714285714286;1005.8268450276754;0.07715167498104596;-1;-1;1331.7561161499095;7;11
75;94;7.94982624;-38.133667;169;1343.52063456;10.632183119999809;0.8792774399998962;4.415790599999809;19.68383573999995;19;-38.409247;11.369;7.951396300000001;0.0673;-7686.2626;28.3218;168.958765979;12.204;1343.7859747000002;4.636120900000213;0.805281100000022;19.64297470000014;10.685680300000124;0.2653401400002622;30.567350940369842;2.136094674556213;1003.8390397577082;0.07692307692307693;-1;1;1341.7197680892634;7;12
75;95;7.95461988;-38.8271484;170;1352.2853796;8.76474503999998;1.2656218499998886;4.913286959999823;19.39692815999979;20;-38.903996;11.427;7.955012;0.0672;-4978.3046;15.0274;169.958234844;12.267;1352.35204;5.088018399999942;1.2751011000000871;19.251745600000024;8.5660652999999;0.06666040000004614;30.687813601627905;2.3529411764705883;1001.8668558178523;0.07669649888473705;-1;-1;1351.459537844791;7;13
75;96;7.96830034;-41.0496826;171;1362.57935814;10.293978540000126;1.4021710399999847;5.462340649999987;19.058723580000105;21;-41.250285000000005;27.945;7.9694131;0.1634;-6953.0469;33.3748;170.955716;30.0;1362.7696401;5.53778879999998;1.2484461000000593;18.983665399999822;10.417600099999923;0.19028195999999298;30.808040291421882;2.5789473684210527;999.9100796338686;0.07647191129018725;-1;1;1360.9793508003104;7;14
75;97;7.97125578;-41.4549561;172;1371.05599416;8.476636019999887;1.8014321399998607;5.964145659999986;18.770614560000013;22;-41.566839;35.568;7.971845999999999;0.2068;-4323.1979;37.789;171.955376165;38.183;1371.1575119999998;6.007106999999843;1.769710199999856;18.805471999999835;8.387871899999912;0.1015178399998149;30.92803284791408;2.813953488372093;997.9685017786232;0.07624928516630233;-1;-1;1370.283041313996;7;15
75;98;7.98272181;-43.338501;173;1381.01087313;9.954878969999982;1.92953268999986;6.51676851000002;18.43151498999987;23;-43.55387;27.945;7.9839068;0.1615;-6115.6196;31.6968;172.953243;30.0;1381.2158763999998;6.41154700000002;1.745655999999959;18.44623629999999;10.058364400000078;0.20500326999990648;31.047793084354215;3.0578034682080926;996.0419168680113;0.07602859212697055;-1;1;1379.3743553423476;7;16
75;99;7.98388195;-43.4515381;174;1389.1954593;8.184586170000102;2.341042340000058;7.02195101999996;18.139465140000084;24;-43.673101;27.945;7.9850944;0.1606;-3677.7177;29.7667;173.953115;30.0;1389.4064256;6.921062399999937;2.2346954999999142;18.248913600000087;8.190549200000008;0.2109662999998818;31.167322789559027;3.310344827586207;994.1301234600727;0.07580980435789034;-1;-1;1388.2569529738826;7;17
75;100;7.99319267;-44.9935303;175;1398.80871725;9.613257949999934;2.459778649999862;7.578055959999801;17.797844120000036;25;-45.288312;27.945;7.9948168;0.1597;-5182.9513;30.3243;174.951381;30.0;1399.09294;7.4696950000000655;2.350187200000044;17.877063599999993;9.686514399999986;0.2842227500000263;31.286623728379862;3.5714285714285716;992.2329239571901;0.07559289460184544;-1;1;1396.9344108761395;7;18
75;101;7.99259663;-44.8104248;176;1406.6970068800001;7.888289630000145;2.8826666300001307;8.08681300000012;17.50154758000008;26;-45.062889999999996;27.945;7.9939707;0.1588;-2931.7058;30.0134;175.951623;30.0;1406.9388432;7.900056000000099;2.7190681999998634;17.532417600000045;7.845903200000059;0.2418363199999476;31.405697642158753;3.840909090909091;990.3501245112565;0.07537783614444091;-1;-1;1405.410224659441;7;19
75;102;7.99980736;-46.0079346;177;1415.96590272;9.268895839999914;2.99428464000016;8.646977470000138;17.15718547000006;27;-46.269175000000004;27.945;8.0012229;0.1579;-4312.7271;31.5349;176.950328;30.0;1416.2164533;8.438473299999954;2.9165476999999957;17.123513299999992;9.277610099999933;0.250550579999981;31.524546249173255;4.11864406779661;988.4815349317041;0.07516460280028288;-1;1;1413.687811160703;7;20
75;103;7.99748373;-45.5228271;178;1423.55210394;7.586201220000021;3.4294925100000455;9.157816260000118;16.855097059999935;28;-45.653457;27.945;7.9981576;0.157;-2109.2143;31.0925;177.950989;30.0;1423.6720527999998;8.866027199999895;3.24069849999994;16.733209599999945;7.4555995000000115;0.11994885999979488;31.6431712450704;4.404494382022472;986.6269685962965;0.07495316889958614;-1;-1;1421.7705106504254;7;21
75;104;8.00262737;-46.3695068;179;1432.4702992300001;8.918195290000085;3.5313065300001654;9.720480339999995;16.504396510000106;29;-46.584312;24.639;8.0037666;0.1376;-3564.1747;29.1116;178.949989686;26.45;1432.6742213999999;9.447506099999883;3.4662261999999173;16.457768099999985;9.002168599999976;0.20392216999971424;31.7615743032901;4.698324022346369;984.7862423645817;0.07474350927519359;-1;1;1429.6615889658628;7;22
75;105;7.9986043;-45.5766602;180;1439.7487740000001;7.2784747700000025;3.9786939000002803;10.235503460000245;16.196670060000088;30;-45.837364;21.392;7.999992199999999;0.1188;-1481.1659;26.5482;179.950791568;22.965;1439.998596;9.768595999999903;3.831100099999923;16.326543199999957;7.324374599999981;0.24982199999976729;31.879757075478327;5.0;982.9591764939154;0.07453559924999299;-1;-1;1437.3642395732493;7;21
75;106;8.00171471;-46.0670166;181;1448.31036251;8.561588509999865;4.0720429099999365;10.800942990000067;15.840063279999868;31;-46.51741199999999;12.549;8.0041434;0.0693;-2967.4438;28.2755;180.950061507;13.471;1448.7499554;10.737900300000096;4.170143400000176;16.07573400000017;8.75135940000019;0.4395928900000854;31.997721191890314;5.30939226519337;981.1455945579629;0.07432941462471664;-1;1;1444.881585561802;7;20
75;107;7.99600172;-44.9573975;182;1455.27231304;6.961950529999967;4.530150369999774;11.318265639999936;15.523539039999832;32;-45.446144;101.983;7.9986264;0.5603;-837.0348;104.2757;181.95121156;109.483;1455.7500048;11.090452799999854;4.501163399999961;15.751408800000092;7.000049399999901;0.4776917599999706;32.11546826178415;5.626373626373627;979.3453233675939;0.07412493166611012;-1;-1;1452.2166815721362;7;19
75;108;7.99711084;-45.085083;183;1463.47128372;8.198970680000002;4.615731020000112;11.885896350000166;15.16092120999997;33;-45.809663;8.034;8.0010101;0.0439;-2145.9028;50.4129;182.950821306;8.625;1464.1848483;11.948543300000253;4.852501100000227;15.434892900000094;8.434843500000191;0.7135645800001384;32.232999873805014;5.950819672131147;977.5581928940867;0.07392212709545729;-1;1;1459.3725156615876;7;18
75;109;7.98972034;-43.6508789;184;1470.10854256;6.637258839999959;5.0861910999997235;12.407568739999988;14.83622951999996;34;-44.219819;4.276;7.9927516999999995;0.0232;32.746;4.1387;183.952528073;4.59;1470.6663128;12.367070399999852;5.1431305999998;14.916307999999962;6.481464499999769;0.5577702400000817;32.35031759636025;6.282608695652174;975.7840361945623;0.07372097807744857;-1;-1;1466.3520111088421;7;17
75;110;7.98884535;-43.4073486;185;1477.93638975;7.827847190000057;5.162890549999929;12.977215379999961;14.465106030000015;35;-43.819047;0.82;7.9910101000000004;0.0044;-1013.1393;0.419;184.95295832;0.879;1478.3368685;13.103448500000173;5.4025717000002045;14.152020199999912;7.6705557000001425;0.4004787500000475;32.46742297798574;6.621621621621622;974.0226893395725;0.07352146220938077;-1;1;1473.1580281601643;7;16
75;111;7.9797802;-41.6387939;186;1484.2391172;6.30272745000002;5.643145100000083;13.500439039999947;14.130574640000077;36;-41.92732;0.82;7.9812713;0.0044;1072.7114;0.8337;185.954989172;0.88;1484.5164618000001;13.66581780000031;5.828426300000166;13.850149000000208;6.179593300000066;0.27734460000010586;32.584317547703584;6.967741935483871;972.2739913427686;0.07332355751067665;-1;-1;1479.7933657194155;7;15
75;112;7.9769392;-41.0158691;187;1491.6876304;7.448513199999979;5.713259679999965;14.073136949999935;13.75124065;37;-41.216548;0.737;7.9779519;0.0039;2.4667;0.0016;186.955752217;0.791;1491.8770053;14.400127800000133;5.9969217000000645;13.540136799999978;7.360543499999912;0.18937490000007529;32.70100281537152;7.320855614973262;970.5377840925772;0.07312724241271307;-1;1;1486.2607629839704;7;14
75;113;7.96928501;-39.4824219;188;1498.22558188;6.537951479999947;6.134730859999991;14.468593419999934;13.986464679999926;38;-39.01688;0.738;7.9667481;0.0039;2120.4209;0.152;187.958113658;0.792;1497.7486428;14.987202600000193;6.401801200000103;13.232180999999866;5.871637499999953;-0.47693907999996554;32.817480272024206;7.680851063829787;968.8139122858212;0.07293249574894728;-1;-1;1492.5629010285286;7;13
75;114;7.96442699;-38.4622803;189;1505.27670111;7.05111923000004;6.198591869999973;15.045282719999932;13.589070709999987;39;-37.979097;8.191;7.9618104999999995;0.0433;1007.7049;8.1671;188.959227764;8.793;1504.7821845;15.661484399999958;6.600182899999898;12.905179199999896;7.033541699999943;-0.49451660999989144;32.93375139020674;8.047619047619047;967.102223363214;0.07273929674533079;-1;1;1498.7024043387687;7;12
75;115;7.95249224;-36.0875244;190;1510.9735256;5.696824489999926;6.699433580000004;15.575089599999956;12.747943719999967;40;-35.583014999999996;4.87;7.9497759;0.0256;3124.8105;4.7864;189.961800064;5.227;1510.4574209999998;16.233420999999858;7.151420999999856;12.708778199999825;5.675236499999882;-0.5161046000000624;33.0498176243004;8.421052631578947;965.4025674466699;0.07254762501100116;-1;-1;1504.6818422966596;7;11
75;116;7.94675541;-34.8730469;191;1517.83028331;6.856757710000011;6.75483410999982;16.152701640000032;12.553582199999937;41;-34.350408;10.264;7.943958800000001;0.0537;2044.8311;10.2443;190.963123322;11.019;1517.2961308000001;17.01413080000016;7.270541800000239;12.513946300000185;6.838709800000302;-0.5341525099997853;33.16568041084109;8.801047120418849;963.714797278367;0.07235746052924216;-1;1;1510.5037306192335;7;10
75;117;7.93419647;-32.3370361;192;1523.36572224;5.535438930000055;7.265881739999941;16.683874839999817;12.392196640000066;42;-31.588828000000003;70.794;7.9302389;0.3687;4293.475;70.8314;191.966088;76.0;1522.6058688;17.425868800000053;7.701611899999902;12.148447800000199;5.3097379999998955;-0.7598534399999153;33.28134116883046;9.1875;962.0387681615057;0.07216878364870322;-1;-1;1516.1705327524817;7;9
75;118;7.9275465;-30.9163818;193;1530.0164745;6.65075225999999;7.313319300000103;17.26185192999992;12.186191190000045;43;-30.231641;39.123;7.9239378;0.2027;3162.7597;39.1915;192.967545;42.0;1529.3199954;18.3189953999999;7.911995399999898;12.023864599999738;6.714126599999843;-0.6964791000000332;33.39680130004011;9.580310880829016;960.3743379027081;0.07198157507486945;-1;1;1521.6846612220181;7;8
75;119;7.91431189;-28.2050781;194;1535.37650666;5.360032159999946;7.832775179999999;17.793987619999825;12.010784419999936;44;-27.26;200.0;7.909;1.0;5175.0;200.0;193.970735;215.0;1534.346;18.698;8.295;11.740131199999945;5.026004600000102;-1.0305066599999009;33.51206218930888;9.97938144329897;958.7213667560018;0.07179581586177382;-1;-1;1527.0484789420584;7;7
75;120;7.90671444;-26.5665283;195;1541.8093158;6.432809140000018;7.873782939999728;18.373874959999966;11.792841299999964;45;-25.56;300.0;7.901;2.0;3951.0;305.0;194.97256;322.0;1540.695;19.276;8.289;11.375004600000102;6.349;-1.1143157999999858;33.62712520483358;10.384615384615385;957.0797173683407;0.07161148740394328;-1;1;1532.2643004842148;7;6
75;121;7.8927598;-23.666748;196;1546.9809208000001;5.171605000000227;8.401099450000174;18.90539074000003;11.604414140000245;46;-22.36;300.0;7.886;2.0;5918.0;303.0;195.975996;322.0;1545.656;19.846;8.861;11.31;4.961;-1.3249208000002;33.74199169845321;10.795918367346939;955.4492547266092;0.07142857142857142;-1;-1;1537.3343933075312;7;5
75;122;7.88418245;-21.7984619;197;1553.18394265;6.203021849999914;8.43447401000003;19.485926800000243;11.37462685000014;47;-20.35;300.0;7.877;2.0;4729.0;361.0;196.978153;322.0;1551.769;-66.56032679999993;8.857;11.074;6.113;-1.4149426500000573;33.856663005926926;11.213197969543147;953.8298461060634;0.07124704998790965;-1;1;1542.2609789511412;7;4
75;123;7.86946011;-18.6960449;198;1558.15310178;4.96915912999998;8.97021337000001;20.017617859999973;11.172180979999894;48;-16.99;400.0;7.861;2.0;6610.0;447.0;197.98176;429.0;1556.478;-71.86497509999992;9.437;10.822;4.709;-1.6751017799999772;33.97114044720589;11.636363636363637;952.2213610201653;0.07106690545187014;-1;-1;1547.04623419086;7;3
75;124;7.85986185;-16.5842285;199;1564.11250815;5.959406369999897;8.995564110000032;20.598712379999824;10.928565499999877;49;-14.73;400.0;7.85;2.0;5541.0;447.0;198.984187;429.0;1562.15;-74.45859180000005;-76.31815150000016;10.381;5.672;-1.9625081499998487;34.08542532669918;12.06532663316583;950.6236711717614;0.0708881205008336;-1;1;1551.6922921609892;7;2
76;85;7.7598424;-9.30102539;161;1249.3346264;10.387024799999836;0.3447576000000936;-1.0101126100000783;23.064700669999866;9;-10.196;400.0;7.765;2.0;0.0;0.0;160.989054;429.0;1250.165;-0.688;0.565;-306.313;-311.985;0.8303736000000299;29.59492547535442;0.5031055900621118;1047.770653475281;0.07881104062391006;1;-1;1241.958474922776;6;3
76;86;7.78805113;-13.5593262;162;1261.6642830600001;12.329656660000182;0.6606519700001172;-0.5078049399999145;22.716681460000018;10;-14.5;300.0;7.794;2.0;0.0;0.0;161.984434;322.0;1262.628;-0.2182880000001751;0.978998799999943;-299.522;12.463;0.9637169399998129;29.717345240051635;0.6172839506172839;1045.6102954832984;0.07856742013183861;1;1;1254.1863087719278;6;4
76;87;7.80209398;-15.5650635;163;1271.74131874;10.07703567999988;0.8161274799999774;-0.02258151999990332;22.406692340000063;11;-16.336;300.0;7.807;2.0;-11026.0;500.0;162.982462;322.0;1272.541;0.48;1.165;22.376;9.913;0.799681259999943;29.839513369337435;0.7423312883435583;1043.4676454308187;0.07832604499879574;1;-1;1266.1530517319552;6;5
76;88;7.82763767;-19.4847412;164;1283.73257788;11.991259140000011;1.1477640099999462;0.4847691400000258;22.068294819999892;12;-20.424723;149.903;7.833308;0.914;-12941.0;350.0;163.978073158;160.927;1284.662512;1.0034452000001912;1.7114355000001378;22.034512000000106;12.121512000000104;0.9299341200000981;29.96143191950181;0.8780487804878049;1041.3424508607338;0.07808688094430304;1;1;1277.863473923394;6;6
76;89;7.83943462;-21.1876221;165;1293.5067123;9.774134419999882;1.2936730999999781;0.9754998799999157;21.765393559999893;13;-21.747;200.0;7.843;1.0;-10151.0;255.0;164.976654;215.0;1294.095;1.4553991000000388;1.6024228000000584;21.554;9.432487999999896;0.5882877000001372;30.08310291760778;1.0242424242424242;1039.2344644264508;0.0778498944161523;1;-1;1289.322230175897;6;7
76;90;7.86245155;-24.7764893;166;1305.1669573000001;11.660245000000259;1.6405837000002066;1.487418580000167;21.43437942000014;14;-25.431526;17.966;7.8663371;0.1082;-12126.0;201.0;165.972698135;19.287;1305.8119586;1.7739125999999232;2.0611421000000556;21.14944659999991;11.716958600000012;0.6450012999998762;30.20452836208127;1.180722891566265;1037.1434437582127;0.07761505257063328;1;1;1300.5338634917453;6;8
76;91;7.87211275;-26.1809082;167;1314.64282925;9.475871949999828;1.7773380900000575;1.983420199999955;21.136116950000087;15;-26.49886;80.892;7.873955700000001;0.4844;-9426.4121;82.9464;166.971552304;86.841;1314.9506019;2.2154859000002034;1.9504947000001558;20.855601900000124;9.138643300000112;0.3077726500000608;30.32571022328558;1.347305389221557;1035.0691513337;0.07738232325341368;1;-1;1311.5028083851764;6;9
76;92;7.89271259;-29.4425049;168;1325.9757151200001;11.332885870000155;2.138916300000119;2.5003721400000813;20.808757819999983;16;-29.994995;9.903;7.8959408;0.0589;-11328.7644;56.0975;167.96779905;10.631;1326.5180544;2.685467799999984;2.375054400000023;20.70609580000001;11.567452499999897;0.542339279999851;30.446650444080973;1.5238095238095237;1033.0113543527477;0.07715167498104596;1;1;1322.233394102715;6;10
76;93;7.90033054;-30.5512695;169;1335.15586126;9.180146139999806;2.2674098199997843;3.001599049999868;20.51303200999996;17;-30.722984;25.94;7.9012861999999995;0.1535;-8629.5684;34.8557;168.967017521;27.847;1335.3173677999998;3.207716299999971;2.2170733999998773;20.366765899999766;8.799313399999868;0.16150653999989117;30.567350940369842;1.7100591715976332;1030.9698246160247;0.07692307692307693;1;-1;1332.7298477294075;6;11
76;94;7.9186101;-33.4876709;170;1346.1637170000001;11.007855740000196;2.643082440000171;3.5223598800000673;20.18800188;18;-33.925692000000005;9.759;7.9211257999999996;0.0574;-10743.0;102.0;169.963579273;10.476;1346.5913859999998;3.6106923999998255;2.805411299999803;20.073331599999918;11.27401820000005;0.4276689999996961;30.687813601627905;1.9058823529411764;1028.9443384075241;0.07669649888473705;1;1;1342.996297185672;6;12
76;95;7.92426062;-34.3012695;171;1355.04856602;8.88484901999982;2.763186420000011;4.0288082699998995;19.892704760000015;19;-34.297238;18.247;7.9241769;0.1067;-7885.2079;42.5749;170.963180402;19.589;1355.0342499;3.9573110000002196;2.6822099000001325;19.71688210000028;8.44286390000023;-0.01431611999987581;30.808040291421882;2.111111111111111;1026.9346763807298;0.07647191129018725;1;-1;1353.0367741192103;6;13
76;96;7.94030142;-36.9130859;172;1365.73184424;10.683278220000147;3.152486100000033;4.5546571400000175;19.568127239999967;20;-37.243641000000004;12.766;7.9421626;0.0742;-9864.2673;34.8263;171.960017309;13.704;1366.0519671999998;4.530773199999937;3.2823270999998786;19.460581199999897;11.017717299999669;0.32012295999970775;30.92803284791408;2.3255813953488373;1024.9406234483158;0.07624928516630233;1;1;1362.8552166962666;6;14
76;97;7.94404364;-37.4294434;173;1374.31954972;8.58770547999984;3.263555559999986;5.064987699999847;19.270983699999988;21;-37.43825;14.959;7.9440341;0.0865;-7169.7944;18.2998;172.959808387;16.059;1374.3178993;4.930097499999916;3.1603873000000604;19.283649399999764;8.265932100000093;-0.0016504200000326819;31.047793084354215;2.5491329479768785;1022.9619686752549;0.07602859212697055;1;-1;1372.4554722962828;6;15
76;98;7.95791578;-39.7159424;174;1384.6773457200002;10.357796000000235;3.6664725900002395;5.5960052800000994;18.945501480000075;22;-39.995383000000004;10.254;7.9594618;0.0589;-9209.4466;15.2008;173.957063192;11.008;1384.9463532;5.476132800000022;3.730476800000062;18.894386000000175;10.62845390000008;0.2690074799998001;31.167322789559027;2.781609195402299;1020.9985051752099;0.07580980435789034;1;1;1381.8413001138342;6;16
76;99;7.95980167;-39.932373;175;1392.96529225;8.287946529999772;3.769832949999909;6.110875289999967;18.645742530000007;23;-40.10536;11.775;7.9607294;0.0673;-6710.8496;17.0887;174.956945126;12.64;1393.127645;5.955914899999974;3.72121940000006;18.809745700000086;8.181291800000006;0.16235275000008187;31.286623728379862;3.0228571428571427;1019.0500300100872;0.07559289460184544;1;-1;1391.016373671556;6;17
76;100;7.97156239;-41.8907471;176;1402.99498064;10.029688390000047;4.186263390000022;6.646042039999884;18.31763491999982;24;-42.131184000000005;10.949;7.9728680999999995;0.0622;-8249.2618;13.611;175.954770315;11.754;1403.2247856000001;6.482032800000161;4.131845600000117;18.27843240000005;10.097140600000042;0.22980496000013773;31.405697642158753;3.272727272727273;1017.1163440926417;0.07537783614444091;1;1;1399.984283247579;6;18
76;101;7.971632;-41.8032227;177;1410.978864;7.983883359999936;4.281857119999813;7.164523749999944;18.013571749999983;25;-41.956447999999995;14.613;7.9724371000000005;0.0826;-5909.0234;24.5763;176.954957902;15.687;1411.1213667000002;6.90159169999999;4.182523500000126;17.993721700000112;7.896581100000069;0.14250270000025012;31.524546249173255;3.531073446327684;1015.1972520920204;0.07516460280028288;1;-1;1408.7485382208663;6;19
76;102;7.98132658;-43.4290771;178;1420.6761312400001;9.697267240000201;4.710228520000101;7.7045131600002605;17.681150600000137;26;-43.544243;13.632;7.9819128;0.0766;-7289.9295;23.239;177.953253334;14.634;1420.7804784;7.480572799999965;4.56402509999997;17.555692799999843;9.659111699999777;0.1043471599998611;31.6431712450704;3.797752808988764;1013.2925623421423;0.07495316889958614;1;1;1417.3125693376608;6;20
76;103;7.97961235;-43.0322266;179;1428.35061065;7.674479409999776;4.798506709999856;8.227999219999901;17.371746649999977;27;-43.020137000000005;15.505;7.9794844000000005;0.0866;-4938.4182;18.3271;178.953815985;16.645;1428.3277076000002;7.896353300000075;4.655654800000135;17.20634089999995;7.547229200000176;-0.022903049999740688;31.7615743032901;4.072625698324022;1011.4020867528136;0.07474350927519359;1;-1;1425.6797309021256;6;21
76;104;7.98727846;-44.3203125;180;1437.7101228;9.35951215;5.239823569999771;8.771130099999937;17.033991559999777;28;-44.356198;15.722;7.9874171;0.0873;-6378.6679;26.8021;179.952381665;16.878;1437.735078;8.527082799999974;5.060856600000057;16.954599600000073;9.407370399999898;0.02495520000002216;31.879757075478327;4.355555555555555;1009.5256407234806;0.07453559924999299;1;1;1433.8533028941313;6;22
76;105;7.98380423;-43.6074219;181;1445.06856563;7.358442830000058;5.319791629999827;9.298485530000107;16.71795498000006;29;-43.549968;25.338;7.9834263;0.14;-4086.9327;25.8756;180.953247188;27.201;1445.0001603;8.832664400000125;5.001564300000202;16.672452700000022;7.265082300000126;-0.068405329999905;31.997721191890314;4.6464088397790055;1007.6630430595295;0.07432941462471664;1;-1;1441.8364930169837;6;21
76;106;7.98947048;-44.5511475;182;1454.08362736;9.01506173000007;5.773264850000032;9.845307759999969;16.37350456000013;30;-44.609109;21.745;7.9897287;0.1195;-5557.4266;30.2074;181.952110154;23.344;1454.1306233999999;9.550811400000006;5.38066799999983;16.395545399999943;9.130463099999819;0.04699603999983992;32.11546826178415;4.945054945054945;1005.8141158910423;0.07412493166611012;1;1;1449.632438677798;6;20
76;107;7.98425293;-43.5142822;183;1461.11828619;7.034658829999898;5.845973149999963;10.376123519999737;16.04972055999997;31;-43.66376;49.769;7.985008700000001;0.272;-3461.6215;52.8061;182.953125028;53.428;1461.2565921;10.007750699999976;5.506587300000014;16.256431799999906;7.125968700000085;0.13830591000009917;32.232999873805014;5.251366120218579;1003.9786845939269;0.07392212709545729;1;-1;1457.244208903083;6;19
76;108;7.98794746;-44.1070557;184;1469.78233264;8.664046450000114;6.311048920000076;10.926779940000188;15.698705280000013;32;-44.252565000000004;0.829;7.9886778000000005;0.0045;-4641.7101;27.9571;183.952492919;0.89;1469.9167152;10.584368000000017;5.7318668999997895;15.786091800000053;8.660123099999968;0.13438255999994908;32.35031759636025;5.565217391304348;1002.1565777133342;0.07372097807744857;1;1;1464.674806191997;6;18
76;109;7.98099804;-42.737915;185;1476.4846374;6.702304760000061;6.376094840000178;11.462285939999902;15.366351210000175;33;-42.805908;0.832;7.9813047;0.0045;-2470.3505;27.9572;184.954045969;0.893;1476.5413695;11.018187299999875;5.875056700000074;15.28477740000002;6.624654300000053;0.05673209999986284;32.46742297798574;5.886486486486486;1000.3476268892907;0.07352146220938077;1;-1;1471.9271683096326;6;17
76;110;7.98273706;-42.9709473;186;1484.78909316;8.304455759999883;6.852703410000004;12.015593959999933;15.006760519999943;34;-43.000032;0.761;7.9828324;0.0041;-3827.6813;16.543;185.953837569;0.816;1484.8068264;11.872529600000242;6.469957900000038;14.89011120000016;8.265456900000107;0.017733240000097794;32.584317547703584;6.21505376344086;998.551666784465;0.07332355751067665;1;1;1479.0041700225747;6;16
76;111;7.97406387;-41.260498;187;1491.14994369;6.360850530000107;6.91082649000009;12.553971590000174;14.66530628999999;35;-41.219015;0.737;7.9737814;0.0039;-1669.6385;27.9545;186.955749569;0.791;1491.0971218;12.409086300000082;6.5806599999999165;14.555752300000051;6.290295399999945;-0.052821890000132043;32.70100281537152;6.550802139037433;996.7685350139982;0.07312724241271307;1;-1;1485.9086247789057;6;15
76;112;7.97385597;-41.1241455;188;1499.08492236;7.934978669999964;7.397291960000075;13.11055164000004;14.295829200000071;36;-41.137301;0.734;7.9738656;0.0039;-2792.3457;9.4164;187.955837292;0.788;1499.0867328000002;13.206649200000102;7.209727500000037;14.279906399999978;7.989611000000034;0.0018104400000993337;32.817480272024206;6.8936170212765955;994.9980720773299;0.07293249574894728;1;1;1492.6432863346981;6;14
76;113;7.9661355;-39.5673828;189;1505.5996095;6.514687139999978;7.374027620000106;13.508758480000097;14.449665809999942;37;-38.986802000000004;0.666;7.9630029;0.0035;-537.1494;12.563;188.958145949;0.715;1505.0075481000001;13.660706500000087;7.258905299999984;13.910426299999934;5.9208152999999;-0.5920613999999205;32.93375139020674;7.243386243386244;993.2401212919494;0.07273929674533079;1;-1;1499.2108503290008;6;13
76;114;7.9639473;-39.0465088;190;1513.149987;7.550377499999968;7.873285890000034;14.071877760000007;14.065064639999946;38;-38.707825;0.65;7.9621047;0.0034;-1954.2108;1.2131;189.958445442;0.697;1512.7998929999999;14.617891399999847;8.01770849999995;13.713160199999809;7.792344899999909;-0.35009400000012647;33.0498176243004;7.6;991.4945287290122;0.07254762501100116;1;1;1505.6139558091827;6;12
76;115;7.95231962;-36.7180176;191;1518.89304742;5.7430604199998925;7.91952182;14.618955400000004;13.29343791999986;39;-36.395239000000004;0.659;7.9505687;0.0035;313.5873;1.141;190.960928105;0.707;1518.5586217;15.252621700000018;8.101200700000161;13.551073600000004;5.758728700000094;-0.33442571999989923;33.16568041084109;7.963350785340314;989.7611431507552;0.07235746052924216;1;-1;1511.8551867084825;6;11
76;116;7.94926834;-36.0131836;192;1526.25952128;7.366473860000042;8.429237970000031;15.18407207999985;13.109534279999934;40;-35.882303;2.314;7.948526;0.0121;-1046.6722;2.3962;191.961478765;2.484;1526.116992;16.091403000000167;8.820861199999927;13.317099000000162;7.5583703000000675;-0.14252927999996245;33.28134116883046;8.333333333333334;988.0398159496546;0.07216878364870322;1;1;1517.9370732774753;6;10
