Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance;rescaled_ame_BE;rescaled_N;rescaled_Z;rescaled_Surf;rescaled_Asym;rescaled_Coul;rescaled_Pair;rescaled_Z_parity;rescaled_N_parity;rescaled_Z_distance;rescaled_N_distance
12;23;7.30223227;17.5319824;35;255.57812945;0.8007913700000131;22.97579367000003;44.87587571;4.5942145100000005;11;15.639786;269.668;7.3562338;7.7048;15863.5156;269.7679;35.01679;289.5;257.468183;13.58618299999999;5.465722399999999;1.8900535500000049;10.699874805650794;3.4571428571428573;40.35381355274014;0.1690308509457033;1;-1;249.1649776238055;4;3;0.12618973021471946;0.12994350282485875;0.1016949152542373;0.22393945479165428;0.22544424836869542;0.019413593012876863;0.11765897005566348;1.0;0.0;0.18181818181818182;0.10344827586206896
12;24;7.19197321;22.2704163;36;258.91103556;3.332906109999953;24.67915585999998;46.88849245999995;4.133697479999967;12;20.380159;690.237;7.244420199999999;19.1733;14429.7751;706.2429;36.021879;741.0;260.7991272;21.81912719999999;4.085802599999996;1.8880916400000276;10.902723556992836;4.0;39.97665304230708;0.1666666666666666;1;1;248.78234594252547;4;4;0.12778027113661836;0.13559322033898305;0.1016949152542373;0.22862259139814337;0.26084458488939966;0.019232146948541286;0.11514862801213815;1.0;1.0;0.18181818181818182;0.13793103448275862
12;25;7.01608181;29.6578064;37;259.59502697;0.6839914100000328;24.774262249999992;48.61748466999998;4.016897519999986;13;28.211478;698.947;7.0551115;18.8905;18401.9132;721.8139;37.030286265;750.35;261.0391255;3.0631254999999946;3.570942500000005;1.4440985300000193;11.103702468586784;4.567567567567568;39.61320880685015;0.1643989873053573;1;-1;247.8469891170644;4;3;0.12789487141041944;0.14124293785310735;0.1016949152542373;0.2332625593140952;0.2978563165291118;0.019057299571085484;0.11274075697923844;1.0;0.0;0.18181818181818182;0.10344827586206896
12;26;6.91620684;34.5083618;38;262.81585992;3.220832949999988;26.45322581999997;50.42756387999998;3.904824360000021;14;34.074;503.0;6.928;13.0;17604.0;525.0;38.03658;540.0;263.264;7.002;2.464872800000012;0.4481400800000301;11.302878635921052;5.157894736842105;39.2626310510942;0.1622214211307625;1;1;246.40376831309925;4;2;0.12895725904763636;0.14689265536723164;0.1016949152542373;0.23786090756229558;0.33635222788369956;0.018888642057199746;0.11042857007861695;1.0;1.0;0.18181818181818182;0.06896551724137931
12;27;6.76136875;41.7022095;39;263.69338125;0.877521330000036;26.388622210000023;51.93809221000004;4.098354280000024;15;42.775;513.0;6.734;13.0;21286.0;594.0;39.045921;551.0;262.626;-15.496;1.5868745000000053;-1.0673812500000397;11.500315051230226;5.769230769230769;38.9241432503177;0.1601281538050871;1;-1;244.4929053602933;4;1;0.12865261116185925;0.15254237288135594;0.1016949152542373;0.24241909043436702;0.37621815128278796;0.01872580083289983;0.10820589352054347;1.0;0.0;0.18181818181818182;0.034482758620689655
12;28;6.67790604;46.3507385;40;267.1162416;3.422860349999951;28.014901589999965;53.50148777999999;4.300381679999987;16;49.55;500.0;6.598;13.0;20729.0;583.0;40.053194;537.0;263.92;-31.154;0.656;-3.1962415999999507;11.696070952851462;6.4;38.59703414440983;0.1581138830084189;1;1;242.1505646837157;4;0;0.12927050201483037;0.1581920903954802;0.1016949152542373;0.2469384755563039;0.41735133582303946;0.018568433721992163;0.10606709718695914;1.0;1.0;0.18181818181818182;0.0
12;29;6.47883368;55.906189;41;265.63218088;-1.4840607199999454;27.78958288000001;54.81247633000004;1.9387996300000052;17;58.1;500.0;6.425;12.0;23510.0;640.0;41.062373;537.0;263.425;-51.20952799999999;0.799;-2.20718088000001;11.890202136872691;7.048780487804878;38.28065078212672;0.156173761888606;1;-1;239.40934992800464;4;1;0.12903413727586538;0.1638418079096045;0.1016949152542373;0.2514203510834443;0.45965905507949084;0.018416226599773527;0.10400703458533225;1.0;0.0;0.18181818181818182;0.034482758620689655
13;8;6.24820232;28.1161804;21;131.21224872;23.689150719999983;-2.338118680000008;-0.5137653700000158;46.78119992999999;-5;27.09;600.0;6.297;29.0;0.0;0.0;21.029082;644.0;132.237;-30.839720100000005;-131.683;1.0247512800000038;7.611662611020244;1.1904761904761905;56.5437793961504;0.2182178902359924;-1;1;127.00980087776632;5;0;0.06639127389134193;0.04519774011299435;0.11016949152542373;0.152642394880776;0.07763231693136895;0.027202334152932068;0.16988683309570327;0.0;1.0;0.2272727272727273;0.0
13;9;6.75884724;18.7051697;22;148.69463928;17.48239056;-0.5499547500000119;2.7100182799999857;41.17154127999999;-4;18.201;401.0;6.782;18.0;-15439.0;641.0;22.01954;430.0;149.204;-24.940572799999995;-114.221;0.5093607200000179;7.851424410539689;0.7272727272727273;55.67373672928144;0.2132007163556104;-1;-1;149.7608174515466;5;1;0.07449309313582474;0.05084745762711865;0.11016949152542373;0.15817773711354083;0.04742628816170903;0.026783770137504954;0.16455948926583405;0.0;0.0;0.2272727272727273;0.034482758620689655
13;10;7.30980396;7.34570312;23;168.12549108;19.4308518;0.3961363199999823;5.452054979999986;36.91324236;-3;6.748071;0.345;7.3357275;0.015;-17202.0;500.0;23.007244351;0.37;168.7217325;-17.84262029999998;36.484732500000014;0.5962414200000126;8.087579399090064;0.391304347826087;54.85488635904566;0.2085144140570747;-1;1;169.57562942229293;5;2;0.08381289868643281;0.05649717514124294;0.11016949152542373;0.16362980947961836;0.02551740504352823;0.026389833940981055;0.15958347204374304;0.0;1.0;0.2272727272727273;0.06896551724137931
13;11;7.60624647;0.992660522;24;182.54991528;14.424424200000004;1.934080999999992;8.559585579999975;33.855276;-2;-0.0488119999999999;0.228;7.6495806;0.0095;-10793.9978;19.4734;23.999947598;0.244;183.5899344;-9.933782399999997;34.3859344;1.0400191200000108;8.320335292207616;0.1666666666666666;54.08217939934951;0.2041241452319315;-1;-1;186.8245105405828;5;3;0.09091253234496265;0.06214689265536723;0.11016949152542373;0.16900340747429807;0.010868524370391649;0.026018096622669046;0.15492178957175484;0.0;0.0;0.2272727272727273;0.10344827586206896
13;12;7.99469233;-8.25335693;25;199.86730825;17.317392970000014;3.0315844900000286;14.35920101000002;31.74181717000002;-1;-8.915974;0.065;8.0211366;0.0026;-12743.2956;10.0002;24.990428308;0.069;200.528415;-2.0065325000000014;31.806682499999997;0.6611067499999876;8.549879733383484;0.04;53.35124953631295;0.2;-1;1;201.81835126699244;5;4;0.09900073344694757;0.06779661016949153;0.11016949152542373;0.17430286319278143;0.002608445848893997;0.02566645761676929;0.1505426828916527;0.0;1.0;0.2272727272727273;0.13793103448275862
13;13;8.17245197;-12.7984161;26;212.48375122;12.61644296999998;7.392632469999967;19.801912179999988;29.933835939999994;0;-12.210139;0.066;8.1497653;0.0026;-5069.1361;0.0849;25.986891876;0.071;211.8938978;3.784664000000019;28.303963400000008;-0.5898534199999688;8.776382955329126;0.0;52.65829773197477;0.196116135138184;-1;-1;214.8200881604928;5;5;0.10442780289186289;0.07344632768361582;0.11016949152542373;0.17953210677039036;0.0;0.025333089265117018;0.1464187111097407;0.0;0.0;0.2272727272727273;0.1724137931034483
13;14;8.36168766;-18.0088501;27;225.76556682;13.281815599999987;8.709544260000001;22.59409906999997;25.898258569999967;1;-17.196864;0.047;8.3315533;0.0018;-4812.3583;0.0964;26.981538408;0.05;224.9519391;10.114378199999978;24.42352409999998;-0.8136277199999995;8.999999999999998;0.037037037037037;52.0;0.1924500897298752;-1;1;226.05359259259268;5;6;0.11066307667624382;0.0790960451977401;0.11016949152542373;0.18469471763589795;0.0024152276378648094;0.025016392449507374;0.1425260247385665;0.0;1.0;0.2272727272727273;0.20689655172413793
13;15;8.30934143;-16.8334656;28;232.66156004;6.895993220000008;9.96305848999998;24.63661564;20.17780882;2;-16.850719;0.049;8.3098969;0.0018;4642.0776;0.0486;27.981910009;0.052;232.6771132;14.297709999999991;20.783215399999985;0.0155531600000244;9.220872584116892;0.1428571428571428;51.37343296865127;0.1889822365046136;-1;-1;235.71065402508745;5;5;0.11435188225120463;0.0847457627118644;0.11016949152542373;0.18979396758052053;0.00931587803176427;0.02471496078119694;0.13884378311749618;0.0;0.0;0.2272727272727273;0.1724137931034483
13;16;8.34291363;-18.0450287;29;241.94449527;9.28293523000002;11.018328749999997;27.218205420000004;16.17892845000003;3;-18.207762;0.345;8.348464700000001;0.0119;3687.3192;0.3447;28.980453164;0.37;242.1054763;19.3230625;17.15353720000002;0.1609810300000163;9.43913067739236;0.3103448275862069;50.77601329907616;0.1856953381770518;-1;1;243.9565178487287;5;4;0.1188539682774645;0.0903954802259887;0.11016949152542373;0.19483285719417828;0.020237941931074113;0.024427551455982594;0.13535368332382297;0.0;1.0;0.2272727272727273;0.13793103448275862
13;17;8.24034023;-15.2393494;30;247.2102069;5.26571162999997;12.365232369999973;29.21641913999997;14.548646859999993;4;-15.864116;1.936;8.2611049;0.0645;8568.8459;1.9357;29.982969171;2.077;247.833147;22.774092000000003;15.156033800000005;0.6229401000000223;9.654893846056297;0.5333333333333333;50.20544799949276;0.1825741858350553;-1;-1;250.93431511013685;5;3;0.12158895694389465;0.096045197740113;0.11016949152542373;0.19981414688325486;0.034779277985253286;0.024153061351127804;0.1320395762054245;0.0;0.0;0.2272727272727273;0.10344827586206896
13;18;8.21495724;-14.6214447;31;254.66367444;7.453467540000048;13.269183240000018;31.73904870000004;12.719179170000018;5;-14.950709000000002;2.236;8.225518;0.0721;7998.3286;2.236;30.983949754;2.4;254.991058;25.632046199999984;12.88558169999998;0.3273835599999586;9.868272403218972;0.8064516129032258;49.65969338394065;0.1796053020267749;-1;1;256.7686343974789;5;2;0.1250068918227828;0.1016949152542373;0.11016949152542373;0.20474038342884432;0.052589634050282184;0.02389050728105508;0.12888715111218915;0.0;1.0;0.2272727272727273;0.06896551724137931
13;19;8.09046841;-10.7813721;32;258.89498912;4.231314679999969;14.688821509999997;33.68227202;11.684782220000017;6;-11.099368;7.173;8.1003449;0.2241;12978.3208;7.1787;31.988084338;7.7;259.2110368;28.17482879999999;11.377889800000004;0.3160476799999969;10.079368399158984;1.125;49.13692094590006;0.1767766952966369;-1;-1;261.56842358319835;5;1;0.12702195078742884;0.10734463276836158;0.11016949152542373;0.20961392284937044;0.07336253950014365;0.023639009579674134;0.1258836752570171;0.0;0.0;0.2272727272727273;0.034482758620689655
13;20;8.03371429;-8.92758179;33;265.11257157;6.217582450000009;15.452918769999997;36.12891707;10.448897129999978;7;-8.497382;6.986;8.0206172;0.2117;12016.946;7.0211;32.990877685;7.5;264.6803676;30.71280300000001;9.689309600000009;-0.4322039699999891;10.288276478101777;1.4848484848484849;48.63548880557204;0.1740776559556978;-1;1;265.42936361512574;5;0;0.12963358098309588;0.11299435028248588;0.11016949152542373;0.21443695018089506;0.09682867166348927;0.023397778364111783;0.12301777686036208;0.0;1.0;0.2272727272727273;0.0
13;21;7.87837124;-3.60824585;34;267.86462216;2.7520505900000103;16.880707220000005;37.91624264000001;8.96963304000002;8;-2.9976190000000003;2.105;7.860350599999999;0.0619;16994.0653;2.2519;33.996781924;2.259;267.2519204;33.1130386;8.0408836;-0.6127017600000499;10.49508462297634;1.8823529411764703;48.15391768189145;0.1714985851425088;-1;-1;268.4358230865452;5;1;0.13086150907664476;0.11864406779661017;0.11016949152542373;0.2192114966711965;0.12275039288912923;0.023166101975220555;0.12027926364335711;0.0;0.0;0.2272727272727273;0.034482758620689655
13;22;7.77915668;0.0572814941;35;272.2704838;4.405861639999955;17.493145719999973;40.227368979999966;7.157912229999965;9;-0.2237299999999999;7.359;7.7871243;0.2103;14167.7504;36.6047;34.999759816;7.9;272.5493505;36.4743505;7.868982900000002;0.2788667000000373;10.699874805650794;2.3142857142857145;47.69087056232926;0.1690308509457033;-1;1;270.6624774595505;5;2;0.13339105591052713;0.12429378531073446;0.11016949152542373;0.22393945479165428;0.15091722411458125;0.02294333719703629;0.11765897005566348;0.0;1.0;0.2272727272727273;0.06896551724137931
13;23;7.62642336;5.84790039;36;274.55124096000003;2.280757160000064;18.973111510000024;41.94890518000005;6.686618800000019;10;5.950384;149.505;7.6235154;4.1529;18386.5096;165.851;36.006388;160.5;274.4465544;38.394554400000025;7.19463400000002;-0.1046865600000046;10.902723556992836;2.7777777777777777;47.24513541363564;0.1666666666666666;-1;-1;272.1756581741539;5;3;0.13429697935413695;0.12994350282485875;0.11016949152542373;0.22862259139814337;0.18114207283986086;0.022728900939185153;0.11514862801213815;0.0;0.0;0.2272727272727273;0.10344827586206896
13;24;7.52314043;10.1142883;37;278.35619591;3.804954949999967;19.44516035000004;44.12431621000002;6.085712110000031;11;9.809564;180.244;7.531315999999999;4.8715;16381.0765;213.1678;37.010531;193.5;278.658692;41.74769199999998;6.109341499999981;0.3024960899999769;11.103702468586784;3.27027027027027;46.81561040809564;0.1643989873053573;-1;1;273.0344827685638;5;4;0.13630829411031598;0.13559322033898305;0.11016949152542373;0.2332625593140952;0.21325807278119835;0.022522263129464665;0.11274075697923844;0.0;1.0;0.2272727272727273;0.13793103448275862
13;25;7.38213062;16.0209045;38;280.52096356;2.1647676499999875;20.925936589999992;45.70019883999999;5.969722599999955;12;16.47;150.0;7.37;4.0;20640.0;183.0;38.017681;161.0;280.06;43.852;5.613445599999977;-0.4609635599999819;11.302878635921052;3.789473684210526;46.40129124220223;0.1622214211307625;-1;-1;273.2918063704233;5;3;0.1369774250186585;0.14124293785310735;0.11016949152542373;0.23786090756229558;0.24711592252679965;0.02232294061305424;0.11042857007861695;0.0;0.0;0.2272727272727273;0.10344827586206896
13;26;7.28373528;20.5475769;39;284.06567592;3.544712360000005;21.24981600000001;47.70304181999998;5.709480009999993;13;21.49;300.0;7.26;8.0;19169.0;329.0;39.02307;322.0;283.14;46.956;4.481308000000019;-0.9256759200000032;11.500315051230226;4.333333333333333;46.00126020492091;0.1601281538050871;-1;1;272.9950266378067;5;2;0.13844813894999622;0.14689265536723164;0.11016949152542373;0.24241909043436702;0.28258163363018296;0.022130491893427067;0.10820589352054347;0.0;1.0;0.2272727272727273;0.06896551724137931
13;27;7.15998983;26.2850342;40;286.3995932;2.33391727999998;22.706211949999958;49.09483415999998;5.878629639999986;14;28.82;300.0;7.097;7.0;23154.0;324.0;40.03094;322.0;283.88;9.671;3.82;-2.5195931999999743;11.696070952851462;4.9;45.61467671612071;0.1581138830084189;-1;-1;272.1867678112332;5;1;0.1388014922971358;0.15254237288135594;0.11016949152542373;0.2469384755563039;0.3195346164895146;0.02194451258053619;0.10606709718695914;0.0;0.0;0.2272727272727273;0.034482758620689655
13;28;7.07288122;30.7678833;41;289.98813002;3.5885368200000585;22.87188842000006;50.88679001000003;5.922454100000039;15;34.59;400.0;6.98;10.0;21390.0;500.0;41.037134;429.0;286.18;-6.22;3.04;-3.808130020000021;11.890202136872691;5.487804878048781;45.24076910614976;0.156173761888606;-1;1;270.9054645293313;5;0;0.13989975270040747;0.1581920903954802;0.11016949152542373;0.2514203510834443;0.3578660463421642;0.02176463143609599;0.10400703458533225;0.0;1.0;0.2272727272727273;0.0
13;29;6.90219212;38.9353333;42;289.89206904;-0.0960609800000611;24.259888159999942;52.04947103999996;3.4924758399999973;16;41.99;500.0;6.829;12.0;25150.0;583.0;42.045078;537.0;286.818;-25.807;2.938;-3.0740690399999835;12.082761235960549;6.095238095238095;44.87882744785347;0.1543033499620919;-1;-1;269.1858621256269;5;1;0.14020440058618455;0.1638418079096045;0.11016949152542373;0.2558659321377261;0.39747746268860895;0.02159050692517742;0.10202099071410212;0.0;0.0;0.2272727272727273;0.034482758620689655
13;30;6.74661064;46.7945251;43;290.10425752000003;0.2121884800000657;24.31125172000003;53.75009382000002;0.1161275000000046;17;48.27;600.0;6.712;14.0;23940.0;721.0;43.05182;644.0;288.616;-39.992;2.436;-1.4882575200000474;12.27379796952146;6.72093023255814;44.52819728477554;0.1524985703326046;-1;1;267.05944701254043;5;2;0.1410629537188291;0.1694915254237288;0.11016949152542373;0.26027636658311576;0.4382795641455611;0.02142182419894295;0.10010463663655703;0.0;1.0;0.2272727272727273;0.06896551724137931
14;8;6.00334501;34.543869;22;132.07359022;25.796428179999992;0.8613415000000089;-1.4767771799999991;49.56957521999999;-6;33.64;500.0;6.044;23.0;0.0;0.0;22.036114;537.0;132.968;-35.612819000000016;-153.85;0.8944097799999895;7.851424410539689;1.6363636363636365;64.95269285082836;0.2132007163556104;1;1;122.12520321664654;6;0;0.06674032969777306;0.04519774011299435;0.11864406779661017;0.15817773711354083;0.10670914836384532;0.031247731827089117;0.16455948926583405;1.0;1.0;0.2727272727272727;0.0
14;9;6.54660749;24.1168671;23;150.57197227;18.498382050000004;1.8773329900000133;1.3273782400000016;44.29481023;-5;23.95;500.0;6.554;22.0;0.0;0.0;23.025711;537.0;150.742;-30.983826700000005;-137.874;0.1700277300000152;8.087579399090064;1.0869565217391304;63.9973674188866;0.2085144140570747;1;-1;147.00505925401856;6;1;0.07522749509244726;0.05084745762711865;0.11864406779661017;0.16362980947961836;0.07088168067646729;0.03078813959781123;0.15958347204374304;1.0;0.0;0.2727272727272727;0.034482758620689655
14;10;7.15810776;10.9656372;24;171.79458624;21.22261397;3.669095160000012;4.065231479999994;39.72099602;-4;10.745186;19.472;7.1672329;0.8113;-23275.0;501.0;24.01153543;20.904;172.01358960000002;-26.243457600000024;39.04558960000001;0.2190033599999878;8.320335292207616;0.6666666666666666;63.09587596590776;0.2041241452319315;1;1;168.89946403369171;6;2;0.08538477534128443;0.05649717514124294;0.11864406779661017;0.16900340747429807;0.04347409748156661;0.030354446059780552;0.15492178957175484;1.0;1.0;0.2727272727272727;0.06896551724137931
14;11;7.49795389;3.38275146;25;187.44884725;15.65426101;4.898931970000007;6.833012969999999;36.87687498;-3;3.827322;10.0;7.4801109;0.4;-16363.0;400.0;25.004108798;10.735;187.0027725;-18.58479750000001;36.2607725;-0.4460747500000082;8.549879733383484;0.36;62.24312445903177;0.2;1;-1;188.16951444585743;6;3;0.09254217797453086;0.06214689265536723;0.11864406779661017;0.17430286319278143;0.02347601264004597;0.029944200552897503;0.1505426828916527;1.0;0.0;0.2727272727272727;0.10344827586206896
14;12;7.93352509;-7.36868286;26;206.27165234;18.822805090000003;6.404344089999995;9.435928580000024;34.4770661;-2;-7.141003;0.108;7.9247083;0.0041;-18114.0;196.0;25.992333818;0.115;206.0424158;-10.638232799999995;34.02882620000001;-0.2292365400000164;8.776382955329126;0.1538461538461538;61.4346806873039;0.196116135138184;1;1;205.12064154832063;6;4;0.10163369376966423;0.06779661016949153;0.11864406779661017;0.17953210677039036;0.010032484034207676;0.029555270809303192;0.1464187111097407;1.0;1.0;0.2727272727272727;0.13793103448275862
14;13;8.15627289;-13.2450104;27;220.21936803;13.947715689999995;7.73561681000001;15.128249279999975;32.77052078;-1;-12.384505;0.107;8.124342;0.004;-11725.473;9.0013;26.986704687;0.115;219.357234;-3.7667835000000194;32.354461500000006;-0.8621340299999929;8.999999999999998;0.037037037037037;60.66666666666666;0.1924500897298752;1;-1;220.01292592592603;6;5;0.10799157968523858;0.07344632768361582;0.11864406779661017;0.18469471763589795;0.0024152276378648094;0.029185791191091933;0.1425260247385665;1.0;0.0;0.2727272727272727;0.1724137931034483
14;14;8.4878664;-22.6145172;28;237.6602592;17.440891169999986;11.89469238000001;20.60423664000001;31.38860685999998;0;-21.49279711;0.00051;8.4477445;0.0002;-14344.9407;1.1473;27.97692653442;0.00055;236.53684600000005;4.908159199999995;30.494430200000004;-1.123413199999959;9.220872584116892;0.0;59.93567179675981;0.1889822365046136;1;1;233.0692021333244;6;6;0.11619492212139983;0.0790960451977401;0.11864406779661017;0.18979396758052053;0.0;0.02883412091139643;0.13884378311749618;1.0;1.0;0.2727272727272727;0.20689655172413793
14;15;8.46337032;-22.3206329;29;245.43773928;7.777480080000004;12.776179240000005;22.739237729999985;25.21837124999999;1;-21.89508154;0.00056;8.4486361;0.0002;-4942.2325;0.3589;28.97649466434;0.0006;245.0104469;9.7180276;25.653212899999986;-0.427292379999983;9.43913067739236;0.0344827586206896;59.23868218225551;0.1856953381770518;1;-1;244.4814859130148;6;5;0.12024110487861597;0.0847457627118644;0.11864406779661017;0.19483285719417828;0.0022486602145637864;0.02849881003197969;0.13535368332382297;1.0;0.0;0.2727272727272727;0.1724137931034483
14;16;8.53258991;-24.7892151;30;255.9776973;10.539958020000029;14.033202030000012;25.051530780000007;18.317438100000032;2;-24.432962;0.022;8.5206549;0.0008;-4232.1065;0.0615;29.973770137;0.023;255.619647;13.986896999999995;19.08280099999998;-0.3580503000000021;9.654893846056297;0.1333333333333333;58.57302266607488;0.1825741858350553;1;1;254.41611556752912;6;4;0.12530704591349243;0.0903954802259887;0.11864406779661017;0.19981414688325486;0.00869481949631332;0.028178571576315765;0.1320395762054245;1.0;1.0;0.2727272727272727;0.13793103448275862
14;17;8.45145798;-22.7353363;31;261.99519738000004;6.017500080000019;14.784990480000062;27.150222850000038;16.557458100000048;3;-22.949037;0.043;8.4582916;0.0014;1491.5071;0.0434;30.975363196;0.046;262.20703960000003;18.262193;17.19659270000004;0.211842219999994;9.868272403218972;0.2903225806451613;57.93630894793076;0.1796053020267749;1;-1;263.0178978655068;6;3;0.12845255567583366;0.096045197740113;0.11864406779661017;0.20474038342884432;0.01893226825810159;0.02787225849456426;0.12888715111218915;1.0;0.0;0.2727272727272727;0.10344827586206896
14;18;8.46273899;-23.4763947;32;270.80764768;8.812450299999966;16.14397323999998;29.41315648;14.829950379999984;4;-24.077689;0.298;8.481468999999999;0.0093;227.1872;0.3008;31.974151538;0.32;271.407008;21.684092799999984;15.787360999999976;0.5993603199999598;10.079368399158984;0.5;57.32640777021673;0.1767766952966369;1;1;270.4134762666497;6;2;0.1328455821997774;0.1016949152542373;0.11864406779661017;0.20961392284937044;0.03260557311117496;0.027578844509619824;0.1258836752570171;1.0;1.0;0.2727272727272727;0.06896551724137931
14;19;8.3537035;-20.269577;33;275.6722155;4.864567819999991;16.777226380000002;31.46604789;13.677018119999955;5;-20.514328000000003;0.699;8.3610596;0.0212;5823.0223;1.2947;32.977976964;0.75;275.9149668;23.912506200000003;13.707927199999975;0.242751300000009;10.288276478101777;0.7575757575757576;56.74140360650071;0.1740776559556978;1;-1;276.7140864534239;6;1;0.1349981529170035;0.10734463276836158;0.11864406779661017;0.21443695018089506;0.049402383501780237;0.02729740809146375;0.12301777686036208;1.0;0.0;0.2727272727272727;0.034482758620689655
14;20;8.33309555;-19.8512573;34;283.3252487;7.653033199999982;18.21267712999997;33.66559589999997;12.517601019999972;6;-19.991684;0.801;8.3371659;0.0236;4557.0175;1.1395;33.978538045;0.86;283.4636406;26.75031599999999;12.056632600000013;0.1383919000000446;10.49508462297634;1.0588235294117647;56.17957062887336;0.1714985851425088;1;1;282.01782533544;6;0;0.13860267880037497;0.11299435028248588;0.11864406779661017;0.2192114966711965;0.0690470960001352;0.027027118971090648;0.12027926364335711;1.0;1.0;0.2727272727272727;0.0
14;21;8.18708134;-15.0024414;35;286.5478469;3.22259820000005;18.68322474000001;35.56393196000002;10.875631400000032;7;-14.39148;35.857;8.1695644;1.0245;10466.3291;35.9049;34.984550111;38.494;285.934754;28.466571000000027;10.01978720000002;-0.6130929000000265;10.699874805650794;1.4;55.63934898938413;0.1690308509457033;1;-1;286.4115308530361;6;1;0.1397826466261202;0.11864406779661017;0.11864406779661017;0.22393945479165428;0.09129560471128988;0.026767226729875672;0.11765897005566348;1.0;0.0;0.2727272727272727;0.034482758620689655
14;22;8.12304878;-12.8129883;36;292.42975608;5.88190917999998;20.15927228000004;37.65241800000001;9.10450738000003;8;-12.436125;71.797;8.1125199;1.9944;7814.9194;72.9852;35.986649271;77.077;292.05071640000006;31.251589200000044;8.587075800000049;-0.3790396800000053;10.902723556992836;1.7777777777777777;55.11932464924158;0.1666666666666666;1;1;289.9723482769365;6;2;0.14270304633560646;0.12429378531073446;0.11864406779661017;0.22862259139814337;0.11593092661751095;0.026517051095716015;0.11514862801213815;1.0;1.0;0.2727272727272727;0.06896551724137931
14;23;7.97569323;-7.41247559;37;295.10064951;2.6708934299999783;20.549408549999956;39.52252005999998;8.552802609999958;9;-6.571511999999999;113.809;7.9529033;3.0759;12424.5003;119.9691;36.992945191;122.179;294.25742210000004;33.21829660000003;8.32266810000001;-0.8432274099999972;11.103702468586784;2.189189189189189;54.61821214277825;0.1643989873053573;1;-1;292.769042332463;6;3;0.14375675828864293;0.12994350282485875;0.11864406779661017;0.2332625593140952;0.14275953632460386;0.02627597365104211;0.11274075697923844;1.0;0.0;0.2727272727272727;0.10344827586206896
14;24;7.90554667;-4.65124512;38;300.41077346;5.310123949999991;22.054577549999976;41.499737900000014;7.981017379999969;10;-4.170299;104.793;7.8928297;2.7577;10451.2656;127.4736;37.995523;112.5;299.9275286;36.66352860000002;7.876812199999986;-0.4832448599999566;11.302878635921052;2.631578947368421;54.13483978256927;0.1622214211307625;1;1;294.8631019851558;6;4;0.14646425978920088;0.13559322033898305;0.11864406779661017;0.23786090756229558;0.17160827953249977;0.02604343071522995;0.11042857007861695;1.0;1.0;0.2727272727272727;0.13793103448275862
14;25;7.76522303;0.987213135;39;302.84369817;2.432924710000009;22.32273461;43.24867119999999;7.743048659999999;11;2.320352;135.532;7.730979299999999;3.4752;15094.9874;176.2324;39.002491;145.5;301.5081927;38.88219270000001;7.250770599999988;-1.3355054699999869;11.500315051230226;3.102564102564102;53.668136905741065;0.1601281538050871;1;-1;296.3096751157965;6;3;0.14721903404655;0.14124293785310735;0.11864406779661017;0.24241909043436702;0.2023217613565215;0.025818907208998248;0.10820589352054347;1.0;0.0;0.2727272727272727;0.10344827586206896
14;26;7.69745493;4.00408936;40;307.8981972;5.054499030000045;23.83252128000004;45.08233728000005;7.487423740000054;12;5.666876;121.991;7.6558247;3.0498;13806.0653;147.8912;40.006083641;130.962;306.23298800000003;42.31298800000001;6.305459399999992;-1.6652092000000491;11.696070952851462;3.6;53.21712283547416;0.1581138830084189;1;1;297.15836286604383;6;2;0.14947514517331267;0.14689265536723164;0.11864406779661017;0.2469384755563039;0.2347601264004597;0.025601931343958887;0.10606709718695914;1.0;1.0;0.2727272727272727;0.06896551724137931
14;27;7.5699873;9.60418701;41;310.3694793;2.4712820999999963;23.969886100000053;46.67609805000001;7.525781130000041;13;13.2;300.0;7.482;7.0;18180.0;323.0;41.014171;322.0;306.762;43.337;5.253807299999986;-3.607479300000023;11.890202136872691;4.121951219512195;52.78089729050805;0.156173761888606;1;-1;297.453897623858;6;1;0.14972775079611944;0.15254237288135594;0.11864406779661017;0.2514203510834443;0.2687971636970033;0.02539207000877865;0.10400703458533225;1.0;0.0;0.2727272727272727;0.034482758620689655
14;28;7.5106926;12.5959473;42;315.4490892;5.07960989999998;25.46095917999997;48.33284760000004;7.550891999999976;14;16.84;300.0;7.41;7.0;15748.0;315.0;42.018078;322.0;311.22;19.464;4.987011999999988;-4.229089199999976;12.082761235960549;4.666666666666667;52.35863202249571;0.1543033499620919;1;1;297.2367240513869;6;0;0.15185646596037383;0.1581920903954802;0.11864406779661017;0.2558659321377261;0.30431868237096626;0.02518892474604032;0.10202099071410212;1.0;1.0;0.2727272727272727;0.0
