;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE
2351;76.0;104.0;7.98727846;-44.3203125;180.0;1437.7101228;9.35951215;5.239823569999771;8.771130099999937;17.033991559999777;-44.356198;7.9874171;179.952381665;1437.735078;-6.844733999999939;16.954599600000073;0.0249552000000221;31.879757075478327;4.355555555555555;1009.5256407234806;0.0745355992499929;1.0;1.0;6.0;22.0;28.0;16.878;-6378.6679;26.8021;0.0873;15.722;0.2840307702129018;0.4856671080034418;0.5875706214689266;0.7586206896551724;1.0;0.01732186632451825;0.7129160017150741;0.6440677966101694;0.2727272727272727;1.0;0.6897725111151115
2352;76.0;105.0;7.98380423;-43.6074219;181.0;1445.06856563;7.358442830000058;5.319791629999827;9.298485530000107;16.71795498000006;-43.549968;7.9834263;180.953247188;1445.0001603;-6.248681099999929;16.672452700000022;-0.0684053300001323;31.997721191890317;4.6464088397790055;1007.6630430595296;0.0743294146247166;1.0;-1.0;6.0;21.0;29.0;27.201;-4086.9327;25.8756;0.14;25.338;0.3029976462596479;0.4847710411931162;0.5932203389830508;0.7241379310344828;0.0;0.017102935026248003;0.7156394203615591;0.6440677966101694;0.2727272727272727;1.0;0.6932416207745028
2353;76.0;106.0;7.98947048;-44.5511475;182.0;1454.08362736;9.01506173000007;5.773264850000032;9.845307759999969;16.37350456000013;-44.609109;7.9897287;181.952110154;1454.1306234;-5.201723800000036;16.395545399999943;0.0469960399998399;32.11546826178415;4.945054945054945;1005.8141158910424;0.0741249316661101;1.0;1.0;6.0;20.0;30.0;23.344;-5557.4266;30.2074;0.1195;21.745;0.3224727010995326;0.4838815510458579;0.5988700564971752;0.6896551724137931;1.0;0.0168858105944827;0.7183578280898711;0.6440677966101694;0.2727272727272727;1.0;0.6976014582033129
2354;76.0;107.0;7.98425293;-43.5142822;183.0;1461.11828619;7.034658829999898;5.845973149999963;10.376123519999735;16.04972055999997;-43.66376;7.985008700000001;182.953125028;1461.2565921;-4.266590100000147;16.256431799999906;0.1383059100000991;32.232999873805014;5.251366120218579;1003.9786845939268;0.0739221270954572;1.0;-1.0;6.0;19.0;31.0;53.428;-3461.6215;52.8061;0.272;49.769;0.3424476039326681;0.482998553552728;0.6045197740112994;0.6551724137931034;0.0;0.016670468311377543;0.7210712615768068;0.6440677966101694;0.2727272727272727;1.0;0.7010041404894708
2355;76.0;108.0;7.98794746;-44.1070557;184.0;1469.78233264;8.664046450000114;6.311048920000076;10.926779940000188;15.698705280000013;-44.252565;7.9886778;183.952492919;1469.9167152;-3.0175815999999176;15.786091800000053;0.134382559999949;32.35031759636025;5.565217391304348;1002.1565777133342;0.0737209780774485;1.0;1.0;6.0;18.0;32.0;0.89;-4641.7101;27.9571;0.0045;0.829;0.3629142050635126;0.48212196622946163;0.6101694915254238;0.6206896551724138;1.0;0.016456883929906727;0.7237797570319351;0.6440677966101694;0.2727272727272727;1.0;0.705139388440857
2356;76.0;109.0;7.98099804;-42.737915;185.0;1476.4846374;6.702304760000061;6.376094840000178;11.462285939999902;15.366351210000175;-42.805908;7.9813047;184.954045969;1476.5413695;-2.146665999999968;15.28477740000002;0.0567320999998628;32.46742297798574;5.886486486486486;1000.3476268892908;0.0735214622093807;1.0;-1.0;6.0;17.0;33.0;0.893;-2470.3505;27.9572;0.0045;0.832;0.38386453100615703;0.4812517080806899;0.615819209039548;0.5862068965517241;0.0;0.016245033662394964;0.7264833502060556;0.6440677966101694;0.2727272727272727;1.0;0.708302690833489
2357;76.0;110.0;7.98273706;-42.9709473;186.0;1484.78909316;8.304455759999883;6.852703410000004;12.015593959999933;15.006760519999943;-43.000032;7.9828324;185.953837569;1484.8068264;-1.0732571999998763;14.89011120000016;0.0177332400000977;32.584317547703584;6.21505376344086;998.551666784465;0.0733235575106766;1.0;1.0;6.0;16.0;34.0;0.816;-3827.6813;16.543;0.0041;0.761;0.40529077974750805;0.4803876995651903;0.6214689265536724;0.5517241379310345;1.0;0.016034894169389552;0.7291820763994564;0.6440677966101694;0.2727272727272727;1.0;0.7122494838892363
2358;76.0;111.0;7.97406387;-41.260498;187.0;1491.14994369;6.360850530000107;6.91082649000009;12.553971590000174;14.66530628999999;-41.219015;7.9737814;186.955749569;1491.0971218;-0.2497197999998461;14.555752300000051;-0.052821890000132;32.70100281537152;6.550802139037433;996.7685350139982;0.073127242412713;1.0;-1.0;6.0;15.0;35.0;0.791;-1669.6385;27.9545;0.0039;0.737;0.42718531616245264;0.4795298625621291;0.6271186440677966;0.5172413793103449;0.0;0.015826442548859523;0.7318759704699812;0.6440677966101694;0.2727272727272727;1.0;0.7152531283947587
2359;76.0;112.0;7.97385597;-41.1241455;188.0;1499.08492236;7.934978669999964;7.397291960000075;13.11055164000004;14.295829200000073;-41.137301;7.9738656;187.955837292;1499.0867328000002;0.9047312000000384;14.279906399999978;0.0018104399998719;32.817480272024206;6.893617021276596;994.99807207733;0.0729324957489472;1.0;1.0;6.0;14.0;36.0;0.788;-2792.3457;9.4164;0.0039;0.734;0.4495406675753484;0.4786781203382637;0.6327683615819208;0.48275862068965514;1.0;0.015619656325711662;0.7345650668409082;0.6440677966101694;0.2727272727272727;1.0;0.7190682037855605
2360;76.0;113.0;7.9661355;-39.5673828;189.0;1505.5996095;6.514687139999978;7.374027620000106;13.508758480000097;14.449665809999942;-38.986802;7.9630029;188.958145949;1505.0075481;1.7015481000000146;13.910426299999934;-0.5920613999999205;32.93375139020674;7.243386243386244;993.2401212919494;0.0727392967453307;1.0;-1.0;6.0;13.0;37.0;0.715;-537.1494;12.563;0.0035;0.666;0.47234951946241815;0.4778323975160714;0.6384180790960452;0.4482758620689655;0.0;0.015414513441611558;0.7372493995086498;0.6440677966101694;0.2727272727272727;1.0;0.7218954198721147
2361;76.0;114.0;7.9639473;-39.0465088;190.0;1513.149987;7.550377499999968;7.873285890000034;14.071877760000008;14.065064639999946;-38.707825;7.9621047;189.958445442;1512.799893;2.774304000000004;13.713160199999807;-0.3500939999998991;33.0498176243004;7.6;991.4945287290122;0.0725476250110011;1.0;1.0;6.0;12.0;38.0;0.697;-1954.2108;1.2131;0.0034;0.65;0.49560471128985933;0.47699262004277565;0.6440677966101694;0.41379310344827586;1.0;0.015210992245100141;0.7399290020502737;0.6440677966101694;0.2727272727272727;1.0;0.7256162998079
2362;76.0;115.0;7.95231962;-36.7180176;191.0;1518.89304742;5.7430604199998925;7.91952182;14.618955400000004;13.29343791999986;-36.395239;7.9505687;190.960928105;1518.5586217;3.6543647999998647;13.551073600000004;-0.3344257199998992;33.16568041084109;7.963350785340314;989.7611431507552;0.0723574605292421;1.0;-1.0;6.0;11.0;39.0;0.707;313.5873;1.141;0.0035;0.659;0.5192992324826923;0.4761587151602373;0.6497175141242938;0.3793103448275862;0.0;0.01500907148199479;0.7426039076308538;0.6440677966101694;0.2727272727272727;1.0;0.7283661188098105
2363;76.0;116.0;7.94926834;-36.0131836;192.0;1526.25952128;7.366473860000042;8.429237970000031;15.18407207999985;13.109534279999934;-35.882303;7.948526;191.961478765;1526.116992;4.7089920000000856;13.317099000000162;-0.1425292799999624;33.28134116883046;8.333333333333334;988.0398159496546;0.0721687836487032;1.0;1.0;6.0;10.0;40.0;2.484;-1046.6722;2.3962;0.0121;2.314;0.5434262185195826;0.4753306113756845;0.655367231638418;0.3448275862068966;1.0;0.014808730286066094;0.7452741490106538;0.6440677966101694;0.2727272727272727;1.0;0.7319752748157907
2364;76.0;117.0;7.93696308;-33.5161133;193.0;1531.83387444;5.574353160000101;8.468152200000077;15.734033940000018;12.940827020000144;-33.394400999999995;7.9362716;192.964149637;1531.7004188;5.6494188000001015;13.141797100000083;-0.1334556399999655;33.39680130004011;8.709844559585493;986.3304010892678;0.0719815750748694;1.0;-1.0;6.0;9.0;41.0;2.49;1141.9038;2.4;0.012;2.32;0.5679789471490685;0.4745082384332527;0.6610169491525424;0.3103448275862069;0.0;0.014609948169980416;0.7479397585521501;0.6440677966101694;0.2727272727272727;1.0;0.7346413863675324
2365;76.0;118.0;7.93301249;-32.6152344;194.0;1539.00442306;7.1705486200000905;8.987948560000177;16.30126786000028;12.744901780000191;-32.435176;7.9320232;193.965179407;1538.8125008;6.406500800000038;12.695508799999953;-0.1919222600001831;33.51206218930888;9.09278350515464;984.6327550467046;0.0717958158617738;1.0;1.0;6.0;8.0;42.0;2.579;96.6;2.0;0.0124;2.403;0.5929508347228106;0.47369152728630814;0.6666666666666666;0.27586206896551724;1.0;0.014412705016499994;0.7506007682268948;0.6440677966101694;0.2727272727272727;1.0;0.7380374376916286
2366;76.0;119.0;7.91998196;-29.9360352;195.0;1544.3964822;5.392059139999901;9.019975540000132;16.85275072000013;12.562607759999992;-29.511596;7.9177449;194.968318;1543.9602555;7.1652554999999705;12.25983669999987;-0.4362267000001338;33.62712520483358;9.482051282051282;982.9467367566742;0.0716114874039432;1.0;-1.0;6.0;7.0;43.0;60.0;2180.722;55.9055;0.2866;55.89;0.6183354326416666;0.47288041007053033;0.672316384180791;0.24137931034482757;0.0;0.01421698106993062;0.7532572096222286;0.6440677966101694;0.2727272727272727;1.0;0.7404955138450049
2367;76.0;120.0;7.9150939;-28.8265381;196.0;1551.3584044;6.96192219999989;9.549088600000005;17.422871539999733;12.353981339999793;-28.277123;7.912230099999999;195.969643261;1550.7970996;7.885099599999841;11.984598799999803;-0.5613048000000163;33.74199169845321;9.877551020408164;981.272207557058;0.0714285714285714;1.0;1.0;6.0;6.0;44.0;43.0;1158.3989;55.4951;0.2044;40.055;0.6441264239105584;0.4720748200777273;0.6779661016949152;0.20689655172413793;1.0;0.01402275692781113;0.7559091139478415;0.6440677966101694;0.2727272727272727;1.0;0.7437601378269055
2368;76.0;121.0;7.90129852;-25.9525146;197.0;1556.55580844;5.197404040000038;9.574887639999815;17.97598708999999;12.159326239999928;-25.08;7.897;196.973076;1555.709;8.668;11.74874450000003;-0.8468084399999043;33.856663005926926;10.279187817258885;979.609031135957;0.0712470499879096;1.0;-1.0;6.0;5.0;45.0;215.0;3185.0;201.0;1.0;200.0;0.670317619798267;0.47127469173036135;0.6836158192090396;0.1724137931034483;0.0;0.013830013532833363;0.7585565120421911;0.6440677966101694;0.2727272727272727;1.0;0.7461055924852249
2369;76.0;122.0;7.89543629;-24.6218262;198.0;1563.29638542;6.740576980000014;10.112442769999916;18.546916779999947;11.937981020000052;-23.6;7.89;197.974664;1562.22;50.488492000000086;11.42290040000016;-1.0763854199999514;33.97114044720589;10.686868686868689;977.9570734801698;0.0710669054518701;1.0;1.0;6.0;4.0;46.0;215.0;2110.0;283.0;1.0;200.0;0.6969029565984467;0.4704799605567625;0.6892655367231638;0.13793103448275862;1.0;0.013638732164988551;0.7611994343787784;0.6440677966101694;0.2727272727272727;1.0;0.74921462443553
2370;76.0;123.0;7.88082504;-21.5380859;199.0;1568.2841829600002;4.9877975400002015;10.131081180000136;19.101294550000148;11.728374520000216;-20.27;7.874;198.978239;1566.926;46.44691460000002;11.217;-1.3581829600002493;34.08542532669918;11.100502512562814;976.3162028250522;0.0708881205008336;1.0;-1.0;6.0;3.0;47.0;215.0;4128.0;204.0;1.0;200.0;0.7238764924882963;0.46969056316700664;0.6949152542372882;0.10344827586206896;0.0;0.013448894433930048;0.7638379110722866;0.6440677966101694;0.2727272727272727;1.0;0.7514617607215285
2371;76.0;124.0;7.87395096;-19.9727783;200.0;1574.790192;6.506009039999753;10.677683849999994;19.673247960000023;11.493806579999957;-18.55;7.867;199.980086;1573.4;32.92969680000004;11.18;-1.3901919999998429;34.19951893353393;11.52;974.6862896057174;0.0707106781186547;1.0;1.0;6.0;2.0;48.0;322.0;3020.0;358.0;1.0;300.0;0.751232404481471;0.468906437229439;0.7005649717514124;0.06896551724137931;1.0;0.01326048227154629;0.7664719718845873;0.6440677966101694;0.2727272727272727;1.0;0.7545531250044767
2372;76.0;125.0;7.85848141;-16.6660156;201.0;1579.55476341;4.764571409999917;10.689273409999942;20.228822159999936;11.27058044999967;-14.84;7.849;200.984069;1577.649;26.666780000000028;10.723;-1.905763409999736;34.3134225418098;11.945273631840797;973.0672064095318;0.0705345615858598;1.0;-1.0;6.0;1.0;49.0;322.0;5000.0;361.0;1.0;300.0;0.778964985471951;0.4681275214478201;0.7062146892655368;0.034482758620689655;0.0;0.013073477924738314;0.769101646230615;0.6440677966101694;0.2727272727272727;1.0;0.7565820417233902
2373;76.0;126.0;7.85055399;-14.8516846;202.0;1585.81190598;6.257142570000042;11.244495269999788;20.80212197999981;11.02171397999996;-12.53;7.839;201.986548;1583.478;32.795823300000045;10.078;-2.3339059799998267;34.42713741084797;12.376237623762377;971.4588279298688;0.0703597544730291;1.0;1.0;6.0;0.0;50.0;429.0;4110.0;500.0;2.0;400.0;0.8070686413657168;0.46735375553907793;0.711864406779661;0.0;1.0;0.012887863948392544;0.7717269631841159;0.6440677966101694;0.2727272727272727;1.0;0.7593654155888993
2374;76.0;127.0;7.82503557;-9.45068359;203.0;1588.48222071;2.6703147299999728;11.14069588999996;21.152393879999863;8.927457300000015;-7.27;7.814;202.992195;1586.242;27.00147500000009;8.593;-2.240220709999903;34.540664785434856;12.8128078817734;969.8610309210776;0.0701862406343596;1.0;-1.0;6.0;1.0;51.0;429.0;7100.0;565.0;2.0;400.0;0.8355378882972027;0.4665850802116439;0.7175141242937854;0.034482758620689655;0.0;0.012703623198545844;0.7743479514832747;0.6440677966101694;0.2727272727272727;1.0;0.7606852380909178
2375;77.0;86.0;7.7281518;-4.29467773;163.0;1259.6887434;12.51897294000014;-1.975539660000095;-1.3148876899999775;23.19372371000009;-5.31;7.734;162.994299;1260.642;-22.309076499999968;-322.836;0.9532566000000317;29.839513369337435;0.4969325153374233;1071.2934493089738;0.0783260449987957;-1.0;1.0;5.0;4.0;9.0;429.0;0.0;0.0;2.0;400.0;0.03240553892030885;0.5153826414711485;0.4858757062146893;0.13793103448275862;1.0;0.02134664367004671;0.6658132223133103;0.652542372881356;0.2272727272727273;0.0;0.6052097653495023
2376;77.0;87.0;7.74432898;-6.60461426;164.0;1270.06995272;10.381209319999924;-1.6713660200000504;-0.855238540000073;22.900182260000065;-7.483;7.75;163.991966;1271.0;-21.492577199999943;-315.242;0.9300472800000534;29.96143191950181;0.6097560975609756;1069.1115828836869;0.078086880944303;-1.0;-1.0;5.0;5.0;10.0;339.0;0.0;0.0;2.0;316.0;0.03976289403801824;0.5143329794179297;0.4915254237288136;0.1724137931034483;0.0;0.021092694099949058;0.6686279363379587;0.652542372881356;0.2272727272727273;0.0;0.6101557572004102
2377;77.0;88.0;7.77115583;-10.7039795;165.0;1282.24071195;12.17075922999993;-1.491865930000131;-0.3441019200001847;22.551968549999856;-11.595;7.776;164.987552;1283.04;-20.71081649999996;22.398;0.7992880500000865;30.08310291760778;0.7333333333333333;1066.947383477823;0.0778498944161523;-1.0;1.0;5.0;6.0;11.0;170.0;-11277.0;430.0;1.0;158.0;0.04782150722972327;0.5132918166933896;0.4971751412429378;0.20689655172413793;1.0;0.020841056674456918;0.6714369351679162;0.652542372881356;0.2272727272727273;0.0;0.6159049116592757
2378;77.0;89.0;7.78514671;-12.7261963;166.0;1292.33435386;10.093641910000088;-1.1723584399999254;0.1213146600000527;22.264401140000015;-13.306;7.789;165.985716;1292.974;-20.02610719999997;21.974;0.639646139999968;30.20452836208127;0.8674698795180723;1064.8006022584316;0.0776150525706332;-1.0;-1.0;5.0;7.0;12.0;215.0;-8523.0;361.0;1.0;201.0;0.05656870515673727;0.5122590335878603;0.5028248587570622;0.24137931034482757;0.0;0.020591696519407635;0.6742402649405218;0.652542372881356;0.2272727272727273;0.0;0.620648441592363
2379;77.0;90.0;7.80937147;-16.4855957;167.0;1304.16503549;11.830681630000072;-1.0019218100001126;0.638661890000094;21.92432354000016;-17.072448;7.812825399999999;166.981671973;1304.7418418;-19.401158199999948;21.701841800000054;0.5768063099999381;30.32571022328558;1.0119760479041915;1062.670995369265;0.0773823232534136;-1.0;1.0;5.0;8.0;13.0;19.694;-10319.0;307.0;0.1099;18.346;0.06599211803339601;0.5112345127858878;0.5084745762711864;0.27586206896551724;1.0;0.020344579492635365;0.6770379711452371;0.652542372881356;0.2272727272727273;0.0;0.6262676392797131
2380;77.0;91.0;7.82128239;-18.2246094;168.0;1313.97544152;9.810406029999967;-0.6673877299999731;1.1099503600000844;21.64108766000004;-18.66623;7.8238509;167.979960978;1314.4069512;-18.693343200000005;21.43295120000001;0.4315096800000901;30.446650444080973;1.1666666666666667;1060.5583238021543;0.0771516749810459;-1.0;-1.0;5.0;9.0;14.0;59.277;-7656.1526;140.3258;0.3287;55.216;0.07607967059274157;0.510218139304354;0.5141242937853108;0.3103448275862069;0.0;0.020099672164333934;0.6798300986365656;0.652542372881356;0.2272727272727273;0.0;0.6308827727350648
2381;77.0;92.0;7.84301615;-21.6474609;169.0;1325.46972935;11.494287830000076;-0.5059857700000521;1.632930530000067;21.304693860000043;-22.093416;7.845594399999999;168.976281743;1325.9054536;-17.880521100000244;21.16361179999984;0.4357242499997937;30.56735094036984;1.331360946745562;1058.462353272452;0.0769230769230769;-1.0;1.0;5.0;10.0;15.0;25.02;-9629.0;202.0;0.1379;23.307;0.08681957337295107;0.5092098004325534;0.519774011299435;0.3448275862068966;1.0;0.019856941798060773;0.6826166916466387;0.652542372881356;0.2272727272727273;0.0;0.6363733596406492
2382;77.0;93.0;7.85293531;-23.1054688;170.0;1334.9990027;9.52927335000004;-0.1568585599998186;2.1105512599999656;21.023561180000115;-23.182;7.853;169.975113;1335.01;-17.342040000000036;20.60304879999999;0.0109972999998717;30.687813601627905;1.5058823529411764;1056.3828540983914;0.076696498884737;-1.0;-1.0;5.0;11.0;16.0;109.0;-6883.0;102.0;1.0;101.0;0.0982003143113034;0.5082093856741547;0.5254237288135594;0.3793103448275862;0.0;0.019616356332355922;0.6853977937974797;0.652542372881356;0.2272727272727273;0.0;0.6407208217279838
