Z;N;dz_BE/A;dz_ME
17;30;7.99858856;-9.87875366
17;31;7.86592102;-3.43792725
17;32;7.75887585;2.01275635
17;33;7.62084007;9.22705078
17;34;7.50544691;15.5626221
17;35;7.36597681;23.3810120
17;36;7.24638319;30.4248657
17;37;7.10848045;38.6966248
17;38;6.98789692;46.2916260
17;39;6.85385799;54.8812866
17;40;6.73480701;62.8847046
17;41;6.59950924;72.0685425
17;42;6.47553778;80.8547363
17;43;6.34658051;90.1880188
17;44;6.22935057;99.0638428
17;45;6.11006737;108.301422
17;46;6.00069189;117.153412
17;47;5.89178324;126.194244
17;48;5.79113817;134.915741
17;49;5.69314718;143.663422
17;50;5.60191870;152.153931
17;51;5.47239971;163.430664
17;52;5.34126329;175.078064
17;53;5.20959711;187.024872
17;54;5.07570410;199.393005
17;55;4.94328594;211.922760
17;56;4.80807257;224.921478
17;57;4.67608166;237.952118
17;58;4.54075384;251.496979
17;59;4.41017818;264.951324
17;60;4.27577305;278.961761
17;61;4.14746284;292.765594
17;62;4.01485729;307.165314
17;63;3.88952589;321.248322
17;64;3.75946951;335.964783
17;65;3.63772297;350.259888
17;66;3.51085544;365.223572
17;67;3.39320302;379.666870
17;68;3.27007151;394.811249
17;69;3.15694404;409.341492
17;70;3.03799748;424.604309
17;71;2.93072581;439.077576
17;72;2.81647396;454.386658
17;73;2.71484709;468.787964
17;74;2.60807896;483.860443
17;75;2.51437831;497.944153
17;76;2.41517782;512.726807
17;77;2.32943082;526.443237
17;78;2.23785448;540.884949
17;79;2.16005492;554.187195
17;80;2.07612562;568.239746
17;81;2.00624275;581.083496
17;82;1.92995811;594.700806
17;83;1.83590090;610.247925
17;84;1.73052204;627.126709
17;85;1.63514233;643.196289
17;86;1.52852213;660.614380
17;87;1.43236983;677.157104
17;88;1.32507181;695.062378
17;89;1.22864544;712.029907
17;90;1.12115180;730.374451
17;91;1.02490115;747.719727
17;92;0.917659163;766.455627
17;93;0.821990550;784.132874
17;94;0.715389490;803.214966
17;95;0.620651543;821.181641
17;96;0.515049577;840.565308
17;97;0.421553493;858.780273
17;98;0.317260116;878.423767
17;99;0.225295573;896.845825
17;100;0.122582801;916.709290
17;101;3.23869996E-02;935.301208
18;5;0.572218120;158.398438
18;6;2.08325648;129.632675
18;7;3.16268706;108.635033
18;8;4.23805094;85.5842667
18;9;4.96741962;69.7246399
18;10;5.73285246;51.3964844
18;11;6.25168180;38.6889648
18;12;6.83156252;23.1122284
18;13;7.21391678;12.4990540
18;14;7.67005348;-1.23985291
18;15;7.89810848;-8.36433411
18;16;8.18653107;-17.9974365
18;17;8.32020187;-22.7910461
18;18;8.52392578;-30.3739624
18;19;8.53314018;-31.1674194
18;20;8.62031746;-34.9419250
18;21;8.58123970;-33.9668274
18;22;8.61204243;-35.7088013
18;23;8.55312824;-33.8339539
18;24;8.56315422;-34.7368164
18;25;8.49617958;-32.3486938
18;26;8.49431705;-32.6915283
18;27;8.42567348;-30.0255127
18;28;8.41843605;-30.0469055
18;29;8.30073833;-24.8621521
18;30;8.23118210;-21.7528076
18;31;8.10121441;-15.5441895
18;32;8.01761627;-11.3941040
18;33;7.88074160;-4.35974121
18;34;7.78831291;0.637176514
18;35;7.64854527;8.32794189
18;36;7.55126429;14.0039368
18;37;7.41164827;22.2029419
18;38;7.31259775;28.4095154
18;39;7.17548466;36.9837341
18;40;7.07707787;43.5872192
18;41;6.93775558;52.8015442
18;42;6.83336735;60.1984558
18;43;6.69860888;69.6567383
18;44;6.59985495;77.1522522
18;45;6.47345448;86.5870056
18;46;6.38140440;94.0761414
18;47;6.26411581;103.389862
18;48;6.17962074;110.773804
18;49;6.07201052;119.875427
18;50;5.99573469;127.061523
18;51;5.85745430;138.678558
18;52;5.74275303;148.921600
18;53;5.60242414;161.213531
18;54;5.48495102;172.140533
18;55;5.34390593;185.023285
18;56;5.22500181;196.549683
18;57;5.08434629;209.945190
18;58;4.96513700;221.992126
18;59;4.82582092;235.825745
18;60;4.70726395;248.318756
18;61;4.57008410;262.520050
18;62;4.45299625;275.388336
18;63;4.31862164;289.891113
18;64;4.20370388;303.067139
18;65;4.07270813;317.807404
18;66;3.96055245;331.227173
18;67;3.83341599;346.144623
18;68;3.72452235;359.747467
18;69;3.60165644;374.783569
18;70;3.49645090;388.511414
18;71;3.37936020;403.507446
18;72;3.27808928;417.313873
18;73;3.16587949;432.318176
18;74;3.07148075;445.908386
18;75;2.96681881;460.641876
18;76;2.87936497;473.967133
18;77;2.78227758;488.382355
18;78;2.70181823;501.395599
18;79;2.61230254;515.448242
18;80;2.53886199;528.104492
18;81;2.45688009;541.753113
18;82;2.39045858;554.009766
18;83;2.28528309;570.313477
18;84;2.19088483;585.728271
18;85;2.08475113;602.540405
18;86;1.98919678;618.464722
18;87;1.88261139;635.738403
18;88;1.78640807;652.124756
18;89;1.67980802;669.815857
18;90;1.58341372;686.618042
18;91;1.47720766;704.682495
18;92;1.38100922;721.858521
18;93;1.27555859;740.253784
18;94;1.17991996;757.761230
18;95;1.07554495;776.447083
18;96;0.980784297;794.245544
18;97;0.877763093;813.183594
18;98;0.784170866;831.233948
18;99;0.682753146;850.387024
18;100;0.590573132;868.652832
18;101;0.490990222;887.984009
18;102;0.400449574;906.429321
18;103;0.302889317;925.905090
18;104;0.214185461;944.495361
18;105;0.118819147;964.082642
18;106;3.21145356E-02;982.786621
19;5;6.66987523E-02;177.247711
19;6;1.52628398;148.762756
19;7;2.67474651;125.447830
19;8;3.73607039;102.188721
19;9;4.52990150;84.2967606
19;10;5.29999495;65.5055237
19;11;5.87417936;51.0513763
19;12;6.46716833;34.8659058
19;13;6.89550066;22.7634888
19;14;7.36833525;8.33583069
19;15;7.63673592;-8.67614746E-02
19;16;7.94730043;-10.5218506
19;17;8.11530590;-16.4459839
19;18;8.34263134;-24.9009399
19;19;8.44375324;-29.0148621
19;20;8.55716896;-33.8103943
19;21;8.54633141;-33.8627319
19;22;8.59850979;-36.4769592
19;23;8.56605434;-35.6409912
19;24;8.59265709;-37.2795715
19;25;8.55039787;-35.9414368
19;26;8.56077385;-36.8873596
19;27;8.51497173;-35.2698669
19;28;8.51601315;-35.7624207
19;29;8.42161846;-31.6761169
19;30;8.35997391;-29.0057373
19;31;8.25291824;-23.9415894
19;32;8.17544270;-20.1718445
19;33;8.06093788;-14.3216858
19;34;7.97294760;-9.64773560
19;35;7.85487986;-3.17364502
19;36;7.76045322;2.23632812
19;37;7.64177179;9.19342041
19;38;7.54406404;15.1923523
19;39;7.42703295;22.5074768
19;40;7.32852888;28.9635620
19;41;7.20860529;36.9018250
19;42;7.10268402;44.2257996
19;43;6.98602915;52.4270935
19;44;6.88434458;59.9185791
19;45;6.77497721;68.1051331
19;46;6.67865610;75.6624146
19;47;6.57730579;83.7442627
19;48;6.48724794;91.2721863
19;49;6.39446449;99.1655579
19;50;6.31138706;106.574829
19;51;6.18849230;116.937500
19;52;6.06803894;127.372559
19;53;5.94310188;138.371307
19;54;5.81980228;149.500488
19;55;5.69406223;161.056885
19;56;5.56920767;172.798248
19;57;5.44370365;184.838715
19;58;5.31838036;197.116302
19;59;5.19398403;209.572266
19;60;5.06911325;222.314392
19;61;4.94657230;235.119904
19;62;4.82294369;248.258667
19;63;4.70287323;261.352905
19;64;4.58115530;274.823975
19;65;4.46409082;288.147583
19;66;4.34485006;301.890381
19;67;4.23123169;315.388062
19;68;4.11495638;329.344208
19;69;4.00516653;342.962097
19;70;3.89226270;357.076782
19;71;3.78786182;370.651947
19;72;3.67836189;384.899994
19;73;3.57803416;398.523132
19;74;3.47500110;412.598572
19;75;3.38165903;425.969086
19;76;3.28516436;439.825836
19;77;3.19882393;452.900696
19;78;3.10892510;466.493469
19;79;3.02958083;479.231628
19;80;2.94629717;492.518555
19;81;2.87391090;504.882233
19;82;2.79724765;517.822754
19;83;2.70219612;532.792114
19;84;2.59861183;548.830444
19;85;2.50271225;564.276733
19;86;2.39824343;580.814697
19;87;2.30194712;596.695190
19;88;2.19705153;613.688477
19;89;2.10076141;629.962158
19;90;1.99585104;647.368042
19;91;1.89993691;663.994080
19;92;1.79537535;681.771851
19;93;1.70015812;698.712158
19;94;1.59626782;716.822998
19;95;1.50203621;734.040527
19;96;1.39910448;752.446960
19;97;1.30612469;769.904907
19;98;1.20441484;788.570190
19;99;1.11289251;806.236816
19;100;1.01264060;825.125305
19;101;0.922788084;842.966370
19;102;0.824187160;862.045654
19;103;0.736180425;880.029663
19;104;0.639411688;899.267395
19;105;0.553405285;917.364197
19;106;0.458619118;936.730408
19;107;0.374743789;954.911499
19;108;0.282083839;974.375916
19;109;0.200450525;992.614319
19;110;0.110030092;1012.14935
19;111;3.07498816E-02;1030.41736
20;6;1.07461655;166.268860
20;7;2.21061754;142.593597
20;8;3.33795977;116.888779
20;9;4.13951731;98.3770370
20;10;4.96653414;77.4983978
20;11;5.55749130;62.2835693
20;12;6.19735289;44.3218689
20;13;6.64640856;31.3770599
20;14;7.15677023;15.4497223
20;15;7.44971943;6.11114502
20;16;7.79312134;-5.62969971
20;17;7.98721647;-12.5329285
20;18;8.24165535;-22.1174622
20;19;8.36918163;-27.2612305
20;20;8.56215858;-35.2781372
20;21;8.57111263;-36.1360168
20;22;8.64555359;-39.7622986
20;23;8.62843704;-39.6004333
20;24;8.67664909;-42.2788391
20;25;8.64577866;-41.4949646
20;26;8.67677879;-43.4953308
20;27;8.63875484;-42.3136292
20;28;8.65919781;-43.8622742
20;29;8.57122135;-40.1392517
20;30;8.53028393;-38.5921936
20;31;8.42802429;-33.8358765
20;32;8.37113857;-31.2344360
20;33;8.25991344;-25.6392517
20;34;8.19221401;-22.1720276
20;35;8.07599163;-15.9006653
20;36;8.00140667;-11.7285156
20;37;7.88321352;-4.92150879
20;38;7.80478334;-0.184387207
20;39;7.68694115;7.03488159
20;40;7.60705376;12.2125854
20;41;7.48519087;20.1105347
20;42;7.39711952;26.1571655
20;43;7.27715969;34.3888855
20;44;7.19246626;40.6034851
20;45;7.07858372;48.8847656
20;46;6.99835253;55.1728210
20;47;6.89132023;63.4170532
20;48;6.81641436;69.6906128
20;49;6.71683073;77.8168640
20;50;6.64794302;83.9935913
20;51;6.51851082;94.6066895
20;52;6.41312981;103.746948
20;53;6.28162241;115.005280
20;54;6.17338705;124.804504
20;55;6.04100370;136.631195
20;56;5.93112612;147.012238
20;57;5.79886436;159.336670
20;58;5.68836260;170.228363
20;59;5.55706644;182.983765
20;60;5.44680214;194.319183
20;61;5.31718445;207.442841
20;62;5.20789051;219.159149
20;63;5.08054543;232.592255
20;64;4.97285223;244.629303
20;65;4.84828281;258.316254
20;66;4.74271536;270.618195
20;67;4.62135077;284.505463
20;68;4.51836681;297.018127
20;69;4.40056992;311.055084
20;70;4.30054379;323.728271
20;71;4.18783283;337.755707
20;72;4.09059763;350.584930
20;73;3.98149848;364.711975
20;74;3.89022017;377.382050
20;75;3.78774929;391.297852
20;76;3.70248580;403.766815
20;77;3.60666990;417.429871
20;78;3.52746916;429.656281
20;79;3.43829417;443.028442
20;80;3.36517620;454.973358
20;81;3.28261161;468.018616
20;82;3.21557975;479.644653
20;83;3.11086321;495.286163
20;84;3.01756406;509.949829
20;85;2.91228437;526.058044
20;86;2.81816936;541.193359
20;87;2.71273279;557.728149
20;88;2.61822176;573.294067
20;89;2.51299953;590.216431
20;90;2.41846561;606.173584
20;91;2.31378317;623.446167
20;92;2.21955538;639.757324
20;93;2.11571407;657.343262
20;94;2.02208662;673.972473
20;95;1.91933239;691.838440
20;96;1.82657576;708.750244
20;97;1.72515190;726.861694
20;98;1.63349414;744.023438
20;99;1.53359294;762.349609
20;100;1.44324291;779.729431
20;101;1.34505260;798.238647
20;102;1.25620055;815.804810
20;103;1.15987289;834.468323
20;104;1.07267511;852.192383
20;105;0.978351831;870.981567
20;106;0.892940521;888.836304
20;107;0.800741017;907.724121
20;108;0.717256248;925.680847
20;109;0.627272666;944.642883
20;110;0.545816243;962.676208
20;111;0.458148122;981.686340
20;112;0.378802419;999.773254
20;113;0.297486454;1018.28088
20;114;0.222778156;1036.06555
20;115;0.143471465;1054.62061
20;116;7.31815025E-02;1072.10803
21;6;0.530989408;187.161179
21;7;1.72840488;161.173935
21;8;2.83518505;135.420288
21;9;3.69543886;114.848869
21;10;4.52020359;93.6571045
21;11;5.16192102;76.6733246
21;12;5.80835629;58.2504272
21;13;6.30017662;43.7915497
21;14;6.82136011;27.3213348
21;15;7.15368414;16.6076965
21;16;7.51482391;4.16320801
21;17;7.74269581;-3.93936157
21;18;8.01652718;-14.2901001
21;19;8.17260551;-20.4783936
21;20;8.38552094;-29.3091431
21;21;8.47223473;-33.2652588
21;22;8.56881237;-37.8189392
21;23;8.57471561;-38.5761414
21;24;8.64051247;-42.0403442
21;25;8.63123608;-42.1827393
21;26;8.67572117;-44.8334351
21;27;8.65773678;-44.5744934
21;28;8.68794537;-46.6410828
21;29;8.62168980;-43.9448242
21;30;8.59104729;-42.9324341
21;31;8.51003647;-39.2395020
21;32;8.46148014;-37.1047058
21;33;8.37091351;-32.6041565
21;34;8.30972862;-29.5385437
21;35;8.21349239;-24.3876648
21;36;8.14373589;-20.5536804
21;37;8.04477882;-14.8865051
21;38;7.96959400;-10.4240112
21;39;7.87018633;-4.35772705
21;40;7.79205275;0.609588623
21;41;7.68852854;7.30743408
21;42;7.60075760;13.2198486
21;43;7.49741840;20.3041992
21;44;7.41160774;26.4558105
21;45;7.31336212;33.5998535
21;46;7.23066616;39.8984680
21;47;7.13827610;47.0217285
21;48;7.05961895;53.3821411
21;49;6.97367382;60.4100342
21;50;6.89980459;66.7524719
21;51;6.78545427;76.1572571
21;52;6.67681026;85.3742371
21;53;6.56024790;95.3943787
21;54;6.44846582;105.289185
21;55;6.33084011;115.851624
21;56;6.21711063;126.349365
21;57;6.09936333;137.387909
21;58;5.98468781;148.419312
21;59;5.86761618;159.871704
21;60;5.75285244;171.371368
21;61;5.63712597;183.179443
21;62;5.52298832;195.087158
21;63;5.40917730;207.195648
21;64;5.29628325;219.453857
21;65;5.18485832;231.811493
21;66;5.07373047;244.366150
21;67;4.96509457;256.923737
21;68;4.85617971;269.723480
21;69;4.75066853;282.434662
21;70;4.64434528;295.430817
21;71;4.54402637;308.087158
21;72;4.43992138;321.296295
21;73;4.34195805;334.136292
21;74;4.24336624;347.231934
21;75;4.15148544;359.880493
21;76;4.05847406;372.822510
21;77;3.97270441;385.240814
21;78;3.88531899;397.990692
21;79;3.80564237;410.144379
21;80;3.72391558;422.664551
21;81;3.65030575;434.520203
21;82;3.57424521;446.775543
21;83;3.47970581;461.104736
21;84;3.37901616;476.268860
21;85;3.28392911;491.040405
21;86;3.18255568;506.674866
21;87;3.08729243;521.852051
21;88;2.98562431;537.918030
21;89;2.89052010;553.465210
21;90;2.78890562;569.925293
21;91;2.69426084;585.807983
21;92;2.59300327;602.627197
21;93;2.49908543;618.812195
21;94;2.39845538;635.957031
21;95;2.30550933;652.411621
21;96;2.20575190;669.849121
21;97;2.11397743;686.544128
21;98;2.01531243;704.242676
21;99;1.92490041;721.148193
21;100;1.82751715;739.078003
21;101;1.73863161;756.165955
21;102;1.64270234;774.297974
21;103;1.55549383;791.540527
21;104;1.46115482;809.848755
21;105;1.37573433;827.221985
21;106;1.28312802;845.678589
21;107;1.19961905;863.156006
21;108;1.10886085;881.735535
21;109;1.02734184;899.295532
21;110;0.938524902;917.974609
21;111;0.859084129;935.593689
21;112;0.772284687;954.350220
21;113;0.699464798;971.407227
21;114;0.617029667;989.907898
21;115;0.545266628;1007.12207
21;116;0.467101425;1025.35669
21;117;0.399649382;1042.26941
21;118;0.325702995;1060.21973
21;119;0.262495697;1076.81445
21;120;0.192704946;1094.46375
21;121;0.133674935;1110.72473
21;122;6.79846108E-02;1128.05615
21;123;1.30631896E-02;1143.96826
22;6;8.54137465E-02;206.395340
22;7;1.26108623;180.286804
22;8;2.42653131;152.133759
22;9;3.28572297;131.143646
22;10;4.16271925;107.865433
22;11;4.81397486;90.2826538
22;12;5.50479746;70.0520935
22;13;6.01141596;54.8870392
22;14;6.56936359;36.8608856
22;15;6.92031622;25.3776550
22;16;7.31351328;11.5872192
22;17;7.56225348;2.64422607
22;18;7.86316967;-8.88330078
22;19;8.04106522;-15.9688110
22;20;8.27652168;-25.8276672
22;21;8.38550091;-30.7189026
22;22;8.54952335;-38.2500305
22;23;8.57216167;-39.7468872
22;24;8.65673542;-44.1380615
22;25;8.66067982;-44.9088440
22;26;8.72344685;-48.5108948
22;27;8.71546745;-48.7720032
22;28;8.76319790;-51.8026123
22;29;8.70505142;-49.5289917
22;30;8.69264126;-49.5173035
22;31;8.61816025;-46.1911011
22;32;8.58787537;-45.1024475
22;33;8.50236797;-40.9160461
22;34;8.45932102;-38.9364014
22;35;8.36676693;-34.0487976
22;36;8.31487179;-31.3342285
22;37;8.21830082;-25.8800659
22;38;8.16059399;-22.5645142
22;39;8.06234169;-16.6604004
22;40;8.00120735;-12.8609924
22;41;7.89753485;-6.25949097
22;42;7.82623196;-1.52221680
22;43;7.72176266;5.51339722
22;44;7.65176392;10.4829712
22;45;7.55127716;17.6351624
22;46;7.48368835;22.7513428
22;47;7.38798666;29.9424133
22;48;7.32369900;35.1259155
22;49;7.23341131;42.2840576
22;50;7.17314720;47.4609985
22;51;7.05414343;57.0465698
22;52;6.95943165;65.0724487
22;53;6.83810806;75.2836914
22;54;6.74025917;83.9534302
22;55;6.61772346;94.7198486
22;56;6.51787043;103.962006
22;57;6.39504910;115.218414
22;58;6.29413605;124.967773
22;59;6.17180586;136.653809
22;60;6.07063055;146.849701
22;61;5.94944334;158.909027
22;62;5.84868765;169.494415
22;63;5.72919226;181.874237
22;64;5.62942457;192.796448
22;65;5.51208162;205.447205
22;66;5.41380024;216.655273
22;67;5.29899645;229.530365
22;68;5.20261288;240.977295
22;69;5.09067678;254.032227
22;70;4.99654675;265.672943
22;71;4.88927507;278.723999
22;72;4.79687977;290.591278
22;73;4.69179392;303.848907
22;74;4.60447645;315.611023
22;75;4.50515556;328.712006
22;76;4.42298126;340.331360
22;77;4.32943153;353.241119
22;78;4.25243998;364.682281
22;79;4.16465998;377.366974
22;80;4.09287548;388.595734
22;81;4.01083517;401.024353
22;82;3.94426370;412.008362
22;83;3.84136319;426.940002
22;84;3.75036526;440.815826
22;85;3.64713192;456.182800
22;86;3.55551481;470.501709
22;87;3.45229602;486.268402
22;88;3.36041570;500.994354
22;89;3.25750947;517.127869
22;90;3.16568017;532.226685
22;91;3.06336927;548.693481
22;92;2.97186136;564.133423
22;93;2.87038183;580.903076
22;94;2.77945447;596.651611
22;95;2.67902875;613.693359
22;96;2.58888769;629.722290
22;97;2.48970127;647.008057
22;98;2.40055513;663.287231
22;99;2.30277085;680.789917
22;100;2.21479297;697.291870
22;101;2.11855817;714.985352
22;102;2.03189850;731.683960
22;103;1.93734968;749.542053
22;104;1.85214698;766.411621
22;105;1.75938833;784.411194
22;106;1.67574942;801.428955
22;107;1.58488560;819.546021
22;108;1.50291979;836.688049
22;109;1.41402590;854.901611
22;110;1.33382332;872.145752
22;111;1.24696732;890.435181
22;112;1.16859543;907.761353
22;113;1.08807647;925.534241
22;114;1.01373959;942.627380
22;115;0.934325397;960.564819
22;116;0.864019930;977.403931
22;117;0.788822591;995.063721
22;118;0.722489178;1011.63300
22;119;0.651436687;1029.00037
22;120;0.589021802;1045.28308
22;121;0.522052586;1062.34204
22;122;0.463487357;1078.32483
22;123;0.400520891;1095.06287
22;124;0.345743299;1110.73120
22;125;0.286702245;1127.13586
22;126;0.235637635;1142.47815
22;127;0.160579771;1161.49744
22;128;9.12918895E-02;1179.80151
22;129;1.60745699E-02;1199.13940
23;7;0.817744970;199.614990
23;8;1.95547664;171.598938
23;9;2.86539745;148.597382
23;10;3.73360705;125.152451
23;11;4.43110180;105.775406
23;12;5.12333536;85.1875000
23;13;5.67038727;68.4416809
23;14;6.23536921;49.9383392
23;15;6.62175369;37.0917511
23;16;7.02666473;22.7498474
23;17;7.30656433;12.5985718
23;18;7.62181044;0.438293457
23;19;7.82671833;-7.71826172
23;20;8.07790470;-18.2745972
23;21;8.21015167;-24.1000061
23;22;8.39102554;-32.3781128
23;23;8.47848511;-36.7208862
23;24;8.58156967;-41.9729919
23;25;8.60490417;-43.6032104
23;26;8.68276119;-47.9517517
23;27;8.69330788;-49.0904541
23;28;8.75301361;-52.7573853
23;29;8.71303272;-51.3599854
23;30;8.71091366;-51.8893433
23;31;8.65454483;-49.4849243
23;32;8.63291073;-48.8782654
23;33;8.56531811;-45.6546021
23;34;8.52940655;-44.1015930
23;35;8.45445347;-40.2122803
23;36;8.40827847;-37.8710938
23;37;8.32890892;-33.4457703
23;38;8.27558994;-30.4508667
23;39;8.19406414;-25.6004333
23;40;8.13606644;-22.0693359
23;41;8.04831696;-16.5180054
23;42;7.97900963;-11.9899902
23;43;7.89017010;-6.03417969
23;44;7.82099676;-1.21838379
23;45;7.73546982;4.84783936
23;46;7.66759014;9.86743164
23;47;7.58615446;15.9717407
23;48;7.52051210;21.1175537
23;49;7.44377708;27.1932983
23;50;7.38112926;32.3942261
23;51;7.27531719;40.9145508
23;52;7.17800045;49.0093994
23;53;7.06987715;58.1201172
23;54;6.96922064;66.8721924
23;55;6.85985088;76.5051880
23;56;6.75696325;85.8448486
23;57;6.64721298;95.9392700
23;58;6.54303217;105.802124
23;59;6.43363094;116.301331
23;60;6.32894421;126.628113
23;61;6.22050476;137.479431
23;62;6.11597538;148.215332
23;63;6.00900745;159.369934
23;64;5.90520191;170.463440
23;65;5.80013990;181.875031
23;66;5.69754171;193.277557
23;67;5.59474277;204.903259
23;68;5.49375963;216.569397
23;69;5.39353037;228.368073
23;70;5.29450274;240.255524
23;71;5.19824409;252.080688
23;72;5.10055351;264.234467
23;73;5.00638628;276.245331
23;74;4.91343498;288.326599
23;75;4.82462740;300.187683
23;76;4.73647499;312.161530
23;77;4.65303946;323.839966
23;78;4.56972599;335.673004
23;79;4.49165297;347.138092
23;80;4.41320848;358.797638
23;81;4.34045506;370.022095
23;82;4.26689148;381.477234
23;83;4.17300749;395.233429
