Z;N;dz_BE/A;dz_ME
67;154;6.75548267;238.395752
67;155;6.71945047;247.710815
67;156;6.68521690;256.696899
67;157;6.64878798;266.243164
67;158;6.61404037;275.483887
67;159;6.57723904;285.258301
67;160;6.54202080;294.747070
67;161;6.50616598;304.451172
67;162;6.47191143;313.860718
67;163;6.43580675;323.764282
67;164;6.40100956;333.438110
67;165;6.36445522;343.588989
67;166;6.32908916;353.536255
67;167;6.29205751;363.943970
67;168;6.25608826;374.176025
67;169;6.22357607;383.664185
67;170;6.18783522;393.982544
67;171;6.15110636;404.607666
67;172;6.11570072;414.989868
67;173;6.07937288;425.664185
67;174;6.04424763;436.121338
67;175;6.00826263;446.856934
67;176;5.97336340;457.400513
67;177;5.93766689;468.208374
67;178;5.90294075;478.850098
67;179;5.86747980;489.741943
67;180;5.83287764;500.492554
68;27;0.227386281;691.979614
68;28;0.656325936;658.645447
68;29;1.02345026;630.449402
68;30;1.40143955;600.454346
68;31;1.73303592;574.296265
68;32;2.07681513;546.256714
68;33;2.37747431;521.884644
68;34;2.69127584;495.570801
68;35;2.96475482;472.782593
68;36;3.25446534;447.759369
68;37;3.50976729;425.769531
68;38;3.77773881;401.926147
68;39;4.00829172;381.550659
68;40;4.25199938;359.293365
68;41;4.44305229;342.287903
68;42;4.66062689;321.983032
68;43;4.84600401;304.816956
68;44;5.04654980;285.581238
68;45;5.21630859;269.423279
68;46;5.40125370;251.194580
68;47;5.55667162;235.991699
68;48;5.72723913;218.720520
68;49;5.86940336;204.431396
68;50;6.02663803;188.079712
68;51;6.14474916;176.069275
68;52;6.27792692;162.014526
68;53;6.38487577;150.867188
68;54;6.50696516;137.658813
68;55;6.60385609;127.305664
68;56;6.71589708;114.880066
68;57;6.80366564;105.264465
68;58;6.90654564;93.5693359
68;59;6.98927736;84.2272339
68;60;7.08815384;72.6531372
68;61;7.16355848;63.9091187
68;62;7.25314856;53.1702881
68;63;7.32003593;45.2263184
68;64;7.40107155;35.2808838
68;65;7.46011925;28.0978394
68;66;7.53326416;18.9077148
68;67;7.58509445;12.4487915
68;68;7.65095425;3.97802734
68;69;7.69029331;-0.990966797
68;70;7.74362135;-7.96911621
68;71;7.76557493;-10.6929932
68;72;7.81290007;-17.0125732
68;73;7.84207201;-20.8674316
68;74;7.88529778;-26.7761230
68;75;7.91096735;-30.2607422
68;76;7.95025539;-35.7579346
68;77;7.97255278;-38.8698730
68;78;8.00804329;-43.9526367
68;79;8.02707672;-46.6872559
68;80;8.05889511;-51.3519287
68;81;8.07474422;-53.7010498
68;82;8.10299587;-57.9421387
68;83;8.10592461;-58.4160156
68;84;8.12126064;-60.7817383
68;85;8.12194824;-60.9367676
68;86;8.13473129;-62.9559326
68;87;8.13332844;-62.8018799
68;88;8.14371109;-64.4833984
68;89;8.14034557;-64.0274658
68;90;8.14846134;-65.3786621
68;91;8.14477825;-64.8701172
68;92;8.15423965;-66.4573975
68;93;8.15022278;-65.8934326
68;94;8.15661144;-67.0073242
68;95;8.14993572;-66.0045166
68;96;8.15344715;-66.6589355
68;97;8.14429188;-65.2303467
68;98;8.14510822;-65.4387207
68;99;8.13364124;-63.5974121
68;100;8.13192940;-63.3721924
68;101;8.11830521;-61.1302490
68;102;8.11422920;-60.4841309
68;103;8.09857750;-57.8507080
68;104;8.09228325;-56.7951660
68;105;8.07475185;-53.7830811
68;106;8.06637859;-52.3295898
68;107;8.04707813;-48.9468994
68;108;8.03675175;-47.1053467
68;109;8.01580524;-43.3630371
68;110;8.00364876;-41.1436768
68;111;7.98116302;-37.0510254
68;112;7.96728802;-34.4632568
68;113;7.94464302;-30.2603760
68;114;7.93050098;-27.5599365
68;115;7.90705776;-23.1287842
68;116;7.89235401;-20.2590332
68;117;7.86853743;-15.6739502
68;118;7.85322952;-12.6237793
68;119;7.82898664;-7.87231445
68;120;7.81303310;-4.63061523
68;121;7.78832245;0.298095703
68;122;7.77168036;3.74304199
68;123;7.74644852;8.86218262
68;124;7.72907972;12.5218506
68;125;7.70327663;17.8441162
68;126;7.68513489;21.7318115
68;127;7.65081644;28.8100586
68;128;7.62433672;34.4206543
68;129;7.59011269;41.6098633
68;130;7.56354809;47.3508301
68;131;7.52938938;54.6562500
68;132;7.50271797;60.5325928
68;133;7.46860123;67.9587402
68;134;7.44180632;73.9739990
68;135;7.41022539;81.0145264
68;136;7.38618803;86.5793457
68;137;7.35458136;93.7438965
68;138;7.32959414;99.6080322
68;139;7.29720688;107.053955
68;140;7.27132320;113.212036
68;141;7.23820829;120.933105
68;142;7.21147966;127.379150
68;143;7.17767811;135.371216
68;144;7.15015507;142.099854
68;145;7.11571312;150.357300
68;146;7.08743525;157.364258
68;147;7.05239296;165.882324
68;148;7.02341270;173.161133
68;149;6.98780537;181.935913
68;150;6.95815945;189.482178
68;151;6.92202950;198.507935
68;152;6.89175701;206.317261
68;153;6.85513353;215.590698
68;154;6.82427406;223.657593
68;155;6.78719091;233.174316
68;156;6.75577879;241.494873
68;157;6.71826792;251.250488
68;158;6.68633652;259.819946
68;159;6.64842987;269.809814
68;160;6.61633396;278.550659
68;161;6.57953882;288.431763
68;162;6.54809618;297.155396
68;163;6.51086569;307.278931
68;164;6.47887182;316.262085
68;165;6.44116879;326.639282
68;166;6.40859032;335.892944
68;167;6.37038851;346.533203
68;168;6.33719635;356.067505
68;169;6.30338764;365.814331
68;170;6.27039623;375.434326
68;171;6.23242998;386.309204
68;172;6.19975805;395.989502
68;173;6.16216087;406.921875
68;174;6.12974310;416.676270
68;175;6.09246683;427.676025
68;176;6.06024885;437.516235
68;177;6.02323341;448.596069
68;178;5.99116898;458.532104
68;179;5.95436144;469.703735
68;180;5.92239428;479.748657
69;28;0.422759801;687.934021
69;29;0.800173521;658.596069
69;30;1.17622519;628.638184
69;31;1.51751995;601.403870
69;32;1.86000216;573.367004
69;33;2.16978383;547.980591
69;34;2.48283434;521.638062
69;35;2.76488471;497.893402
69;36;3.05497980;472.739868
69;37;3.31811762;449.863647
69;38;3.58600545;425.952942
69;39;3.82394838;404.740509
69;40;4.06796169;382.390442
69;41;4.26602221;364.607178
69;42;4.48438883;344.173859
69;43;4.67645693;326.249268
69;44;4.87804699;306.864502
69;45;5.05407095;289.991089
69;46;5.24027967;271.594421
69;47;5.40156126;255.716858
69;48;5.57358170;238.260193
69;49;5.72123623;223.334778
69;50;5.88008690;206.781738
69;51;6.00325918;194.192322
69;52;6.13814735;179.938965
69;53;6.24985170;168.244263
69;54;6.37380457;154.819641
69;55;6.47516346;143.948669
69;56;6.58920574;131.289612
69;57;6.68116426;121.184998
69;58;6.78616619;109.240051
69;59;6.87231541;99.4981079
69;60;6.97334528;87.6643066
69;61;7.05235147;78.4915771
69;62;7.14419460;67.4791870
69;63;7.21445990;59.1312866
69;64;7.29784060;48.8985596
69;65;7.36005783;41.3350220
69;66;7.43563271;31.8437500
69;67;7.49042797;25.0272827
69;68;7.55879259;16.2423096
69;69;7.60673380;10.1390381
69;70;7.66275740;2.81640625
69;71;7.68855000;-0.385986328
69;72;7.73841810;-7.03454590
69;73;7.77048206;-11.2546387
69;74;7.81605625;-17.4708252
69;75;7.84463310;-21.3306885
69;76;7.88608742;-27.1147461
69;77;7.91130686;-30.6114502
69;78;7.94878531;-35.9606934
69;79;7.97074747;-39.0886230
69;80;8.00438595;-44.0000000
69;81;8.02317429;-46.7512207
69;82;8.05307961;-51.2187500
69;83;8.05887985;-52.0821533
69;84;8.07566547;-54.6378174
69;85;8.07925224;-55.1944580
69;86;8.09336472;-57.3897705
69;87;8.09488773;-57.6494141
69;88;8.10648155;-59.4930420
69;89;8.10606384;-59.4621582
69;90;8.11528111;-60.9624023
69;91;8.11397839;-60.7979736
69;92;8.12441730;-62.5211182
69;93;8.12335873;-62.4027100
69;94;8.13062096;-63.6384277
69;95;8.12692070;-63.0909424
69;96;8.13120747;-63.8536377
69;97;8.12503910;-62.8895264
69;98;8.12653542;-63.1931152
69;99;8.11806011;-61.8244629
69;100;8.11694241;-61.6822510
69;101;8.10631561;-59.9211426
69;102;8.10274506;-59.3457031
69;103;8.09010315;-57.2025146
69;104;8.08423233;-56.2056885
69;105;8.06970787;-53.6911621
69;106;8.06168079;-52.2847900
69;107;8.04539394;-49.4086914
69;108;8.03534412;-47.6037598
69;109;8.01740837;-44.3751221
69;110;8.00545502;-42.1816406
69;111;7.98598146;-38.6104736
69;112;7.97223997;-36.0378418
69;113;7.95361137;-32.5482178
69;114;7.93954563;-29.8565674
69;115;7.91911983;-25.9663086
69;116;7.90441561;-23.0937500
69;117;7.88359499;-19.0540771
69;118;7.86821365;-15.9901123
69;119;7.84695292;-11.7899170
69;120;7.83085251;-8.52246094
69;121;7.80910301;-4.14953613
69;122;7.79224777;-0.667968750
69;123;7.76995707;3.89099121
69;124;7.75230742;7.59887695
69;125;7.72942686;12.3568115
69;126;7.71093893;16.3038330
69;127;7.67944908;22.8363037
69;128;7.65249825;28.5375977
69;129;7.62110567;35.1722412
69;130;7.59403515;41.0093994
69;131;7.56271172;47.7514648
69;132;7.53550053;53.7296143
69;133;7.50422001;60.5842285
69;134;7.47685194;66.7070312
69;135;7.44772768;73.2429199
69;136;7.42309332;78.9166260
69;137;7.39433432;85.4892578
69;138;7.36871195;91.4700928
69;139;7.33916998;98.3175049
69;140;7.31261396;104.599976
69;141;7.28233337;111.717651
69;142;7.25490093;118.294922
69;143;7.22392607;125.678101
69;144;7.19566536;132.545044
69;145;7.16404009;140.188599
69;146;7.13499451;147.340698
69;147;7.10276222;155.239258
69;148;7.07298040;162.670532
69;149;7.04017782;170.819946
69;150;7.00970078;178.525513
69;151;6.97636175;186.921875
69;152;6.94523335;194.896240
69;153;6.91139555;203.534424
69;154;6.87964916;211.773804
69;155;6.84534121;220.650513
69;156;6.81301832;229.149292
69;157;6.77827597;238.259399
69;158;6.74540329;247.014526
69;159;6.71025705;256.353882
69;160;6.67790604;265.123413
69;161;6.64388180;274.342407
69;162;6.61147881;283.255005
69;163;6.57701063;292.711548
69;164;6.54403114;301.890137
69;165;6.50907850;311.596313
69;166;6.47549200;321.051514
69;167;6.44003153;331.016113
69;168;6.40580845;340.758301
69;169;6.37459183;349.853394
69;170;6.34053707;359.689331
69;171;6.30527163;369.883911
69;172;6.27150202;379.788452
69;173;6.23658895;390.037231
69;174;6.20304728;400.022705
69;175;6.16843033;410.337524
69;176;6.13505936;420.416382
69;177;6.10068083;430.809814
69;178;6.06743813;440.991455
69;179;6.03324318;451.475830
69;180;6.00007534;461.772705
70;28;0.207414865;715.904053
70;29;0.583101153;686.575134
70;30;0.969058156;655.467712
70;31;1.30927587;628.208008
70;32;1.66106188;599.087891
70;33;1.97031188;573.645508
70;34;2.29209185;546.281494
70;35;2.57407403;522.452637
70;36;2.87265730;496.300079
70;37;3.13585377;473.336823
70;38;3.41118288;448.536835
70;39;3.64960384;427.209106
70;40;3.90064883;404.015900
70;41;4.10006142;386.051880
70;42;4.32520247;364.807434
70;43;4.51853275;346.707245
70;44;4.72646236;326.556091
70;45;4.90396738;309.487976
70;46;5.09610319;290.367676
70;47;5.25905752;274.277222
70;48;5.43661737;256.137451
70;49;5.58610535;240.983215
70;50;5.75012922;223.785583
70;51;5.87514305;210.980103
70;52;6.01473951;196.145630
70;53;6.12843990;184.217163
70;54;6.25680256;170.243103
70;55;6.36029291;159.121338
70;56;6.47846651;145.942566
70;57;6.57267618;135.570923
70;58;6.68154383;123.134521
70;59;6.76937151;113.194580
70;60;6.87388468;100.909912
70;61;6.95523453;91.4505615
70;62;7.05034733;80.0117798
70;63;7.12306309;71.3616333
70;64;7.20950842;60.7263184
70;65;7.27426720;52.8457642
70;66;7.35271740;42.9735718
70;67;7.41013670;35.8258057
70;68;7.48119164;26.6815186
70;69;7.53183651;20.2319336
70;70;7.59604836;11.7819824
70;71;7.62557983;8.09326172
70;72;7.67806339;1.08642578
70;73;7.71238279;-3.42785645
70;74;7.76060915;-10.0135498
70;75;7.79126501;-14.1478271
70;76;7.83540392;-20.3120117
70;77;7.86253214;-24.0639648
70;78;7.90272713;-29.8038330
70;79;7.92643833;-33.1682129
70;80;7.96281433;-38.4796143
70;81;7.98319721;-41.4488525
70;82;8.01586151;-46.3256836
70;83;8.02297974;-47.3592529
70;84;8.04242039;-50.3046875
70;85;8.04721546;-51.0190430
70;86;8.06402397;-53.6169434
70;87;8.06664085;-54.0205078
70;88;8.08097363;-56.2802734
70;89;8.08154488;-56.3806152
70;90;8.09353447;-58.3092041
70;91;8.09248447;-58.1623535
70;92;8.10566425;-60.3184814
70;93;8.10534859;-60.3015137
70;94;8.11538124;-61.9805908
70;95;8.11233425;-61.5219727
70;96;8.11941719;-62.7387695
70;97;8.11381817;-61.8516846
70;98;8.11813354;-62.6191406
70;99;8.11015034;-61.3167725
70;100;8.11187363;-61.6484375
70;101;8.10166168;-59.9427490
70;102;8.10095310;-59.8510742
70;103;8.08864880;-57.7519531
70;104;8.08565712;-57.2489014
70;105;8.07140446;-54.7686768
70;106;8.06627083;-53.8653564
70;107;8.05018997;-51.0139160
70;108;8.04304123;-49.7200928
70;109;8.02524567;-46.5065918
70;110;8.01621056;-44.8339844
70;111;7.99681854;-41.2689209
70;112;7.98600340;-39.2260742
70;113;7.96859312;-35.9544678
70;114;7.95746231;-33.8037109
70;115;7.93699074;-29.9024658
70;116;7.92521048;-27.5769043
70;117;7.90427399;-23.5157471
70;118;7.89180803;-21.0050049
70;119;7.87036324;-16.7723389
70;120;7.85716629;-14.0639648
70;121;7.83516741;-9.64782715
70;122;7.82120180;-6.73034668
70;123;7.79859781;-2.11755371
70;124;7.78382301;1.02160645
70;125;7.76057005;5.84338379
70;126;7.74494171;9.21740723
70;127;7.71289444;15.8571777
70;128;7.68868113;21.0097656
70;129;7.65669489;27.7579346
70;130;7.63237000;33.0374756
70;131;7.60042334;39.8977051
70;132;7.57596445;45.3094482
70;133;7.54402876;52.2877197
70;134;7.51941681;57.8358154
70;135;7.48925734;64.5706787
70;136;7.46737623;69.6601562
70;137;7.43789196;76.3675537
70;138;7.41502380;81.7575684
70;139;7.38472366;88.7465820
70;140;7.36091995;94.4321289
70;141;7.32985306;101.697632
70;142;7.30517292;107.671265
70;143;7.27338648;115.208130
70;144;7.24786997;121.466553
70;145;7.21540737;129.269653
70;146;7.18910789;135.806274
70;147;7.15600920;143.870850
70;148;7.12897396;150.680054
70;149;7.09527493;159.002441
70;150;7.06754255;166.079590
70;151;7.03328896;174.653687
70;152;7.00489378;181.995361
70;153;6.97011566;190.817505
70;154;6.94110394;198.417358
70;155;6.90583515;207.483032
70;156;6.87624168;215.336792
70;157;6.84051752;224.641235
70;158;6.81037140;232.745361
70;159;6.77459145;242.200073
70;160;6.74548006;250.192383
70;161;6.71045446;259.609131
70;162;6.68078661;267.853149
70;163;6.64529371;277.513550
70;164;6.61504126;286.018799
70;165;6.57904482;295.934204
70;166;6.54817915;304.710815
70;167;6.51165056;314.891357
70;168;6.48013878;323.950806
70;169;6.44766903;333.302246
70;170;6.41630840;342.452637
70;171;6.37992430;352.876221
70;172;6.34883022;362.092651
70;173;6.31277370;372.576782
70;174;6.28188658;381.871826
70;175;6.24609709;392.429810
70;176;6.21536732;401.814575
70;177;6.17979527;412.456787
70;178;6.14917088;421.943359
70;179;6.11375809;432.683228
70;180;6.08318949;442.283203
71;29;0.360437572;715.547363
71;30;0.744760573;684.441650
71;31;1.09498632;656.045288
71;32;1.44561517;626.906921
71;33;1.76417184;600.402771
71;34;2.08519411;573.002625
71;35;2.37580943;548.183594
71;36;2.67059731;522.336914
71;37;2.93637204;499.033997
71;38;3.20772290;474.591736
71;39;3.45124316;452.668182
71;40;3.70150709;429.509064
71;41;3.92418885;408.938538
71;42;4.14963579;387.610199
71;43;4.34930229;368.770020
71;44;4.55768299;348.528320
71;45;4.74100637;330.776489
71;46;4.93371534;311.559875
71;47;5.10199928;294.840088
71;48;5.28023005;276.599976
71;49;5.43459415;260.867371
71;50;5.59937286;243.565979
71;51;5.73007679;230.092102
71;52;5.87174368;215.008362
71;53;5.99072790;202.453918
71;54;6.12121677;188.223511
71;55;6.22960806;176.516418
71;56;6.34994841;163.074951
71;57;6.44869804;152.156372
71;58;6.55976677;139.451233
71;59;6.64968491;129.273499
71;60;6.75223589;117.260986
71;61;6.83402777;107.783569
71;62;6.92869473;96.4302368
71;63;7.00296354;87.6209717
71;64;7.09029961;76.8989258
71;65;7.15755320;68.7335205
71;66;7.23803616;58.6212158
71;67;7.29871988;51.0801392
71;68;7.37277031;41.5599365
71;69;7.42727041;34.6284180
71;70;7.49522972;25.6903076
71;71;7.54655457;18.9783936
71;72;7.60139370;11.6611328
71;73;7.63814640;6.83874512
71;74;7.68846989;-2.49023438E-02
71;75;7.72151852;-4.46716309
71;76;7.76751423;-10.8785400
71;77;7.79699373;-14.9377441
71;78;7.83881330;-20.8944092
71;79;7.86483002;-24.5643311
71;80;7.90260983;-30.0626221
71;81;7.92525673;-33.3361816
71;82;7.95911360;-38.3701172
71;83;7.96950054;-39.8575439
71;84;7.99098825;-43.0860596
71;85;7.99901724;-44.2583008
71;86;8.01768589;-47.1168213
71;87;8.02350330;-47.9822998
71;88;8.03951931;-50.4810791
71;89;8.04325104;-51.0462646
71;90;8.05675316;-53.1920166
71;91;8.05851078;-53.4621582
71;92;8.06962204;-55.2602539
71;93;8.06948948;-55.2368164
71;94;8.07830715;-56.6898193
71;95;8.07635689;-56.3729248
71;96;8.08296776;-57.4820557
71;97;8.07926655;-56.8718262
71;98;8.08374214;-57.6359863
71;99;8.07832527;-56.7276611
71;100;8.08072853;-57.1455078
71;101;8.07364082;-55.9357910
71;102;8.07402420;-56.0043945
71;103;8.06529522;-54.4881592
71;104;8.06369591;-54.2022705
71;105;8.05334854;-52.3734131
71;106;8.04979992;-51.7271729
71;107;8.03784752;-49.5782471
71;108;8.03237820;-48.5656738
71;109;8.01883221;-46.0882568
71;110;8.01146507;-44.7023926
71;111;7.99632502;-41.8868408
71;112;7.98707581;-40.1192627
71;113;7.97475004;-37.7669678
71;114;7.96353674;-35.5958252
71;115;7.94568777;-32.1682129
71;116;7.93371105;-29.8028564
71;117;7.91534901;-26.2130127
71;118;7.90257359;-23.6425781
71;119;7.88364887;-19.8779297
71;120;7.87003422;-17.0898438
71;121;7.85050058;-13.1380615
71;122;7.83601570;-10.1215820
71;123;7.81582403;-5.96911621
71;124;7.80043030;-2.71166992
71;125;7.77953339;1.65502930
71;126;7.76319027;5.16638184
71;127;7.73434305;11.1864014
71;128;7.71020937;16.3260498
71;129;7.68139076;22.4509277
71;130;7.65706444;27.7304688
71;131;7.62824678;33.9659424
71;132;7.60371208;39.3896484
71;133;7.57486916;45.7413330
71;134;7.55010939;51.3134766
71;135;7.52121735;57.7866211
71;136;7.49620152;63.5150146
71;137;7.46722841;70.1166992
71;138;7.44194365;76.0052490
71;139;7.41285849;82.7425537
71;140;7.38727760;88.7987061
71;141;7.35805273;95.6784668
71;142;7.33215046;101.908936
71;143;7.30275202;108.939453
71;144;7.27650023;115.352295
71;145;7.24689913;122.541016
71;146;7.22027063;129.143799
71;147;7.19042969;136.500244
71;148;7.16339731;143.301270
71;149;7.13328791;150.833374
71;150;7.10582495;157.840698
71;151;7.07540989;165.558472
71;152;7.04748964;172.780640
71;153;7.01673365;180.693970
71;154;6.98832321;188.140869
71;155;6.95720100;196.257568
71;156;6.92827034;203.938965
71;157;6.89674473;212.270020
71;158;6.86726713;220.194946
71;159;6.83530188;228.751099
71;160;6.80525112;236.928833
71;161;6.77281189;245.720825
71;162;6.74215651;254.162109
71;163;6.70921659;263.199341
71;164;6.67792940;271.914062
71;165;6.64444923;281.208740
71;166;6.61249685;290.208374
71;167;6.57845259;299.769775
71;168;6.54580832;309.064697
71;169;6.51628923;317.674805
71;170;6.48370743;327.082153
71;171;6.44968987;336.902100
71;172;6.41732121;346.389404
71;173;6.38358784;356.274292
71;174;6.35137510;365.854248
71;175;6.31786346;375.818115
71;176;6.28575611;385.502197
71;177;6.25241756;395.555664
71;178;6.22036266;405.356323
71;179;6.18713856;415.513428
71;180;6.15508842;425.442261
72;29;0.143479109;744.388794
72;30;0.537333131;712.143555
72;31;0.886027753;683.762085
72;32;1.24566376;653.545349
72;33;1.56328034;627.021240
72;34;1.89279771;598.600525
72;35;2.18297935;573.729675
72;36;2.48576784;546.916992
72;37;2.75154090;523.533264
72;38;3.03042555;498.175781
72;39;3.27431679;476.144836
72;40;3.53167033;452.118317
72;41;3.75481415;431.442749
72;42;3.98699212;409.291016
72;43;4.18769455;390.294617
72;44;4.40240955;369.271423
72;45;4.58701611;351.341370
72;46;4.78568459;331.382874
72;47;4.95547104;314.463989
72;48;5.13930464;295.519836
72;49;5.29535913;279.569275
72;50;5.46540976;261.599182
72;51;5.59761429;247.944031
72;52;5.74389315;232.279175
72;53;5.86456060;219.523193
72;54;5.99939299;204.741150
72;55;6.10962343;192.813904
72;56;6.23405313;178.848633
72;57;6.33478546;167.691467
72;58;6.44970083;154.489075
72;59;6.54172897;144.055115
72;60;6.64789295;131.571106
72;61;6.73191023;121.820251
72;62;6.82997274;110.019348
72;63;6.90655994;100.921509
72;64;6.99708700;89.7745972
72;65;7.06675482;81.3044434
72;66;7.15023088;70.7893677
72;67;7.21340847;62.9287720
72;68;7.29026079;53.0275269
72;69;7.34732723;45.7622070
72;70;7.41791534;36.4627686
72;71;7.47160387;29.4388428
72;72;7.53429842;21.0104980
72;73;7.57342148;15.8747559
72;74;7.62627745;8.65576172
72;75;7.66153717;3.91760254
72;76;7.71011353;-2.86169434
72;77;7.74164581;-7.19885254
72;78;7.78608704;-13.5352783
72;79;7.81401253;-17.4666748
72;80;7.85445356;-23.3564453
72;81;7.87886238;-26.8740234
72;82;7.91541576;-32.3106689
72;83;7.92711544;-33.9682617
72;84;7.95103168;-37.5548096
72;85;7.96026802;-38.8846436
72;86;7.98141527;-42.1147461
72;87;7.98834705;-43.1269531
72;88;8.00688839;-46.0106201
72;89;8.01164150;-46.7113037
72;90;8.02771568;-49.2554932
72;91;8.03040314;-49.6500244
72;92;8.04412651;-51.8596191
72;93;8.04483795;-51.9497070
72;94;8.05630589;-53.8269043
72;95;8.05511951;-53.6136475
72;96;8.06441021;-55.1583252
72;97;8.06139278;-54.6413574
72;98;8.06857681;-55.8526611
72;99;8.06377029;-55.0279541
72;100;8.06891251;-55.9047852
72;101;8.06236172;-54.7690430
72;102;8.06550694;-55.3073730
72;103;8.05724525;-53.8555908
72;104;8.05842972;-54.0500488
72;105;8.04847908;-52.2757568
72;106;8.04773331;-52.1199951
72;107;8.03611374;-50.0166016
72;108;8.03346348;-49.5042725
72;109;8.02018642;-47.0631104
72;110;8.01565552;-46.1875000
72;111;8.00072670;-43.3995361
72;112;7.99431849;-42.1499023
72;113;7.98187017;-39.7698975
72;114;7.97351551;-38.1263428
72;115;7.95576239;-34.7087402
72;116;7.94664335;-32.8787842
72;117;7.92831039;-29.2890625
72;118;7.91839218;-27.2615967
72;119;7.89944077;-23.4887695
72;120;7.88867807;-21.2504883
72;121;7.86905718;-17.2808838
72;122;7.85742331;-14.8215332
72;123;7.83708763;-10.6422119
72;124;7.82453537;-7.94763184
72;125;7.80344391;-3.54577637
72;126;7.78993559;-0.603271484
72;127;7.76055384;5.52514648
72;128;7.73898315;10.1501465
72;129;7.70960140;16.3883057
72;130;7.68785524;21.1427002
72;131;7.65845108;27.4953613
72;132;7.63650560;32.3851318
72;133;7.60705137;38.8581543
72;134;7.58489561;43.8864746
72;135;7.55536699;50.4854736
72;136;7.53296947;55.6601562
72;137;7.50333786;62.3916016
72;138;7.48068142;67.7174072
72;139;7.45091677;74.5885010
72;140;7.42797041;80.0736084
72;141;7.39804268;87.0916748
72;142;7.37478256;92.7425537
72;143;7.34466076;99.9154053
72;144;7.32106304;105.739258
72;145;7.29071426;113.075317
72;146;7.26674414;119.081299
72;147;7.23613787;126.588745
72;148;7.21176720;132.785645
72;149;7.18087292;140.472900
72;150;7.15607500;146.868408
72;151;7.12485647;154.745483
72;152;7.09960318;161.348755
72;153;7.06802559;169.425537
72;154;7.04228592;176.245972
72;155;7.01032066;184.531250
72;156;6.98406506;191.578613
72;157;6.95167446;200.083374
72;158;6.92487192;207.367554
72;159;6.89202642;216.101440
72;160;6.86464977;223.632202
72;161;6.83131409;232.606079
72;162;6.80332994;240.394409
72;163;6.76947498;249.618408
72;164;6.74085569;257.674561
72;165;6.70644379;267.160645
72;166;6.67715788;275.495605
72;167;6.64216757;285.252563
72;168;6.61218309;293.878052
72;169;6.58143234;302.748047
72;170;6.55150414;311.480713
72;171;6.51650524;321.505371
72;172;6.48677588;330.314209
72;173;6.45203304;340.410767
72;174;6.42245007;349.307495
72;175;6.38791275;359.487183
72;176;6.35841942;368.484985
72;177;6.32402802;378.761353
72;178;6.29457617;387.871704
72;179;6.26028490;398.255615
72;180;6.23082352;407.491089
73;30;0.315367579;741.757751
73;31;0.673123896;712.307068
73;32;1.03070426;682.159363
73;33;1.35691953;654.621216
73;34;1.68499029;626.232178
73;35;1.98332572;600.398315
73;36;2.28518772;573.583374
73;37;2.55868292;549.285156
73;38;2.83709192;523.894409
73;39;3.08828783;500.994751
73;40;3.34555793;476.906311
73;41;3.57534051;455.436951
73;42;3.80784154;433.195404
73;43;4.01513958;413.412354
73;44;4.23047733;392.274017
73;45;4.42132568;373.594849
73;46;4.62088108;353.497864
73;47;4.79657030;335.865601
73;48;4.98152876;316.760437
73;49;5.14316225;300.130981
73;50;5.31454420;281.979187
73;51;5.45159483;267.741760
73;52;5.59897661;251.938843
73;53;5.72423124;238.629211
73;54;5.86035872;223.688110
73;55;5.97492838;211.234192
73;56;6.10082817;197.089600
73;57;6.20566607;185.431274
73;58;6.32220554;172.030273
73;59;6.41811991;161.118713
73;60;6.52604771;148.417603
73;61;6.61373758;138.212524
73;62;6.71369028;126.176453
73;63;6.79374599;116.646606
73;64;6.88627672;105.247559
73;65;6.95921898;96.3665771
73;66;7.04480457;85.5824585
73;67;7.11107349;77.3312988
73;68;7.19012213;67.1458130
73;69;7.25010729;59.5091553
73;70;7.32297230;49.9106445
73;71;7.37910986;42.5753174
73;72;7.44418192;33.8321533
73;73;7.49115992;27.6004639
73;74;7.54656506;20.0362549
73;75;7.58447838;14.9498291
73;76;7.63544464;7.84277344
73;77;7.66967535;3.14416504
73;78;7.71635532;-3.50292969
73;79;7.74701166;-7.80761719
73;80;7.78954506;-13.9908447
73;81;7.81671953;-17.8939209
73;82;7.85522223;-23.6070557
73;83;7.86933470;-25.5925293
73;84;7.89470530;-29.3736572
73;85;7.90640926;-31.0461426
73;86;7.92890978;-34.4588623
73;87;7.93835354;-35.8273926
73;88;7.95815277;-38.8819580
73;89;7.96546412;-39.9532471
73;90;7.98270512;-42.6574707
73;91;7.98798895;-43.4354248
73;92;8.00278759;-45.7938232
73;93;8.00613308;-46.2805176
73;94;8.01859188;-48.2960205
73;95;8.02007198;-48.4918213
73;96;8.03027821;-50.1654053
73;97;8.02995205;-50.0689697
73;98;8.03797722;-51.3997803
73;99;8.03589249;-51.0076904
73;100;8.04179573;-51.9935303
73;101;8.03798962;-51.3016357
73;102;8.04182243;-51.9390869
73;103;8.03633118;-50.9429932
73;104;8.03813457;-51.2270508
73;105;8.03097343;-49.9193115
73;106;8.03077888;-49.8439941
73;107;8.02196693;-48.2171631
73;108;8.01980877;-47.7772217
73;109;8.00934601;-45.8212891
73;110;8.00524139;-45.0081787
73;111;7.99314499;-42.7163086
73;112;7.98710537;-41.5207520
73;113;7.97718811;-39.5919189
73;114;7.96915197;-37.9949951
73;115;7.95424700;-35.0905762
73;116;7.94538403;-33.2984619
73;117;7.92990446;-30.2312012
73;118;7.92018127;-28.2326660
73;119;7.90407562;-24.9891357
