Z,N,BE/A_DZ10,MassExcess_DZ10,A,BE,S1n,S1p,S2p,S2n,MassExcess_AME,BE/A_AME,Atomic_Mass,diff
49,54,8.41932011,-74.1729736,103,867.1899713299999,12.176266729999952,2.4461623700000246,8.017264869999849,22.25323506999996,-74.632397,8.4237199,102.91987883,-0.004399790000000792
50,53,8.34095573,-66.8837891,103,859.1184401899999,10.368258769999898,4.104735589999905,6.223461449999945,23.588326810000012,-67.092,8.343,102.927973,-0.0020442700000007363
48,55,8.48409748,-80.0626831,103,873.8620404400001,9.11823148000019,5.833359220000034,9.807683810000071,20.96706170000016,-80.65162600000001,8.489754699999999,102.913416922,-0.00565721999999802
43,60,8.57208061,-85.2131958,103,882.92430283,7.984151589999897,8.21167687000002,19.68742302999999,14.402669739999965,-84.60392,8.5661045,102.90917396,0.005976110000000645
39,64,8.34055042,-58.2362061,103,859.07669326,5.2083017799999425,13.23609754000006,29.890865589999976,9.203981959999965,-58.457034,8.3426336,102.937243796,-0.0020831799999996292
47,56,8.53209686,-84.2243042,103,878.8059765799999,10.777295359999812,4.270682719999968,11.705080189999762,19.633270119999793,-84.80270200000001,8.537652,102.908960558,-0.005555140000000236
44,59,8.58772087,-87.6065063,103,884.53524961,6.611194449999971,9.59509836999996,17.583168640000167,15.72908437000001,-87.267168,8.5843656,102.906314846,0.0033552700000001323
40,63,8.43011093,-68.2432861,103,868.3014257899999,4.103231149999942,14.433034309999925,27.534622999999897,10.499368109999864,-67.808993,8.4258337,102.927204054,0.004277229999999577
37,66,8.11526585,-33.4672241,103,835.87238255,3.860077789999991,15.605132990000016,34.72090975000003,6.686554880000017,-33.16,8.112,102.964401,0.0032658500000000146
41,62,8.49553585,-75.7644653,103,875.0401925499999,6.595272789999854,10.841997909999918,25.167481249999923,11.803312749999918,-75.028667,8.488332,102.919453416,0.00720384999999979
42,61,8.54440022,-81.579834,103,880.07322266,5.360596700000087,11.628302899999994,22.27116497999998,13.121141690000172,-80.95433100000001,8.5382672,102.913091954,0.0061330200000000445
45,58,8.58365154,-87.9697266,103,884.11610862,9.379456560000108,6.192053459999897,15.594475529999954,17.01521222999986,-88.031705,8.5841927,102.905494081,-0.0005411599999991523
46,58,8.58014965,-88.9001465,104,892.3355635999999,9.935014739999815,8.21945497999991,14.411508439999807,17.800269739999976,-89.39512300000001,8.5848485,103.904030393,-0.004698850000000476
42,62,8.53228092,-80.7924194,104,887.35721568,7.283993019999912,12.317023130000052,23.15902103999997,12.644589719999999,-80.343748,8.5279063,103.913747443,0.004374620000000107
47,57,8.53055286,-84.5244141,104,887.17749744,8.371520860000146,4.776948579999953,12.440845380000155,19.148816219999958,-85.11647,8.536185,103.908623715,-0.005632139999999453
49,55,8.43024254,-75.6567993,104,876.74522416,9.555252830000086,2.88318371999992,8.716542939999954,21.731519560000038,-76.182675,8.435238,103.918214538,-0.004995459999999952
44,60,8.5879097,-88.1424561,104,893.1426088000001,8.607359190000011,10.218305970000074,18.429982840000093,15.218553639999982,-88.095763,8.5873998,103.905425312,0.0005099000000008402
43,61,8.54731655,-83.1384888,104,888.9209212,5.996618369999965,8.847698539999897,20.47600143999989,13.980769959999861,-82.498969,8.541107,103.911433718,0.006209549999999453
45,59,8.57018948,-87.0819092,104,891.29970592,7.183597299999974,6.7644563099999,16.35955467999986,16.563053860000082,-86.959344,8.5689501,103.906645309,0.001239379999999457
40,64,8.40637302,-66.1332397,104,874.26279408,5.9613682900001095,15.186100820000092,28.422198360000152,10.064599440000052,-65.71766000000001,8.4023159,103.929449193,0.00405712000000058
50,54,8.3817997,-71.401123,104,871.7071688,12.58872861000009,4.517197470000042,6.9633598400000665,22.956987379999987,-71.62705700000001,8.3839114,103.923105195,-0.0021117000000003827
41,63,8.46015263,-72.508728,104,879.8558735199999,4.815680970000017,11.554447729999993,25.987482039999918,11.41095375999987,-71.810997,8.453383200000001,103.922907728,0.006769429999998522
48,56,8.51081848,-83.2543945,104,885.12512192,11.263081479999869,6.319145340000091,10.589828060000059,20.38131296000006,-83.968391,8.5176232,103.909856228,-0.006804719999999875
39,65,8.29537392,-53.8070679,104,862.71888768,3.64219442000001,13.994196030000012,30.70658291999996,8.850496199999952,-54.08,8.298,103.941943,-0.0026260800000006412
37,67,8.06132793,-27.9015503,104,838.3781047199999,2.505722169999899,16.421257009999863,35.53850681999995,6.36579995999989,-27.45,8.057,103.970531,0.004327929999998759
46,59,8.56884766,-88.222229,105,899.7290042999999,7.393440700000042,8.429298379999977,15.193754689999878,17.328455439999857,-88.417905,8.5706509,104.905079479,-0.001803240000000983
41,64,8.43795204,-70.5664673,105,885.9849642,6.129090680000104,11.722170119999987,26.90827094000008,10.94477165000012,-69.915547,8.431692499999999,104.924942577,0.006259540000002062
40,65,8.36180401,-61.7885742,105,877.98942105,3.726626969999984,15.270533370000066,29.26472940000008,9.687995260000093,-61.458273999999996,8.358598,104.934021832,0.0032060099999995373
49,56,8.46014786,-79.1558228,105,888.3155252999999,11.570301139999856,3.190403379999907,9.509548719999998,21.12555396999994,-79.640582,8.4647045,104.914502322,-0.004556640000000556
47,58,8.54655266,-86.6636353,105,897.3880293,10.210531859999946,5.052465700000084,13.271920679999994,18.582052720000092,-87.070848,8.550370800000001,104.906525604,-0.0038181400000016907
44,61,8.5648737,-86.2402954,105,899.3117384999999,6.169129699999871,10.39081729999998,19.238515839999877,14.776488889999882,-85.934543,8.561901599999999,104.907745478,0.0029721000000009212
48,57,8.51180267,-83.7971802,105,893.73928035,8.614158429999975,6.56178290999992,11.338731489999873,19.877239909999844,-84.333849,8.5168532,104.909463893,-0.0050505300000001085
43,62,8.53720379,-82.5526123,105,896.4063979499999,7.485476749999975,9.04918226999996,21.366205400000013,13.48209511999994,-82.286303,8.5346074,104.911662024,0.0025963899999990048
45,60,8.57283211,-87.8582153,105,900.14737155,8.847665630000051,7.004762749999941,17.223068720000015,16.031262930000025,-87.85127,8.572705299999999,104.905687787,0.00012681000000114295
50,55,8.39557362,-73.1578369,105,881.5352301,9.828061300000059,4.790005940000015,7.6731896599999345,22.416789910000148,-73.338001,8.397229,104.921268421,-0.0016553799999989849
39,66,8.26193428,-50.5197754,105,867.5030994,4.78421172000003,14.104356840000037,31.63071685,8.42640614000004,-50.57,8.262,104.945711,-6.57200000002689e-05
42,63,8.49813271,-77.6677246,105,892.30393455,4.946718870000041,12.448061030000076,24.00250876000007,12.230711889999952,-77.330788,8.494862999999999,104.916981989,0.0032697100000014245
42,64,8.48244095,-76.4312134,106,899.1387407000001,6.834806150000077,13.153776500000049,24.875946620000036,11.781525020000117,-76.12800299999999,8.479520200000001,105.918273231,0.0029207499999994724
48,58,8.53264999,-86.4474487,106,904.46089894,10.721618590000048,7.072869640000022,12.125335340000106,19.335777020000023,-87.132153,8.5390492,105.906459791,-0.0063992099999996555
43,63,8.50950432,-80.0822754,106,902.00745792,5.601059970000051,9.70352336999997,22.151584400000047,13.086536720000026,-79.776253,8.506557,105.914356674,0.0029473199999987543
46,60,8.57693481,-89.5769653,106,909.1550898599999,9.426085559999933,9.00771830999986,16.0124810599998,16.819526259999975,-89.907543,8.5799934,105.903480287,-0.003058590000000194
52,54,8.2305975,-57.5592651,106,872.443335,13.530985950000058,1.3721970000000283,0.7361662000000706,24.82205036000005,-58.219758999999996,8.2367682,105.937498521,-0.0061707000000001955
50,56,8.42968273,-77.0975952,106,893.54636938,12.011139279999952,5.230844080000111,8.421247460000018,21.83920058000001,-77.35369800000001,8.4320383,105.916957394,-0.0023555700000006397
45,61,8.55575371,-86.5494385,106,906.90989326,6.762521709999987,7.598154760000057,17.988972060000037,15.610187340000039,-86.362656,8.5539317,105.907285879,0.0018220099999997075
47,59,8.54066849,-86.5150757,106,905.31085994,7.922830640000029,5.581855640000072,14.011154020000049,18.133362499999976,-86.94239900000001,8.5446397,105.906663499,-0.003971209999999559
49,57,8.4659729,-80.1620483,106,897.3931274,9.07760210000015,3.6538470500000813,10.215629960000001,20.647903240000005,-80.60815,8.4701213,105.913463596,-0.004148400000000052
44,62,8.56075764,-86.2974854,106,907.44030984,8.128571340000121,11.033911890000127,20.083094160000087,14.297701039999993,-86.323253,8.5609406,105.907328181,-0.0001829600000000653
40,66,8.33528328,-59.2677002,106,883.5400276800001,5.550606630000061,16.036928280000097,30.141285120000134,9.277233600000045,-58.749,8.33,105.93693,0.005283280000000445
39,67,8.21520424,-45.7570801,106,870.81164944,3.30855004,14.874735789999932,32.4335447200001,8.09276176000003,-45.79,8.215,105.950842,0.00020424000000041076
41,65,8.40029049,-66.940918,106,890.43079194,4.445827739999913,12.441370889999916,27.711904259999983,10.574918420000017,-66.202678,8.3932657,105.928928505,0.007024789999999115
41,66,8.37492657,-64.5558472,107,896.1171429899999,5.686351049999985,12.57711530999984,28.614043589999937,10.132178789999898,-63.723805,8.3670898,106.931589685,0.00783676999999905
44,63,8.5345192,-83.9793091,107,913.1935544,5.753244559999985,11.18609648000006,20.88961985000003,13.881815900000106,-83.862565,8.5333676,106.909969837,0.0011516000000000304
50,57,8.43811893,-78.3585815,107,902.87872551,9.332356129999994,5.485598109999955,9.139445160000037,21.343495409999946,-78.51223900000001,8.4394946,106.915713649,-0.001375669999999829
48,59,8.52905273,-86.5238037,107,912.60864211,8.147743170000012,7.297782170000005,12.879637810000077,18.86936176000006,-86.990325,8.5333524,106.906612049,-0.004299669999999978
43,64,8.49552822,-79.0249023,107,909.0215195400001,7.0140616200001205,9.882778840000014,23.036555340000064,12.615121590000172,-78.749967,8.492897899999999,106.915458437,0.002630320000001518
49,58,8.48974514,-83.1002197,107,908.40272998,11.009602579999978,3.941831040000011,11.014700680000033,20.087204680000127,-83.566667,8.494043900000001,106.910287497,-0.004298760000001067
52,55,8.25389194,-60.2109985,107,883.1664375800001,10.723102580000045,1.7659690200001705,1.6312074800000573,24.254088530000104,-60.657,8.258,106.934882,-0.004108059999998304
47,60,8.55133247,-88.1254272,107,914.99257429,9.681714349999993,5.837484430000131,14.84520273999999,17.604544990000022,-88.4067,8.5539012,106.905091509,-0.00256873000000013
51,56,8.35351658,-70.0884399,107,893.8262740600001,12.425805500000138,0.2799046800000724,5.510748760000183,22.75513606000004,-70.653248,8.3587344,106.924150621,-0.005217819999998596
45,62,8.55381203,-86.8259888,107,915.2578872099999,8.347993949999932,7.817577369999867,18.851489259999994,15.110515659999919,-86.863711,8.554103999999999,106.906747975,-0.0002919699999992531
42,65,8.44573593,-72.9147949,107,903.69374451,4.555003809999903,13.262952570000039,25.704323459999955,11.38980995999998,-72.54497500000001,8.442219,106.92211977,0.0035169299999999737
40,67,8.28887749,-54.5662842,107,886.9098914300001,3.369863750000036,16.098241990000133,30.972977780000065,8.920470380000097,-54.02,8.284,106.942007,0.004877490000000151
46,61,8.56175423,-88.4581909,107,916.10770261,6.952612750000185,9.197809350000057,16.795964110000114,16.378698310000118,-88.372654,8.5608946,106.905128058,0.0008596300000007773
39,68,8.17936993,-42.0666504,107,875.19258251,4.380933069999969,14.959744730000011,33.343474759999935,7.689483109999969,-41.97,8.178,106.954943,0.0013699299999991865
48,60,8.54467964,-88.6691284,108,922.82540112,10.216759010000033,7.8328268300000445,13.670311260000176,18.364502180000045,-89.252423,8.550019599999999,107.904183588,-0.005339959999998811
40,68,8.25990963,-51.6551514,108,892.0702400399999,5.160348609999801,16.877657529999965,31.837402259999976,8.530212359999837,-50.95,8.253,107.945303,0.006909629999999112
41,67,8.33529186,-60.5789185,108,900.21152088,4.0943778900000325,13.301629449999837,29.39987143999997,9.780728940000017,-59.545198,8.3256604,107.936075604,0.009631459999999592
46,62,8.56533146,-89.3348389,108,925.05579768,8.948095069999908,9.797910470000033,17.6154878399999,15.900707820000093,-89.524215,8.567024100000001,107.903891806,-0.0016926400000016883
43,65,8.46525574,-76.1796875,108,914.24761992,5.226100379999934,10.553875410000046,23.816827980000085,12.240162000000055,-75.922831,8.4628172,107.918493493,0.002438539999999989
49,59,8.4910965,-83.6645508,108,917.038422,8.635692019999965,4.429779889999963,11.727562059999968,19.645294599999943,-84.119828,8.4952516,107.909693654,-0.004155100000000189
39,69,8.13133621,-36.9869385,108,878.1843106800001,2.9917281700001013,15.740591989999984,34.132259480000016,7.37266124000007,-36.78,8.129,107.960515,0.00233621000000106
50,58,8.46626186,-81.7647095,108,914.35628088,11.477555370000005,5.953550899999982,9.895381939999993,20.8099115,-82.069949,8.4690273,107.91189429,-0.002765440000001007
45,63,8.53355026,-85.1201782,108,921.62342808,6.365540870000132,8.429873680000014,19.615970160000074,14.713534820000064,-85.031156,8.532665699999999,107.908715304,0.0008845600000011444
42,66,8.42686939,-71.2515259,108,910.10189412,6.4081496100000095,13.984751130000063,26.561866439999903,10.963153419999912,-70.74929700000001,8.4221581,107.924047508,0.0047112899999994795
51,57,8.36730194,-71.859375,108,903.6686095200001,9.842335460000072,0.7898840100001507,6.275482120000106,22.26814096000021,-72.445341,8.3726666,107.922226731,-0.005364659999999688
44,64,8.52656841,-83.5837402,108,920.86938828,7.675833879999914,11.847868739999853,21.730647579999868,13.429078439999898,-83.66140399999999,8.5272267,107.910185793,-0.0006582900000005054
52,56,8.29714298,-65.0645752,108,896.09144184,12.925004259999923,2.265167779999956,2.5450724600000285,23.64810683999997,-65.781676,8.303722100000002,107.929380469,-0.006579120000001382
47,61,8.54163742,-87.5582886,108,922.4968413600001,7.504267070000083,6.389138750000029,15.586948100000086,17.185981420000076,-87.606792,8.5420262,107.905950245,-0.00038877999999975543
52,57,8.31459999,-67.1932373,109,906.29139891,10.199957069999982,2.622789389999866,3.412673400000017,23.124961329999906,-67.715399,8.3193305,108.927304532,-0.00473050999999991
42,67,8.38792896,-67.3626099,109,914.28425664,4.18236251999997,14.07273576,27.374365209999837,10.59051212999998,-66.659285,8.381416300000001,108.928438318,0.006512659999998505
39,70,8.09340668,-32.9125366,109,882.1813281199999,3.9970174399998086,15.800762959999815,35.02653019999991,6.98874560999991,-32.48,8.089,108.965131,0.004406679999998886
51,58,8.39929962,-75.6430664,109,915.5236585800001,11.855049059999942,1.1673777000000882,7.12092860000007,21.697384520000014,-76.250986,8.4048161,108.918141203,-0.005516479999998936
40,69,8.21192932,-46.6138916,109,895.10029588,3.0300558400000455,16.91598519999991,32.656577189999894,8.190404449999846,-45.73,8.204,108.950907,0.007929319999998796
46,63,8.54672718,-87.8009644,109,931.5932626199999,6.53746493999995,9.969834539999852,18.399708219999866,15.485560009999858,-87.606484,8.5448825,108.905950576,0.0018446799999995989
43,66,8.44783115,-74.6742554,109,920.8135953500001,6.565975430000094,10.71170123000013,24.696452360000194,11.792075810000028,-74.282828,8.4441796,108.920254107,0.003651550000000725
47,62,8.54753399,-88.6712646,109,931.68120491,9.184363549999944,6.625407230000064,16.423317700000098,16.688630620000026,-88.719431,8.547915499999998,108.904755778,-0.00038150999999864155
50,59,8.47000027,-82.5670776,109,923.23002943,8.87374854999996,6.191607429999976,10.62138731999994,20.351303919999964,-82.63018,8.4705183,108.911292857,-0.0005180300000002802
48,61,8.53703499,-88.3092041,109,930.5368139100001,7.711412790000054,8.039972550000016,14.429111300000045,17.928171800000086,-88.50433,8.5387646,108.904986697,-0.001729609999999937
45,64,8.52751255,-84.9242554,109,929.4988679500001,7.8754398700000365,8.629479670000137,20.47734840999999,14.240980740000168,-84.999251,8.5281404,108.908749555,-0.0006278499999989862
44,65,8.49750805,-80.8713989,109,926.22837745,5.358989170000086,11.980757530000005,22.53463294000005,13.03482305,-80.738455,8.496227999999999,108.913323707,0.0012800500000018644
41,68,8.30712509,-57.772583,109,905.47663481,5.265113929999984,13.40639477000002,30.284052299999985,9.359491820000017,-56.689800000000005,8.2971307,108.939141,0.009994389999999242
49,60,8.50939846,-86.0792236,109,927.52443214,10.486010140000076,4.699031020000007,12.531857850000051,19.12170216000004,-86.489526,8.5131027,108.907149679,-0.003704239999999359
46,64,8.54625702,-88.2246704,110,940.0882722,8.4950095800001,10.589404249999916,19.218883920000053,15.03247452000005,-88.33090399999999,8.547163000000001,109.905172878,-0.000905980000000639
45,65,8.50443935,-82.8422852,110,935.4883285,5.989460549999876,9.259951049999927,21.240708579999932,13.864900419999913,-82.828693,8.5042551,109.911079745,0.00018425000000021896
40,70,8.18079185,-43.3292847,110,899.8871035000001,4.786807620000104,17.705775380000205,33.50653834000002,7.81686346000015,-42.22,8.171,109.954675,0.009791850000000935
44,66,8.48611736,-80.0446167,110,933.4729096,7.244532149999941,12.659314249999852,23.371015479999983,12.603521320000027,-80.072629,8.4863123,109.914038501,-0.00019494000000008782
41,69,8.26577282,-53.4595947,110,909.2350102,3.758375390000083,14.134714320000057,31.050699519999966,9.023489320000067,-52.309914,8.255260700000001,109.943843,0.01051211999999957
51,59,8.40831947,-76.9631958,110,924.9151417,9.391483119999975,1.6851122700001042,7.876719700000081,21.246532179999917,-77.449745,8.4126821,109.916854283,-0.004362629999999257
42,68,8.3662262,-65.2918701,110,920.2848819999999,6.000625359999958,14.808247189999975,28.214641959999994,10.182987879999928,-64.535814,8.359293,109.930717956,0.006933200000000639
50,60,8.49281693,-85.475647,110,934.2098623,10.97983287000011,6.68543016000001,11.384461180000017,19.85358142000007,-85.841993,8.4960875,109.907844835,-0.0032705699999997506
52,58,8.35141277,-71.4858398,110,918.6554047,12.364005789999965,3.131746119999889,4.299123819999977,22.563962859999947,-72.229821,8.358116,109.922458102,-0.00670323000000117
47,63,8.53446579,-87.7098999,110,938.7912369000001,7.110031990000039,7.197974280000153,17.167808820000005,16.294395539999982,-87.457306,8.532108899999999,109.906110724,0.002356890000001499
48,62,8.54799271,-89.9802246,110,940.2791981000001,9.742384190000053,8.597993190000125,15.22340042000019,17.453796980000106,-90.34796899999999,8.5512755,109.90300747,-0.0032827899999983146
43,67,8.41529942,-71.472229,110,925.6829362,4.869340849999844,11.398679560000005,25.471415320000006,11.435316279999938,-71.034564,8.4112603,109.923741263,0.004039119999999841
49,61,8.50679779,-86.2311401,110,935.7477569,8.223324759999969,5.210942989999921,13.250915539999937,18.709334900000044,-86.46996899999999,8.5089087,109.907170674,-0.0021109099999989667
41,70,8.23509502,-50.2487183,111,914.09554722,4.860537019999924,14.208443719999877,31.914219100000082,8.618912410000007,-48.96,8.223,110.947439,0.012095019999998513
47,64,8.53607178,-88.3512573,111,947.50396758,8.712730679999936,7.415695379999988,18.005099629999904,15.822762669999975,-88.215447,8.5347878,110.905296827,0.0012839800000001844
53,58,8.27647209,-64.2297974,111,918.68840199,12.758187790000079,0.032997290000025714,3.1647434099999145,23.43613068000002,-64.953795,8.2829343,110.930269236,-0.006462210000000468
44,67,8.45454788,-76.9550781,111,938.45481468,4.981905080000047,12.771878480000055,24.17055804000006,12.226437229999988,-76.785325,8.4529582,110.917567566,0.0015896800000003708
49,62,8.52019691,-88.1538696,111,945.7418570099999,9.994100109999863,5.462658909999732,14.060652099999857,18.21742486999983,-88.39205,8.5222824,110.905107236,-0.0020854900000006893
50,61,8.49239063,-85.8497314,111,942.6553599299999,8.445497629999863,6.907603029999905,12.118546019999826,19.425330499999973,-85.938581,8.493131,110.907741143,-0.0007403700000008229
52,59,8.36369514,-73.1292114,111,928.3701605400001,9.71475584000018,3.4550188400000934,5.140131110000198,22.078761630000145,-73.587487,8.367763499999999,110.921000587,-0.004068359999997995
48,63,8.53674984,-89.2089233,111,947.57923224,7.300034139999866,8.787995339999952,15.985969620000105,17.04241832999992,-89.252247,8.537080099999999,110.904183776,-0.0003302599999983613
43,68,8.39477634,-69.5380249,111,931.82017374,6.137237540000001,11.535291740000048,26.343538930000022,11.006578389999845,-69.024675,8.390090599999999,110.925898966,0.004685740000001104
40,71,8.13275433,-38.1065674,111,902.7357306299999,2.8486271299998407,17.71187003,34.29993361999993,7.635434749999945,-36.48,8.118,110.960837,0.014754329999998816
46,65,8.52460861,-86.2965088,111,946.23155571,6.1432835099999465,10.743227209999986,20.003178259999913,14.638293090000047,-85.985886,8.5217498,110.907690358,0.0028588099999993233
42,69,8.32532024,-61.0460815,111,924.1105466399999,3.8256646400000136,14.875536439999905,29.010250759999963,9.826289999999972,-59.939813,8.3152932,110.935651966,0.010027040000000653
51,60,8.43457127,-80.2140503,111,936.2374109699999,11.322269269999879,2.0275486699998737,8.712978829999884,20.713752389999854,-80.836747,8.4401203,110.913218187,-0.005549030000000954
45,66,8.49471188,-82.1956177,111,942.91301868,7.424690180000084,9.44010908000007,22.099423329999922,13.41415072999996,-82.303871,8.4956267,110.911643164,-0.0009148200000002049
52,60,8.39472675,-76.8970337,112,940.209396,11.839235459999827,3.9719850300000417,5.999533699999915,21.553991300000007,-77.56751799999999,8.4006527,111.916727848,-0.005925949999999958
50,62,8.51042175,-88.2901611,112,953.1672360000001,10.511876070000199,7.42537899000024,12.888037899999972,18.957373700000062,-88.655049,8.513618899999999,111.904824894,-0.0031971499999983166
53,59,8.29365444,-66.3592529,112,928.8892972799999,10.200895289999949,0.5191367399997944,3.9741555799998878,22.959083080000028,-67.06333900000001,8.299880100000001,111.928004548,-0.006225660000001909
49,63,8.51407337,-87.9168091,112,953.57621744,7.834360430000174,5.99698520000004,14.784980539999992,17.828460540000037,-87.99012699999999,8.5146674,111.905538718,-0.0005940300000002452
48,64,8.54349804,-90.4300537,112,956.8717804799999,9.29254823999986,9.367812899999876,16.783508279999864,16.592582379999726,-90.57485700000001,8.544730600000001,111.902763896,-0.0012325600000018255
47,65,8.51999378,-87.0151978,112,954.23930336,6.735335780000014,8.007747650000056,18.750974860000042,15.44806645999995,-86.583729,8.5160807,111.907048548,0.003913080000000235
46,66,8.52048779,-86.288208,112,954.29463248,8.063076770000066,11.381613799999968,20.82172288000004,14.206360280000013,-86.321039,8.5207205,111.907330557,-0.0002327099999988036
45,67,8.46912861,-79.7536011,112,948.5424043200001,5.6293856400000095,10.087589640000033,22.859468120000088,13.054075820000094,-79.73105199999999,8.4688666,111.914405199,0.00026201000000014574
51,61,8.43934822,-81.1122437,112,945.2070006399999,8.969589670000005,2.551640710000015,9.45924373999992,20.291858939999884,-81.598973,8.443633,111.912399903,-0.004284780000000765
44,68,8.44006538,-75.7161865,112,945.28732256,6.83250787999998,13.467148820000034,25.002440560000082,11.814412960000027,-75.63087300000001,8.4392431,111.918806922,0.000822279999999509
41,71,8.19412899,-45.8242798,112,917.74244688,3.646899660000031,15.006716250000068,32.71858628000007,8.507436679999955,-44.07,8.178,111.952689,0.016128989999998566
43,69,8.3602314,-65.9924927,112,936.3459167999999,4.525743059999968,12.235370160000002,27.110906599999907,10.662980599999969,-65.258932,8.3536217,111.929941658,0.006609700000000274
40,72,8.09782505,-34.2557983,112,906.9564056000002,4.220674970000232,18.50703875000022,35.1270241000002,7.069302100000073,-32.42,8.081,111.965196,0.01682505000000134
42,70,8.30106831,-58.5837402,112,929.71965072,5.6091040800000656,15.624103500000047,29.832547219999924,9.43476872000008,-57.48,8.291,111.938293,0.010068309999999414
41,72,8.15928364,-42.0095215,113,921.99905132,4.2566044400000465,15.042645719999882,33.5496844700001,7.903504100000077,-40.21,8.143,112.956833,0.016283639999999266
46,67,8.49610519,-83.9821777,113,960.0598864699999,5.765253989999906,11.517482149999864,21.605071789999897,13.828330759999972,-83.5905,8.4925795,112.910261912,0.0035256900000000257
48,65,8.5290308,-89.267395,113,963.7804803999999,6.908699920000004,9.541177039999866,17.54892468999992,16.201248159999864,-89.043286,8.5269874,112.904408105,0.0020433999999998065
45,68,8.45606136,-78.6748047,113,955.53493368,6.992529359999935,10.247611119999988,23.71475994000002,12.621914999999944,-78.76694400000001,8.4568165,112.915440212,-0.0007551400000007646
50,63,8.5062685,-88.2598877,113,961.2083404999998,8.041104499999733,7.632123059999799,13.629108259999839,18.55298056999993,-88.328129,8.5068117,112.905175857,-0.0005432000000009651
43,70,8.3369112,-63.6460571,113,942.0709655999999,5.725048799999968,12.351314879999904,27.97541837999995,10.250791859999936,-62.811549,8.329465200000001,112.932569032,0.007445999999998065
40,73,8.04625988,-28.4555054,113,909.2273664399999,2.2709608399997023,18.4954174799999,35.90715084999988,6.491635809999934,-26.34,8.027,112.971723,0.019259879999999896
42,71,8.26004982,-54.1785278,113,933.3856296600001,3.665978940000059,15.643182780000075,30.649899030000142,9.275083020000125,-52.65,8.246,112.943478,0.014049820000000324
52,61,8.40238094,-78.0852661,113,949.4690462200001,9.25965022000014,4.262045580000176,6.8136862900001915,21.098885679999967,-78.347037,8.4046366,112.915891,-0.0022556599999994376
47,66,8.51771927,-87.2067871,113,962.5022775100001,8.262974150000105,8.207645030000094,19.589258830000063,14.998309930000119,-87.026825,8.516066,112.906572865,0.001653270000000262
49,64,8.52303982,-89.3727417,113,963.1034996599999,9.527282219999847,6.231719180000027,15.599532079999904,17.36164265000002,-89.367123,8.5229297,112.904060451,0.00011011999999865907
51,62,8.46041489,-83.8608398,113,956.0268825699999,10.819881929999951,2.859646569999768,10.285025560000008,19.789471599999956,-84.416966,8.4652762,112.909374664,-0.004861310000000785
53,60,8.32821751,-70.4871826,113,941.08857863,12.199281350000092,0.8791826300000594,4.851167660000101,22.40017664000004,-71.119517,8.333752800000001,112.923650062,-0.00553529000000097
44,69,8.40625381,-72.2642212,113,949.9066805300001,4.619357970000124,13.56076373000019,25.796133890000192,11.451865850000104,-71.867816,8.4026857,112.922846729,0.0035681100000015675
47,67,8.49893284,-85.5114746,114,968.87834376,6.376066249999894,8.818457290000083,20.335939439999947,14.639040399999999,-84.930811,8.493778599999999,113.908823029,0.005154240000001309
42,72,8.23157978,-51.121521,114,938.40009492,5.014465259999952,16.40104359999998,31.443689319999862,8.68044420000001,-49.68,8.219,113.946666,0.01257978000000115
51,63,8.46138859,-84.3608398,114,964.5982992600001,8.571416690000206,3.3899587600002405,11.02208182000004,19.391298620000157,-84.49661599999999,8.4625191,113.909289155,-0.0011305099999994184
50,64,8.51997185,-90.257019,114,971.2767908999999,10.068450400000074,8.173291240000026,14.405010420000053,18.109554899999807,-90.559735,8.5225671,113.90278013,-0.002595250000000604
48,66,8.53196144,-90.059082,114,972.64360416,8.863123760000121,10.141326649999883,18.348971679999977,15.771823680000125,-90.014934,8.531513499999999,113.903364998,0.0004479400000008127
43,71,8.30189228,-59.9194946,114,946.41571992,4.344754320000106,13.030090259999952,28.673273040000026,10.069803120000074,-58.600294000000005,8.290259899999999,113.93709,0.011632380000001774
45,69,8.42822456,-75.8861084,114,960.8175998400001,5.282666160000076,10.91091930999994,24.47168304000013,12.275195520000011,-75.710275,8.426622100000001,113.91872168,0.001602459999999084
41,73,8.11397743,-36.9325562,114,924.99342702,2.9943756999999778,15.766060580000158,34.26147806000006,7.250980140000024,-34.96,8.097,113.962469,0.016977430000000737
49,65,8.51375294,-88.765686,114,970.56783516,7.464335500000061,6.787354760000085,16.32853179999995,16.99161771999991,-88.569807,8.511974200000001,113.904916405,0.0017787399999988907
53,61,8.34071827,-72.1691895,114,950.84188278,9.753304149999963,1.3728365599998824,5.634882140000059,21.952585500000055,-72.638935,8.344779,113.9220189,-0.004060730000000845
44,70,8.38895893,-70.6275024,114,956.3413180199999,6.434637489999773,14.270352419999995,26.6216672999999,11.053995459999896,-70.221213,8.3853351,113.92461443,0.0036238299999986623
52,62,8.42818928,-81.3585205,114,960.81357792,11.344531699999834,4.786695350000059,7.646341919999827,20.604181919999974,-81.88967600000001,8.432788500000001,113.91208782,-0.004599220000001125
46,68,8.48867226,-83.5594482,114,967.7086376399999,7.648751169999969,12.173703959999898,22.421315079999886,13.414005159999874,-83.490346,8.488005600000001,113.91036943,0.0006666599999984868
52,63,8.431674,-82.1160278,115,969.6425099999999,8.828932079999959,5.044210739999812,8.434169500000053,20.173463779999793,-82.06276700000001,8.4311504,114.911902,0.0005235999999992913
