;N-Z;N;Z;A;Mass_excess;ME_unc;BE/A;BE/A_unc;Beta_decay_Energy;BDE_unc;Atomic_Mass;AM_unc;S2n;S2z
997;14.0;54.0;40.0;94.0;-87269.332;0.164;8666.8016;0.0018;-900.2684;1.5;93.906312523;0.175;-2432.4097999998958;1682.092400000136
998;12.0;53.0;41.0;94.0;-86369.063;1.491;8648.9014;0.0159;2045.0163;1.4937;93.907279001;1.6;-1266.3398000000052;-1192.6720000000096
999;10.0;52.0;42.0;94.0;-88414.079;0.141;8662.3341;0.0015;-4255.7476;4.0687;93.905083586;0.151;432.67259999998714;-2852.3547999999573
1000;8.0;51.0;43.0;94.0;-84158.332;4.071;8608.7373;0.0433;-1574.7296;5.1433;93.909652319;4.37;4248.170200000077;-5041.765200000002
1001;6.0;50.0;44.0;94.0;-82583.602;3.143;8583.662;0.0334;-9675.9789;4.615;93.91134286;3.374;7415.472000000078;-6962.5047999999915
1002;4.0;49.0;45.0;94.0;-72907.623;3.379;8472.4033;0.0359;-6805.3428;5.4588;93.92173045;3.627;9304.326800000035;-8567.225799999993
1003;2.0;48.0;46.0;94.0;-66102.281;4.287;8391.6832;0.0456;-13700.0;400.0;93.929036286;4.602;10914.687799999989;-10630.535199999995
1004;0.0;47.0;47.0;94.0;-52402.0;400.0;8238.0;4.0;-11962.0;640.0;93.943744;429.0;14852.0;-12729.58339999996
1005;-2.0;46.0;48.0;94.0;-40440.0;500.0;8102.0;5.0;0.0;0.0;93.956586;537.0;0.0;-16315.532999999963
1006;27.0;61.0;34.0;95.0;-30460.0;500.0;8112.0;5.0;13390.0;583.0;94.9673;537.0;-10735.0;0.0
1007;25.0;60.0;35.0;95.0;-43850.0;300.0;8245.0;3.0;12309.0;301.0;94.952925;322.0;-9556.866999999938;0.0
1008;23.0;59.0;36.0;95.0;-56158.92;18.63;8365.9963;0.1961;9731.3868;27.5124;94.939710922;20.0;-8750.65899999996;13394.648500000067
1009;21.0;58.0;37.0;95.0;-65890.307;20.245;8460.1967;0.2131;9226.9772;20.2036;94.929263849;21.733;-7668.798999999881;10886.819500000101
1010;17.0;56.0;39.0;95.0;-81207.937;6.779;8604.9644;0.0714;4452.0031;6.7718;94.912819697;7.277;-4174.394999999895;6084.132500000151
1011;15.0;55.0;40.0;95.0;-85659.94;0.869;8643.5924;0.0092;1126.3312;0.9854;94.908040276;0.933;-2662.6884999999947;2926.465499999922
1012;13.0;54.0;41.0;95.0;-86786.272;0.508;8647.2133;0.0054;925.6009;0.4938;94.90683111;0.545;-1612.3020000000724;-160.7495000000199
1013;11.0;53.0;42.0;95.0;-87711.872;0.123;8648.7212;0.0013;-1690.5175;5.0782;94.905837436;0.132;-255.38849999998092;-2175.4524999999558
1014;9.0;52.0;43.0;95.0;-86021.355;5.08;8622.6911;0.0535;-2563.5961;10.531;94.907652281;5.453;1340.7255000000077;-3941.9110000000182
1015;7.0;51.0;44.0;95.0;-83457.759;9.502;8587.4706;0.1;-5117.1423;10.2656;94.910404415;10.2;5320.750500000049;-6074.195499999923
1016;5.0;50.0;45.0;95.0;-78340.616;3.886;8525.3707;0.0409;-8374.7035;4.9281;94.915897893;4.171;8601.793999999873;-7904.7125000000415
1017;3.0;49.0;46.0;95.0;-69965.913;3.031;8428.9807;0.0319;-10060.0;400.0;94.924888506;3.253;10489.614999999949;-9735.789999999997
1018;1.0;48.0;47.0;95.0;-59906.0;400.0;8315.0;4.0;-12850.0;400.0;94.935688;429.0;13300.0;-11383.422500000079
1019;-1.0;47.0;48.0;95.0;-47056.0;566.0;8171.0;6.0;0.0;0.0;94.949483;607.0;0.0;-14018.551500000058
1020;26.0;61.0;35.0;96.0;-38210.0;300.0;8184.0;3.0;14872.0;301.0;95.95898;322.0;-9888.0;0.0
1021;24.0;60.0;36.0;96.0;-53081.682;19.277;8330.8721;0.2008;8272.6693;19.5669;95.943014473;20.695;-8972.131199999945;14483.721600000048
1022;22.0;59.0;37.0;96.0;-61354.351;3.353;8408.8963;0.0349;11563.897;9.1062;95.934133398;3.599;-8051.33759999997;11702.044800000032
1023;18.0;57.0;39.0;96.0;-78329.986;6.075;8569.4269;0.0633;7108.8741;6.074;95.915909305;6.521;-5124.470399999991;7359.600000000035
1024;16.0;56.0;40.0;96.0;-85438.86;0.114;8635.3283;0.0012;163.9704;0.1;95.908277615;0.122;-3021.4368000001414;3983.4143999999505
1025;14.0;55.0;41.0;96.0;-85602.83;0.147;8628.8868;0.0015;3192.059;0.107;95.908101586;0.157;-1921.401600000041;583.679999999993
1026;12.0;54.0;42.0;96.0;-88794.889;0.12;8653.988;0.0013;-2973.2411;5.145;95.90467477;0.128;-801.2256000000634;-1230.1056000001263
1027;10.0;53.0;43.0;96.0;-85821.648;5.146;8614.8673;0.0536;258.7369;5.1464;95.907866675;5.524;588.4799999999232;-3267.273600000073
1028;8.0;52.0;44.0;96.0;-86080.385;0.17;8609.413;0.0018;-6392.6529;10.0;95.90758891;0.182;2472.0960000000196;-5080.425599999959
1029;6.0;51.0;45.0;96.0;-79687.732;10.001;8534.6735;0.1042;-3504.3127;10.8442;95.914451705;10.737;5977.939200000081;-7110.1247999999905
1030;4.0;50.0;46.0;96.0;-76183.42;4.194;8490.0207;0.0437;-11671.7741;90.1814;95.918213739;4.502;9440.399999999965;-8989.56480000011
1031;2.0;49.0;47.0;96.0;-64511.645;90.084;8360.2903;0.9384;-8940.0;400.0;95.930743903;96.708;11739.868800000055;-10762.84799999994
1032;0.0;48.0;48.0;96.0;-55572.0;410.0;8259.0;4.0;-17482.0;647.0;95.940341;440.0;15072.0;-12737.58719999995
1033;-2.0;47.0;49.0;96.0;-38090.0;500.0;8069.0;5.0;0.0;0.0;95.959109;537.0;0.0;-16224.0
1034;27.0;62.0;35.0;97.0;-34000.0;400.0;8140.0;4.0;13423.0;420.0;96.963499;429.0;-10185.0;0.0
1035;25.0;61.0;36.0;97.0;-47423.499;130.409;8269.8645;1.3444;11095.646;130.4232;96.949088782;140.0;-9324.784600000099;15312.856499999969
1036;23.0;60.0;37.0;97.0;-58519.145;1.912;8376.1872;0.0197;10061.5295;3.8872;96.937177117;2.052;-8148.921500000011;12725.15840000003
1037;19.0;58.0;39.0;97.0;-76115.455;6.708;8541.4616;0.0692;6821.2382;6.7068;96.918286702;7.201;-6159.77160000002;7882.695300000012
1038;17.0;57.0;40.0;97.0;-82936.693;0.121;8603.7182;0.0013;2666.1038;4.2435;96.910963802;0.13;-3867.7974000000195;5299.1778999999715
1039;15.0;56.0;41.0;97.0;-85602.797;4.244;8623.1384;0.0438;1941.9038;4.2435;96.908101622;4.556;-2335.2652999999627;1762.8779999999097
1040;13.0;55.0;42.0;97.0;-87544.7;0.165;8635.0926;0.0017;-320.264;4.1169;96.906016903;0.176;-1321.9742000000006;-824.4805999999608
1041;11.0;54.0;43.0;97.0;-87224.436;4.118;8623.7254;0.0425;-1103.8722;4.9563;96.90636072;4.42;100.32709999993676;-2278.326300000008
1042;9.0;53.0;44.0;97.0;-86120.564;2.763;8604.2799;0.0285;-3523.0;35.3553;96.907545776;2.965;1630.5020999999015;-4310.80610000004
1043;7.0;52.0;45.0;97.0;-82597.564;35.463;8559.8949;0.3656;-4791.7118;35.7924;96.911327872;38.071;3348.847399999984;-6091.231400000066
1044;5.0;51.0;46.0;97.0;-77805.852;4.844;8502.4303;0.0499;-6901.8255;12.9558;96.916471985;5.2;7124.611199999992;-8248.909100000055
1045;3.0;50.0;47.0;97.0;-70904.027;12.016;8423.2121;0.1239;-10170.0;420.0;96.9238814;12.9;10496.573700000063;-9909.384199999888
1046;1.0;49.0;48.0;97.0;-60734.027;420.172;8310.3013;4.3317;-13344.0;580.0;96.934799343;451.073;13512.22609999992;-11511.901800000087
1047;-1.0;48.0;49.0;97.0;-47390.0;401.0;8165.0;4.0;0.0;0.0;96.949125;430.0;0.0;-14550.0
1048;28.0;63.0;35.0;98.0;-28050.0;400.0;8078.0;4.0;16070.0;500.0;97.969887;429.0;-10388.0;0.0
1049;26.0;62.0;36.0;98.0;-44120.0;300.0;8234.0;3.0;10249.0;300.0;97.952635;322.0;-9493.465800000049;0.0
1050;24.0;61.0;37.0;98.0;-54369.152;16.083;8330.7294;0.1641;12053.2361;16.4029;97.941632317;17.265;-7660.3562000000165;14379.481200000017
1051;20.0;59.0;39.0;98.0;-72288.748;7.919;8497.6162;0.0808;8993.0098;11.5755;97.922394841;8.501;-7037.4486;8694.550200000005
1052;18.0;58.0;40.0;98.0;-81281.757;8.445;8581.3984;0.0862;2242.8547;9.8134;97.912740448;9.065;-5285.13019999992;5899.041399999922
1053;16.0;57.0;41.0;98.0;-83524.612;5.001;8596.3016;0.051;4591.3681;5.0032;97.910332645;5.369;-3193.349599999954;2633.7206000000297
1054;14.0;56.0;42.0;98.0;-88115.98;0.174;8635.1691;0.0018;-1683.7664;3.3768;97.905403609;0.186;-1844.2522000000208;-15.60160000000542
1055;12.0;55.0;43.0;98.0;-86432.214;3.38;8610.0047;0.0345;1792.6575;7.1568;97.907211206;3.628;-476.53480000003765;-1850.4458000000704
1056;10.0;54.0;44.0;98.0;-88224.871;6.463;8620.314;0.0659;-5049.6529;10.0;97.905286709;6.937;1068.2979999999843;-3300.0519999999087
1057;8.0;53.0;45.0;98.0;-83175.219;11.906;8560.8038;0.1215;-1854.2331;12.8161;97.910707734;12.782;2560.769399999892;-5298.22300000002
1058;6.0;52.0;46.0;98.0;-81320.985;4.742;8533.8999;0.0484;-8254.5607;33.0975;97.912698335;5.09;4300.1616000001195;-7400.283800000012
1059;4.0;51.0;47.0;98.0;-73066.425;32.907;8441.6866;0.3358;-5430.0;40.0;97.92155997;35.327;7976.837400000033;-9112.716199999988
1060;2.0;50.0;48.0;98.0;-67636.425;51.797;8378.2953;0.5285;-13730.0;300.0;97.927389315;55.605;11690.939399999977;-10949.089199999937
1061;0.0;49.0;49.0;98.0;-53906.0;304.0;8230.0;3.0;0.0;0.0;97.942129;327.0;15778.0;-12768.449400000056
1062;27.0;63.0;36.0;99.0;-38400.0;400.0;8175.0;4.0;12721.0;400.0;98.958776;429.0;-9391.585499999968;0.0
1063;25.0;62.0;37.0;99.0;-51121.15;4.031;8295.301;0.0407;11397.3767;6.2201;98.94511919;4.327;-8007.733800000082;15374.798999999948
1064;21.0;60.0;39.0;99.0;-70643.73;6.615;8476.6938;0.0668;6972.9398;12.4082;98.924160839;7.101;-6412.012200000143;9950.153399999881
1065;19.0;59.0;40.0;99.0;-77616.67;10.499;8539.225;0.1061;4718.6736;15.9474;98.916675081;11.271;-6384.826799999899;6670.23389999995
1066;17.0;58.0;41.0;99.0;-82335.344;12.004;8578.9859;0.1213;3634.7623;12.0059;98.911609377;12.886;-4371.097500000014;3714.905699999914
1067;15.0;57.0;42.0;99.0;-85970.106;0.229;8607.7982;0.0023;1357.7631;0.8905;98.907707299;0.245;-2702.145600000067;403.9199999999928
1068;13.0;56.0;43.0;99.0;-87327.869;0.908;8613.6105;0.0092;297.5156;0.9453;98.906249681;0.974;-1001.3750999998683;-943.2620999999144
1069;11.0;55.0;44.0;99.0;-87625.385;0.343;8608.7132;0.0035;-2040.8632;19.4529;98.905930284;0.368;438.89670000005935;-2611.5605999999807
1070;9.0;54.0;45.0;99.0;-85584.522;19.451;8580.1959;0.1965;-3401.6603;18.9153;98.908121241;20.881;2009.7990000001282;-4309.420499999875
1071;7.0;53.0;46.0;99.0;-82182.861;5.107;8537.9332;0.0516;-5470.3785;8.0829;98.911773073;5.482;3514.7870999999504;-6568.3233000000055
1072;5.0;52.0;47.0;99.0;-76712.483;6.265;8474.7744;0.0633;-6781.3511;6.4622;98.917645766;6.725;5104.66769999996;-8426.92949999991
1073;3.0;51.0;48.0;99.0;-69931.132;1.584;8398.3734;0.016;-8555.0;298.0;98.924925845;1.7;8719.137900000122;-10301.633099999959
1074;1.0;50.0;49.0;99.0;-61376.0;298.0;8304.0;3.0;-13400.0;500.0;98.93411;320.0;13761.0;-11801.997900000064
1075;-1.0;49.0;50.0;99.0;-47976.0;582.0;8161.0;6.0;0.0;0.0;98.948495;625.0;0.0;-14780.828699999918
1076;28.0;64.0;36.0;100.0;-34470.0;400.0;8134.0;4.0;11796.0;400.0;99.962995;429.0;-10000.0;0.0
1077;26.0;63.0;37.0;100.0;-46265.884;13.124;8244.5085;0.1312;13551.6204;14.8355;99.950331532;14.089;-8622.090000000026;16650.84999999999
1078;22.0;61.0;39.0;100.0;-67321.241;11.179;8439.4151;0.1118;9051.4949;13.8293;99.927727678;12.0;-5820.110000000022;10868.57
1079;20.0;60.0;40.0;100.0;-76372.736;8.143;8522.1066;0.0814;3418.5098;11.3976;99.918010499;8.742;-5929.180000000088;7636.809999999969
1080;18.0;59.0;41.0;100.0;-79791.246;7.976;8548.4683;0.0798;6401.7829;7.9817;99.914340578;8.562;-4783.330000000024;5085.210000000006
1081;16.0;58.0;42.0;100.0;-86193.029;0.301;8604.6626;0.003;-172.0776;1.3704;99.907467982;0.322;-3050.6499999999505;2326.419999999962
1082;14.0;57.0;43.0;100.0;-86020.951;1.351;8595.1184;0.0135;3206.4401;1.376;99.907652715;1.45;-1488.630000000012;-118.32000000013068
1083;12.0;56.0;44.0;100.0;-89227.391;0.342;8619.3593;0.0034;-3636.2612;18.1231;99.90421046;0.367;-95.47000000002299;-1580.9799999999086
1084;10.0;55.0;45.0;100.0;-85591.13;18.125;8575.1732;0.1813;-378.4577;25.2879;99.908114147;19.458;1436.9399999999587;-3483.1500000000233
1085;8.0;54.0;46.0;100.0;-85212.672;17.637;8563.5652;0.1764;-7074.703;18.3319;99.908520438;18.934;2966.529999999875;-5674.880000000121
1086;6.0;53.0;47.0;100.0;-78137.969;5.0;8484.9947;0.05;-3943.374;5.2735;99.916115443;5.367;4330.809999999838;-7580.91000000004
1087;4.0;52.0;48.0;100.0;-74194.595;1.677;8437.7375;0.0168;-10016.4492;2.7945;99.920348829;1.8;5944.21999999995;-9616.240000000107
1088;2.0;51.0;49.0;100.0;-64178.146;2.236;8329.7495;0.0224;-7030.0;240.0;99.931101929;2.4;9974.94999999999;-11193.710000000101
1089;0.0;50.0;50.0;100.0;-57148.146;240.01;8251.626;2.4001;0.0;0.0;99.938648944;257.661;0.0;-12666.929999999957
1090;29.0;65.0;36.0;101.0;-28580.0;500.0;8075.0;5.0;13987.0;501.0;100.969318;537.0;-10100.0;0.0
1091;27.0;64.0;37.0;101.0;-42567.417;20.493;8206.1753;0.2029;12757.4969;22.1781;100.954302;22.0;-9001.695699999867;0.0
1092;23.0;62.0;39.0;101.0;-65054.787;7.08;8413.3305;0.0701;8106.2003;10.9331;100.930160817;7.601;-6399.693299999906;11920.979500000056
1093;21.0;61.0;40.0;101.0;-73160.987;8.332;8485.8439;0.0825;5730.5011;9.1366;100.921458454;8.944;-5391.491100000052;8415.360400000052
1094;19.0;60.0;41.0;101.0;-78891.488;3.749;8534.8355;0.0371;4628.4637;3.7378;100.915306508;4.024;-4459.190400000045;5872.311700000013
1095;17.0;59.0;42.0;101.0;-83519.952;0.308;8572.9159;0.0031;2824.6411;24.0018;100.910337648;0.331;-3523.1122999999297;3402.7808999999597
1096;15.0;58.0;43.0;101.0;-86344.593;24.004;8593.1366;0.2377;1613.52;24.0;100.907305271;25.768;-2067.8639000000876;1429.2207000000144
1097;13.0;57.0;44.0;101.0;-87958.113;0.413;8601.366;0.0041;-545.6846;5.8518;100.905573086;0.443;-742.0672000000159;-649.6521999999277
1098;11.0;56.0;45.0;101.0;-87412.428;5.841;8588.2172;0.0578;-1980.2833;3.9027;100.906158903;6.27;810.1512999998504;-2564.723300000156
1099;9.0;55.0;46.0;101.0;-85432.145;4.588;8560.8644;0.0454;-4097.7606;6.6679;100.908284824;4.925;2316.051200000091;-4832.728799999975
1100;7.0;54.0;47.0;101.0;-81334.384;4.838;8512.5465;0.0479;-5497.9186;5.0625;100.912683951;5.193;3814.982100000014;-6832.589400000024
1101;5.0;53.0;48.0;101.0;-75836.466;1.49;8450.3657;0.0148;-7291.5642;11.7569;100.918586209;1.6;5251.2222999999885;-8844.31749999992
1102;3.0;52.0;49.0;101.0;-68544.901;11.662;8370.426;0.1155;-8239.277;300.2313;100.926414025;12.519;6709.025999999947;-10539.188400000077
1103;1.0;51.0;50.0;101.0;-60305.624;300.005;8281.103;2.9703;0.0;0.0;100.935259252;322.068;12130.402999999915;-11844.310400000126
1104;28.0;65.0;37.0;102.0;-37252.312;82.903;8152.7443;0.8128;14906.9991;106.6347;101.960008;89.0;-9359.948399999961;0.0
1105;24.0;63.0;39.0;102.0;-61172.641;4.081;8371.9172;0.04;10408.7856;9.6618;101.934328471;4.381;-6884.785800000031;12995.687399999995
1106;22.0;62.0;40.0;102.0;-71581.427;8.758;8466.294;0.0859;4716.838;9.053;101.923154181;9.401;-5692.885199999928;9597.465600000036
1107;20.0;61.0;41.0;102.0;-76298.265;2.511;8504.8675;0.0246;7262.6008;8.675;101.918090447;2.695;-4447.281600000017;6676.144800000013
1108;18.0;60.0;42.0;102.0;-83560.866;8.305;8568.3994;0.0814;1012.0557;12.3682;101.910293725;8.916;-3698.8463999999403;4721.86560000011
1109;16.0;59.0;43.0;102.0;-84572.921;9.166;8570.6514;0.0899;4533.5134;9.1646;101.909207239;9.84;-2495.633999999871;2262.67620000002
1110;14.0;58.0;44.0;102.0;-89106.435;0.416;8607.4275;0.0041;-2323.1187;6.396;101.904340312;0.446;-1217.04360000003;282.01980000001276
1111;12.0;57.0;45.0;102.0;-86783.316;6.41;8576.9818;0.0628;1119.647;6.3962;101.906834282;6.88;184.47720000003028;-1849.9331999999813
1112;10.0;56.0;46.0;102.0;-87902.963;0.419;8580.2887;0.0041;-5656.2615;8.1816;101.905632292;0.449;1705.797000000006;-3985.201200000094
1113;8.0;55.0;47.0;102.0;-82246.702;8.171;8517.165;0.0801;-2587.0;8.0;101.911704538;8.771;3281.370600000162;-5916.836399999836
1114;6.0;54.0;48.0;102.0;-79659.702;1.662;8484.1322;0.0163;-8964.8059;4.8654;101.914481797;1.784;4732.259400000075;-8102.1659999999065
1115;4.0;53.0;49.0;102.0;-70694.896;4.573;8388.5719;0.0448;-5760.0;100.0;101.924105911;4.909;5999.884800000094;-9835.125599999843
1116;2.0;52.0;50.0;102.0;-64934.896;100.105;8324.4313;0.9814;-13835.0;412.0;101.930289525;107.466;7426.140599999999;-11557.232399999906
1117;0.0;51.0;51.0;102.0;-51100.0;400.0;8181.0;4.0;0.0;0.0;101.945142;429.0;0.0;-15172.44899999999
1118;29.0;66.0;37.0;103.0;-33160.0;400.0;8112.0;4.0;14120.0;447.0;102.964401;429.0;-9700.055900000081;0.0
1119;25.0;64.0;39.0;103.0;-58457.034;11.206;8342.6336;0.1088;9351.96;14.513;102.937243796;12.029;-7281.780700000085;14055.204899999837
1120;23.0;63.0;40.0;103.0;-67808.993;9.223;8425.8337;0.0895;7219.674;10.027;102.927204054;9.9;-6181.050600000064;10412.537799999995
1121;21.0;62.0;41.0;103.0;-75028.667;3.935;8488.332;0.0382;5925.6639;10.027;102.919453416;4.224;-4789.860499999886;7725.1545000000315
1122;19.0;61.0;42.0;103.0;-80954.331;9.223;8538.2672;0.0895;3649.5889;13.4648;102.913091954;9.9;-3568.8160999999727;5399.599900000039
1123;17.0;60.0;43.0;103.0;-84603.92;9.81;8566.1045;0.0952;2663.2474;9.8086;102.90917396;10.531;-2784.3063000000366;3220.707000000024
1124;15.0;59.0;44.0;103.0;-87267.168;0.441;8584.3656;0.0043;764.5378;2.2598;102.906314846;0.473;-1751.0412000000833;1179.3190999999188
1125;13.0;58.0;45.0;103.0;-88031.705;2.301;8584.1927;0.0223;-574.7252;2.3928;102.905494081;2.47;-414.52349999995204;-921.2217000000219
1126;11.0;57.0;46.0;103.0;-87456.98;0.878;8571.0173;0.0085;-2654.2778;4.1916;102.906111074;0.942;1045.748699999911;-3125.9161000000477
1127;9.0;56.0;47.0;103.0;-84802.702;4.099;8537.652;0.0398;-4151.0761;4.4806;102.908960558;4.4;2585.8664999999655;-5208.215599999907
1128;7.0;55.0;48.0;103.0;-80651.626;1.811;8489.7547;0.0176;-6019.2293;9.1242;102.913416922;1.943;4057.066999999919;-7324.299100000091
1129;5.0;54.0;49.0;103.0;-74632.397;8.98;8423.7199;0.0872;-7540.0;100.0;102.91987883;9.64;5489.271700000059;-9149.139800000034
1130;3.0;53.0;50.0;103.0;-67092.0;100.0;8343.0;1.0;-10422.0;316.0;102.927973;108.0;6375.391000000087;-11058.66710000003
1131;1.0;52.0;51.0;103.0;-56670.0;300.0;8234.0;3.0;0.0;0.0;102.939162;322.0;0.0;-14051.877999999946
1132;30.0;67.0;37.0;104.0;-27450.0;500.0;8057.0;5.0;16310.0;583.0;103.970531;537.0;-9957.40720000003;0.0
1133;26.0;65.0;39.0;104.0;-54080.0;200.0;8298.0;2.0;11638.0;200.0;103.941943;215.0;-7687.388799999986;15106.59279999997
1134;24.0;64.0;40.0;104.0;-65717.66;9.316;8402.3159;0.0896;6093.3367;9.4851;103.929449193;10.0;-6653.722400000028;11553.838400000037
1135;22.0;63.0;41.0;104.0;-71810.997;1.784;8453.3832;0.0172;8532.7512;9.0879;103.922907728;1.915;-5354.367200000008;8472.464000000036
1136;20.0;62.0;42.0;104.0;-80343.748;8.911;8527.9063;0.0857;2155.2212;24.1665;103.913747443;9.566;-4211.282399999967;6407.679200000071
1137;18.0;61.0;43.0;104.0;-82498.969;24.886;8541.107;0.2393;5596.7945;24.937;103.911433718;26.716;-3072.6176000000705;3768.9079999999667
1138;16.0;60.0;44.0;104.0;-88095.763;2.498;8587.3998;0.024;-1136.4195;3.3643;103.905425312;2.682;-2082.880800000057;1976.041599999895
1139;14.0;59.0;45.0;104.0;-86959.344;2.303;8568.9501;0.0221;2435.7789;2.6595;103.906645309;2.471;-835.2967999999528;-176.93520000006538
1140;12.0;58.0;46.0;104.0;-89395.123;1.336;8584.8485;0.0129;-4278.6529;4.0;103.904030393;1.434;474.21920000009413;-2348.2159999999712
1141;10.0;57.0;47.0;104.0;-85116.47;4.217;8536.185;0.0406;-1148.0787;4.537;103.908623715;4.527;1978.0799999998562;-4242.867200000008
1142;8.0;56.0;48.0;104.0;-83968.391;1.673;8517.6232;0.0161;-7785.7166;6.0127;103.909856228;1.795;3483.0639999999985;-6517.211999999912
1143;6.0;55.0;49.0;104.0;-76182.675;5.775;8435.238;0.0555;-4555.6174;8.1461;103.918214538;6.2;4853.274399999849;-8520.408000000156
1144;4.0;54.0;50.0;104.0;-71627.057;5.745;8383.9114;0.0552;-12332.0;102.0;103.923105195;6.167;6185.93040000007;-10422.963199999911
1145;2.0;53.0;51.0;104.0;-59295.0;101.0;8258.0;1.0;-9668.0;333.0;103.936344;109.0;8008.0;-13579.477600000086
1146;0.0;52.0;52.0;104.0;-49626.831;317.609;8157.3256;3.0539;0.0;0.0;103.946723408;340.967;0.0;-17378.992800000007
1147;27.0;66.0;39.0;105.0;-50570.0;400.0;8262.0;4.0;10888.0;400.0;104.945711;429.0;-8466.527999999917;15750.0
1148;25.0;65.0;40.0;105.0;-61458.274;12.11;8358.598;0.1153;8457.2728;12.7625;104.934021832;13.0;-7059.748499999923;12242.789999999995
1149;23.0;64.0;41.0;105.0;-69915.547;4.028;8431.6925;0.0384;7415.2411;9.9106;104.924942577;4.324;-5947.147500000119;9351.1845
1150;21.0;63.0;42.0;105.0;-77330.788;9.055;8494.863;0.0862;4955.5157;35.0307;104.916981989;9.721;-4557.44100000009;7248.076500000016
1151;19.0;62.0;43.0;105.0;-82286.303;35.263;8534.6074;0.3358;3648.2396;35.2787;104.911662024;37.856;-3307.1954999998616;4858.917000000047
1152;17.0;61.0;44.0;105.0;-85934.543;2.499;8561.9016;0.0238;1916.7271;2.8508;104.907745478;2.683;-2358.719999999994;2481.6119999998955
1153;15.0;60.0;45.0;105.0;-87851.27;2.502;8572.7053;0.0238;566.6347;2.3459;104.905687787;2.685;-1206.1769999999979;693.0840000000171
1154;13.0;59.0;46.0;105.0;-88417.905;1.138;8570.6509;0.0108;-1347.0564;4.6695;104.905079479;1.222;-38.47199999989243;-1440.043499999856
1155;11.0;58.0;47.0;105.0;-87070.848;4.544;8550.3708;0.0433;-2736.9989;4.3618;104.906525604;4.877;1335.4740000000584;-3551.2994999998955
1156;9.0;57.0;48.0;105.0;-84333.849;1.392;8516.8532;0.0133;-4693.2673;10.3405;104.909463893;1.494;2845.342500000006;-5687.230499999996
1157;7.0;56.0;49.0;105.0;-79640.582;10.246;8464.7045;0.0976;-6302.5807;10.9891;104.914502322;11.0;4303.382999999976;-7659.487500000023
1158;5.0;55.0;50.0;105.0;-73338.001;3.971;8397.229;0.0378;-9322.5103;22.1849;104.921268421;4.263;5694.044999999933;-9715.198500000015
1159;3.0;54.0;51.0;105.0;-64015.491;21.827;8300.9923;0.2079;-11203.9825;300.8126;104.931276547;23.431;7034.191499999988;-12886.398000000017
1160;1.0;53.0;52.0;105.0;-52811.509;300.02;8186.8368;2.8573;0.0;0.0;104.943304516;322.084;0.0;-16397.135999999995
1161;28.0;67.0;39.0;106.0;-45790.0;500.0;8215.0;5.0;12959.0;539.0;105.950842;537.0;-8798.0;16748.0
1162;26.0;66.0;40.0;106.0;-58749.0;200.0;8330.0;2.0;7453.0;200.0;105.93693;215.0;-7665.485399999958;13144.0
1163;24.0;65.0;41.0;106.0;-66202.678;1.416;8393.2657;0.0134;9925.3249;9.2388;105.928928505;1.52;-6372.455000000031;10098.164199999992
1164;22.0;64.0;42.0;106.0;-76128.003;9.13;8479.5202;0.0861;3648.2494;15.2778;105.918273231;9.801;-5128.92659999997;8183.655800000131
1165;20.0;63.0;43.0;106.0;-79776.253;12.25;8506.557;0.1156;6547.0;11.0;105.914356674;13.15;-3662.299999999923;5636.422800000051
1166;18.0;62.0;44.0;106.0;-86323.253;5.391;8560.9406;0.0509;39.4038;0.2121;105.907328181;5.787;-2804.6751999999287;3501.635799999931
1167;16.0;61.0;45.0;106.0;-86362.656;5.39;8553.9317;0.0508;3544.8865;5.3348;105.907285879;5.786;-1591.9504000000888;1359.4181999999164
1168;14.0;60.0;46.0;106.0;-89907.543;1.106;8579.9934;0.0104;-2965.1434;2.8172;105.903480287;1.186;-514.6406000000716;-785.078399999984
1169;12.0;59.0;47.0;106.0;-86942.399;3.016;8544.6397;0.0285;189.7534;2.819;105.906663499;3.237;896.1982000000244;-2576.902400000032
1170;10.0;58.0;48.0;106.0;-87132.153;1.104;8539.0492;0.0104;-6524.0031;12.1765;105.906459791;1.184;2271.1559999999445;-4854.725800000062
1171;8.0;57.0;49.0;106.0;-80608.15;12.226;8470.1213;0.1153;-3254.4521;13.2439;105.913463596;13.125;3697.6298000001407;-7002.752199999872
1172;6.0;56.0;50.0;106.0;-77353.698;5.091;8432.0383;0.048;-10880.3964;9.0249;105.916957394;5.465;5101.451399999925;-9071.999399999982
1173;4.0;55.0;51.0;106.0;-66473.301;7.452;8322.0124;0.0703;-8253.5423;100.8163;105.928637979;8.0;6785.314399999959;-12001.913599999974
