;N-Z;N;Z;A;Mass_excess;ME_unc;BE/A;BE/A_unc;Beta_decay_Energy;BDE_unc;Atomic_Mass;AM_unc;S2n;S2z
1423;29.0;76.0;47.0;123.0;-69568.581;32.602;8337.9707;0.2651;7845.6026;32.7136;122.92531506;35.0;-5456.267699999935;11405.912999999971
1424;27.0;75.0;48.0;123.0;-77414.183;2.696;8395.3955;0.0219;6014.8503;19.898;122.91689246;2.894;-4379.009099999908;9168.063300000169
1425;25.0;74.0;49.0;123.0;-83429.034;19.832;8437.9362;0.1612;4385.6489;19.8392;122.910435252;21.29;-3190.681500000075;6839.488800000096
1426;23.0;73.0;50.0;123.0;-87814.683;2.479;8467.2313;0.0202;1408.2079;2.4203;122.905727065;2.661;-2209.7073000001546;4456.79429999996
1427;21.0;72.0;51.0;123.0;-89222.89;1.356;8472.3196;0.011;-51.9128;0.0661;122.904215292;1.456;-1197.7493999998733;1038.476700000001
1428;19.0;71.0;52.0;123.0;-89170.978;1.355;8465.537;0.011;-1228.3898;3.4448;122.904271022;1.454;-163.23330000005262;-2418.1062000000566
1429;17.0;70.0;53.0;123.0;-87942.588;3.686;8449.1896;0.03;-2694.3302;9.6829;122.905589753;3.956;956.755500000043;-4042.7393999999986
1430;13.0;68.0;55.0;123.0;-81043.657;12.109;8380.3796;0.0985;-5388.6934;17.1253;122.91299606;13.0;3378.1212000000924;-7506.874499999894
1431;11.0;67.0;56.0;123.0;-75654.963;12.109;8330.2086;0.0985;-7004.0;196.0;122.91878106;13.0;4464.936900000097;-9055.751999999975
1432;9.0;66.0;57.0;123.0;-68651.0;196.0;8267.0;2.0;-8365.0;357.0;122.9263;210.0;6150.0;-10567.569599999933
1433;7.0;65.0;58.0;123.0;-60286.0;298.0;8193.0;2.0;-10056.0;499.0;122.93528;320.0;7503.0;-12411.720899999895
1434;5.0;64.0;59.0;123.0;-50230.0;400.0;8104.0;3.0;0.0;0.0;122.946076;429.0;8733.0;-13899.0
1435;36.0;80.0;44.0;124.0;-33590.0;600.0;8065.0;5.0;11120.0;721.0;123.96394;644.0;-8308.0;0.0
1436;34.0;79.0;45.0;124.0;-44710.0;400.0;8148.0;3.0;13690.0;500.0;123.952002;429.0;-7440.0;16988.0
1437;32.0;78.0;46.0;124.0;-58400.0;300.0;8252.0;2.0;7830.0;391.0;123.937305;322.0;-6692.962000000058;14880.0
1438;30.0;77.0;47.0;124.0;-66229.951;251.503;8308.8958;2.0283;10469.4858;251.5169;123.928899227;270.0;-5439.049199999885;12511.07920000003
1439;28.0;76.0;48.0;124.0;-76699.436;2.609;8387.0179;0.021;4168.342;30.5355;123.917659772;2.8;-4618.851199999925;10049.257600000034
1440;26.0;75.0;49.0;124.0;-80867.778;30.561;8414.3243;0.2465;7363.697;30.5668;123.913184873;32.808;-3445.166400000082;7634.084800000113
1441;24.0;74.0;50.0;124.0;-88231.475;1.314;8467.3997;0.0106;-612.4067;0.4101;123.905279619;1.41;-2541.640400000062;5348.4919999999765
1442;22.0;73.0;51.0;124.0;-87619.069;1.358;8456.1517;0.011;2905.073;0.1317;123.905937065;1.457;-1509.1420000000217;1741.4311999999336
1443;20.0;72.0;52.0;124.0;-90524.142;1.352;8473.2705;0.0109;-3159.587;1.8593;123.902818341;1.451;-602.7639999998719;-1813.6611999999877
1444;18.0;71.0;53.0;124.0;-87364.555;2.299;8441.4807;0.0185;302.8501;1.8639;123.906210297;2.467;553.8832000000184;-3328.346000000056
1445;14.0;69.0;55.0;124.0;-81741.06;9.151;8383.5114;0.0738;-2651.2748;15.4894;123.912247366;9.823;3020.6275999999343;-6634.310000000063
1446;12.0;68.0;56.0;124.0;-79089.786;12.497;8355.8209;0.1008;-8831.1685;58.0305;123.915093627;13.416;3975.960800000088;-8536.59399999988
1447;10.0;67.0;57.0;124.0;-70258.617;56.669;8278.2926;0.457;-5343.0;303.0;123.924574275;60.836;5368.282400000084;-10026.503599999909
1448;8.0;66.0;58.0;124.0;-64916.0;298.0;8229.0;2.0;-11765.0;499.0;123.93031;320.0;6820.0;-11749.830799999989
1449;6.0;65.0;59.0;124.0;-53151.0;401.0;8128.0;3.0;-8321.0;641.0;123.94294;430.0;8432.0;-13268.0
1450;4.0;64.0;60.0;124.0;-44830.0;500.0;8054.0;4.0;0.0;0.0;123.951873;537.0;0.0;-14880.0
1451;37.0;81.0;44.0;125.0;-28370.0;300.0;8023.0;2.0;13460.0;583.0;124.969544;322.0;-8250.0;0.0
1452;35.0;80.0;45.0;125.0;-41830.0;500.0;8124.0;4.0;12130.0;640.0;124.955094;537.0;-7625.0;0.0
1453;33.0;79.0;46.0;125.0;-53960.0;400.0;8215.0;3.0;10560.0;589.0;124.942072;429.0;-6878.975000000082;15750.0
1454;31.0;78.0;47.0;125.0;-64519.939;433.145;8293.3151;3.4652;8828.1511;433.1544;124.930735;465.0;-5581.950000000006;13539.387499999975
1455;29.0;77.0;48.0;125.0;-73348.09;2.888;8357.6815;0.0231;7064.2177;3.3869;124.92125759;3.1;-4714.249999999993;10956.212499999992
1456;27.0;76.0;49.0;125.0;-80412.308;1.77;8407.9365;0.0142;5481.3495;2.2131;124.913673841;1.9;-3749.962500000038;8745.724999999993
1457;25.0;75.0;50.0;125.0;-85893.657;1.329;8445.5285;0.0106;2361.4366;2.1661;124.90778937;1.426;-2712.8499999998894;6266.624999999976
1458;23.0;74.0;51.0;125.0;-88255.094;2.515;8458.1612;0.0201;766.7;2.1213;124.905254264;2.7;-1769.800000000032;2528.1250000000455
1459;21.0;73.0;52.0;125.0;-89021.794;1.352;8458.0361;0.0108;-185.77;0.06;124.904431178;1.451;-937.6125000001139;-1149.4000000000142
1460;19.0;72.0;53.0;125.0;-88836.024;1.353;8450.2911;0.0108;-1636.6632;0.4259;124.90463061;1.452;137.68750000008367;-2753.5625000000437
1461;15.0;70.0;55.0;125.0;-84089.742;7.736;8399.8033;0.0619;-4420.7663;13.4415;124.909725953;8.304;2427.9624999999214;-6173.287500000015
1462;13.0;69.0;56.0;125.0;-79668.976;10.992;8358.1784;0.0879;-5909.4836;27.6308;124.91447184;11.8;3496.225000000095;-7843.187499999885
1463;11.0;68.0;57.0;125.0;-73759.492;25.997;8304.6438;0.208;-7102.0;197.0;124.920815931;27.909;4705.4749999999785;-9466.975000000048
1464;9.0;67.0;58.0;125.0;-66658.0;196.0;8242.0;2.0;-8587.0;358.0;124.92844;210.0;6125.0;-11026.074999999992
1465;7.0;66.0;59.0;125.0;-58070.0;300.0;8167.0;2.0;-10001.0;500.0;124.937659;322.0;7875.0;-12500.0
1466;5.0;65.0;60.0;125.0;-48070.0;400.0;8080.0;3.0;0.0;0.0;124.948395;429.0;0.0;-14125.0
1467;36.0;81.0;45.0;126.0;-37200.0;500.0;8087.0;4.0;14590.0;640.0;125.960064;537.0;-7686.0;0.0
1468;34.0;80.0;46.0;126.0;-51790.0;400.0;8197.0;3.0;8930.0;447.0;125.944401;429.0;-6930.0;16632.0
1469;32.0;79.0;47.0;126.0;-60720.0;200.0;8261.0;2.0;11535.0;200.0;125.934814;215.0;-6034.87080000003;14238.0
1470;30.0;78.0;48.0;126.0;-72255.727;2.304;8346.7393;0.0183;5553.65;4.7831;125.92243029;2.473;-5075.103600000184;11937.151799999909
1471;28.0;77.0;49.0;126.0;-77809.377;4.192;8384.6067;0.0333;8205.7585;11.4802;125.916468202;4.5;-3744.4175999999934;9539.573400000005
1472;26.0;76.0;50.0;126.0;-86015.135;10.688;8443.5227;0.0848;378.0;30.0;125.907658958;11.473;-3008.5020000000513;7119.604799999848
1473;24.0;75.0;51.0;126.0;-86393.135;31.847;8440.3136;0.2528;3671.0321;31.8223;125.907253158;34.189;-1995.600600000107;3274.6517999999087
1474;22.0;74.0;52.0;126.0;-90064.168;1.354;8463.2397;0.0107;-2153.6712;3.6717;125.903312144;1.453;-1263.8808000000572;-524.1599999999817
1475;20.0;73.0;53.0;126.0;-87910.496;3.778;8439.9379;0.03;1235.8904;3.7779;125.905624205;4.055;-194.39279999990686;-2042.9387999999417
1476;16.0;71.0;55.0;126.0;-84350.683;10.359;8399.2673;0.0822;-1680.7697;16.2322;125.909445821;11.12;1985.243400000014;-5318.888400000069
1477;14.0;70.0;56.0;126.0;-82669.913;12.497;8379.7187;0.0992;-7696.4376;91.3663;125.911250202;13.416;3011.122799999852;-7294.782599999966
1478;12.0;69.0;57.0;126.0;-74973.476;90.508;8312.4268;0.7183;-4152.9106;94.7235;125.919512667;97.163;4300.909199999824;-8956.659600000017
1479;10.0;68.0;58.0;126.0;-70820.565;27.945;8273.2581;0.2218;-10497.0;198.0;125.923971;30.0;5576.520599999887;-10402.912800000191
1480;8.0;67.0;59.0;126.0;-60324.0;196.0;8184.0;2.0;-6943.0;358.0;125.93524;210.0;7056.0;-11880.867600000085
1481;6.0;66.0;60.0;126.0;-53380.0;300.0;8122.0;2.0;-13631.0;583.0;125.942694;322.0;8568.0;-13482.0
1482;4.0;65.0;61.0;126.0;-39750.0;500.0;8008.0;4.0;0.0;0.0;125.957327;537.0;0.0;-15120.0
1483;37.0;82.0;45.0;127.0;-33730.0;600.0;8060.0;5.0;13490.0;781.0;126.963789;644.0;-8128.0;0.0
1484;35.0;81.0;46.0;127.0;-47220.0;500.0;8160.0;4.0;11429.0;539.0;126.949307;537.0;-6985.0;17399.0
1485;33.0;80.0;47.0;127.0;-58650.0;200.0;8244.0;2.0;10092.0;200.0;126.937037;215.0;-6263.017699999975;15240.0
1486;31.0;79.0;48.0;127.0;-68741.199;6.2;8316.8971;0.0488;8138.6978;11.7675;126.926203291;6.656;-5179.618800000058;12940.931700000017
1487;29.0;78.0;49.0;127.0;-76879.897;10.001;8374.8212;0.0788;6589.681;12.026;126.91746604;10.736;-4205.643099999934;10351.274700000065
1488;27.0;77.0;50.0;127.0;-83469.578;9.226;8420.5482;0.0726;3228.716;10.1668;126.910391726;9.904;-3172.498100000137;7984.070899999831
1489;25.0;76.0;51.0;127.0;-86698.294;5.083;8439.811;0.04;1582.203;4.9102;126.906925557;5.457;-2330.4754000000976;4048.061499999987
1490;23.0;75.0;52.0;127.0;-88280.497;1.365;8446.109;0.0108;702.7199;3.5652;126.905226993;1.465;-1514.7416999998695;73.7235000000037
1491;21.0;74.0;53.0;127.0;-88983.217;3.621;8445.482;0.0285;-662.3336;2.0442;126.904472592;3.887;-610.7557000000506;-1610.2584000000625
1492;17.0;72.0;55.0;127.0;-86240.027;5.578;8411.5617;0.0439;-3422.0719;12.6525;126.907417527;5.987;1493.3168000000787;-4918.633800000021
1493;15.0;71.0;56.0;127.0;-82817.955;11.357;8378.456;0.0894;-4921.8386;27.7403;126.911091272;12.192;2575.2551999999287;-6665.341000000022
1494;13.0;70.0;57.0;127.0;-77896.116;26.0;8333.5412;0.2047;-5916.7727;38.8567;126.916375083;27.912;3669.969799999979;-8415.28669999999
1495;11.0;69.0;58.0;127.0;-71979.344;28.876;8280.7922;0.2274;-7436.0;198.0;126.922727;31.0;4926.609399999983;-9828.047400000105
1496;9.0;68.0;59.0;127.0;-64543.0;196.0;8216.0;2.0;-8633.0;358.0;126.93071;210.0;6223.0;-11257.762599999978
1497;7.0;67.0;60.0;127.0;-55910.0;300.0;8142.0;2.0;-10600.0;500.0;126.939978;322.0;7874.0;-12700.0
1498;5.0;66.0;61.0;127.0;-45310.0;400.0;8052.0;3.0;0.0;0.0;126.951358;429.0;0.0;-14605.0
1499;38.0;83.0;45.0;128.0;-27340.0;300.0;8010.0;2.0;17050.0;583.0;127.970649;322.0;-9856.0;0.0
1500;36.0;82.0;46.0;128.0;-44390.0;500.0;8137.0;4.0;10320.0;583.0;127.952345;537.0;-7680.0;0.0
1501;34.0;81.0;47.0;128.0;-54710.0;300.0;8211.0;2.0;12528.0;300.0;127.941266;322.0;-6400.0;15872.0
1502;32.0;80.0;48.0;128.0;-67238.245;6.432;8303.2367;0.0503;6951.8716;6.5665;127.927816778;6.905;-5568.332799999975;13598.297599999933
1503;30.0;79.0;49.0;128.0;-74190.117;1.322;8351.4361;0.0103;9171.3131;17.7194;127.920353637;1.419;-4245.836799999932;11575.820800000103
1504;28.0;78.0;50.0;128.0;-83361.43;17.682;8416.9749;0.1381;1268.4219;13.3175;127.910507828;18.982;-3398.1184000000358;8990.156799999997
1505;26.0;77.0;51.0;128.0;-84629.852;18.788;8420.7724;0.1468;4363.9419;18.7862;127.909146121;20.169;-2501.273599999957;4629.209599999944
1506;24.0;76.0;52.0;128.0;-88993.794;0.706;8448.7536;0.0055;-1255.7634;3.6807;127.904461237;0.758;-1854.22080000001;669.5552000000607
1507;22.0;75.0;53.0;128.0;-87738.03;3.621;8432.8309;0.0283;2122.5041;3.6211;127.905809355;3.887;-909.6959999999963;-957.7855999998283
1508;18.0;73.0;55.0;128.0;-85931.773;5.376;8406.4953;0.042;-562.6171;5.6122;127.907748452;5.771;925.1840000001248;-4280.65280000004
1509;16.0;72.0;56.0;128.0;-85369.156;1.61;8395.9878;0.0126;-6743.7167;54.4716;127.908352446;1.728;2082.444800000172;-6086.361599999946
1510;14.0;71.0;57.0;128.0;-78625.439;54.448;8337.1904;0.4254;-3091.5136;61.2003;127.915592123;58.452;3169.7408000000287;-7945.843200000003
1511;12.0;70.0;58.0;128.0;-75533.925;27.945;8306.9259;0.2183;-9203.1617;40.8585;127.918911;30.0;4309.478400000138;-9317.478399999905
1512;10.0;69.0;59.0;128.0;-66330.764;29.808;8228.9141;0.2329;-5800.0;202.0;127.928791;32.0;5749.004799999995;-10689.625599999912
1513;8.0;68.0;60.0;128.0;-60530.0;200.0;8177.0;2.0;-12311.0;361.0;127.935018;215.0;7040.0;-12321.036799999885
1514;6.0;67.0;61.0;128.0;-48220.0;300.0;8075.0;2.0;-9070.0;583.0;127.948234;322.0;8576.0;-13952.0
1515;4.0;66.0;62.0;128.0;-39150.0;500.0;7998.0;4.0;0.0;0.0;127.957971;537.0;0.0;-15872.0
1516;37.0;83.0;46.0;129.0;-37880.0;600.0;8086.0;5.0;13990.0;721.0;128.959334;644.0;-9546.0;0.0
1517;35.0;82.0;47.0;129.0;-51870.0;400.0;8188.0;3.0;11252.0;400.0;128.944315;429.0;-7224.0;16512.0
1518;33.0;81.0;48.0;129.0;-63122.142;5.31;8269.5311;0.0412;9712.7471;5.6637;128.932235597;5.7;-6110.213999999998;14129.51190000002
1519;31.0;80.0;49.0;129.0;-72834.889;1.971;8338.759;0.0153;7755.7081;17.2376;128.921808534;2.116;-4652.023800000039;12223.911000000002
1520;29.0;79.0;50.0;129.0;-80590.597;17.27;8392.8161;0.1339;4038.7874;27.3634;128.91348244;18.54;-3577.440899999905;9793.550999999983
1521;27.0;78.0;51.0;129.0;-84629.384;21.225;8418.0598;0.1645;2375.5;21.2132;128.909146623;22.786;-2805.904799999844;5577.779400000076
1522;25.0;77.0;52.0;129.0;-87004.884;0.711;8430.4098;0.0055;1502.2919;3.1358;128.906596419;0.763;-2025.1968000001198;1272.1464000000233
1523;23.0;76.0;53.0;129.0;-88507.176;3.153;8435.9908;0.0244;188.8936;3.1534;128.904983643;3.385;-1224.3648000000503;-492.80580000001464
1524;19.0;74.0;55.0;129.0;-87499.05;4.553;8416.0465;0.0353;-2438.1843;10.5627;128.90606591;4.888;578.5392000000229;-3797.1794999999474
1525;17.0;73.0;56.0;129.0;-85060.866;10.504;8391.0811;0.0814;-3737.3247;21.628;128.908683409;11.276;1628.6378999999088;-5550.289499999966
1526;15.0;72.0;57.0;129.0;-81323.541;21.343;8356.0449;0.1655;-5036.037;35.1633;128.912695592;22.913;2902.977300000144;-7161.667199999925
1527;13.0;71.0;58.0;129.0;-76287.504;27.945;8310.9411;0.2166;-6513.9383;40.8585;128.918102;30.0;3889.208100000018;-8709.422100000016
1528;11.0;70.0;59.0;129.0;-69773.566;29.808;8254.3808;0.2311;-7399.0;204.0;128.925095;32.0;4951.1232000001055;-10211.691599999851
1529;9.0;69.0;60.0;129.0;-62375.0;202.0;8191.0;2.0;-9195.0;362.0;128.933038;217.0;6321.0;-11583.193799999983
1530;7.0;68.0;61.0;129.0;-53180.0;300.0;8114.0;2.0;-10850.0;583.0;128.942909;322.0;7998.0;-13158.0
1531;5.0;67.0;62.0;129.0;-42330.0;500.0;8023.0;4.0;0.0;0.0;128.954557;537.0;0.0;-15351.0
1532;38.0;84.0;46.0;130.0;-32730.0;300.0;8046.0;2.0;13168.0;520.0;129.964863;322.0;-11830.0;0.0
1533;36.0;83.0;47.0;130.0;-45898.0;424.0;8142.0;3.0;15220.0;425.0;129.950727;455.0;-8970.0;17160.0
1534;34.0;82.0;48.0;130.0;-61117.597;22.356;8252.5868;0.172;8788.9322;22.4274;129.934387563;24.0;-6584.487000000045;15026.283999999887
1535;32.0;81.0;49.0;130.0;-69906.53;1.79;8314.176;0.0138;10225.687;2.5905;129.924952257;1.921;-4843.813000000173;13412.879999999932
1536;30.0;80.0;50.0;130.0;-80132.217;1.873;8386.817;0.0144;2153.4702;14.1129;129.913974531;2.01;-3920.52700000002;10865.438999999951
1537;28.0;79.0;51.0;130.0;-82285.687;14.212;8397.3641;0.1093;5067.2728;14.2124;129.911662686;15.257;-3043.0789999998888;5970.639999999985
1538;26.0;78.0;52.0;130.0;-87352.96;0.011;8430.3251;0.0003;-416.7716;3.1537;129.906222745;0.011;-2395.704999999998;1735.5260000000999
1539;24.0;77.0;53.0;130.0;-86936.188;3.154;8421.1011;0.0243;2944.2864;3.1537;129.906670168;3.385;-1524.8740000001271;42.731000000003405
1540;20.0;75.0;55.0;130.0;-86899.754;8.357;8408.7848;0.0643;357.0219;8.3617;129.906709281;8.971;297.6349999998638;-3125.9930000001805
1541;18.0;74.0;56.0;130.0;-87256.776;0.287;8405.513;0.0022;-5629.4021;25.9477;129.906326002;0.308;1238.2760000000053;-4912.414000000008
1542;16.0;73.0;57.0;130.0;-81627.374;25.946;8356.1919;0.1996;-2204.4611;38.1328;129.912369413;27.854;2470.1950000000397;-6539.44200000009
1543;14.0;72.0;58.0;130.0;-79422.913;27.945;8333.2164;0.215;-8247.4488;70.0853;129.914736;30.0;3417.7649999998903;-8160.282000000188
1544;12.0;71.0;59.0;130.0;-71175.464;64.273;8263.7565;0.4944;-4579.225;70.0853;129.92359;69.0;4529.511999999941;-9546.407
1545;10.0;70.0;60.0;130.0;-66596.239;27.945;8222.5136;0.215;-11127.0;202.0;129.928506;30.0;5916.768000000029;-10973.598999999995
1546;8.0;69.0;61.0;130.0;-55470.0;200.0;8131.0;2.0;-7770.0;447.0;129.940451;215.0;7280.0;-12728.832999999995
1547;6.0;68.0;62.0;130.0;-47700.0;400.0;8065.0;3.0;-14187.0;671.0;129.948792;429.0;8710.0;-14560.0
1548;4.0;67.0;63.0;130.0;-33513.0;539.0;7950.0;4.0;0.0;0.0;129.964022;578.0;0.0;-16250.0
1549;39.0;85.0;46.0;131.0;-25740.0;300.0;7993.0;2.0;15010.0;583.0;130.972367;322.0;-12183.0;0.0
1550;37.0;84.0;47.0;131.0;-40750.0;500.0;8102.0;4.0;14462.0;501.0;130.956253;537.0;-11266.0;0.0
1551;35.0;83.0;48.0;131.0;-55211.76;19.238;8206.1204;0.1469;12812.6089;19.3644;130.94072774;20.653;-8306.801700000047;15735.772399999973
1552;33.0;82.0;49.0;131.0;-68024.369;2.205;8297.9544;0.0168;9240.2095;4.2397;130.926972839;2.367;-5345.402599999932;14404.02640000007
1553;31.0;81.0;50.0;131.0;-77264.579;3.621;8362.5183;0.0276;4716.8328;3.9621;130.917053067;3.887;-3969.0118000000366;12181.323199999944
1554;29.0;80.0;51.0;131.0;-81981.412;2.084;8392.5525;0.0159;3229.6099;2.0845;130.911989339;2.236;-3341.456300000147;7046.9484999999695
1555;27.0;79.0;52.0;131.0;-85211.022;0.061;8411.2339;0.0005;2231.7057;0.6077;130.90852221;0.065;-2512.042900000024;2412.731799999903
1556;25.0;78.0;53.0;131.0;-87442.727;0.605;8422.2977;0.0046;970.8477;0.6046;130.906126375;0.649;-1793.7961000000541;555.1648999997724
1557;21.0;76.0;55.0;131.0;-88055.574;0.177;8415.0317;0.0014;-1376.6158;0.4515;130.905468457;0.19;-132.93880000010904;-2745.6421000000046
1558;19.0;75.0;56.0;131.0;-86678.958;0.415;8398.5511;0.0032;-2909.6936;27.9479;130.906946315;0.445;978.5700000001525;-4301.948299999953
1559;17.0;74.0;57.0;131.0;-83769.265;27.945;8370.3676;0.2133;-4060.8167;43.0918;130.91007;30.0;1876.2736999998433;-5983.935900000104
1560;15.0;73.0;58.0;131.0;-79708.448;32.802;8333.3969;0.2504;-5407.7842;55.4462;130.914429465;35.214;2941.709799999964;-7556.63019999996
1561;13.0;72.0;59.0;131.0;-74300.664;46.995;8286.1439;0.3587;-6532.6235;53.0809;130.92023496;50.451;4160.966099999778;-9157.031000000217
1562;11.0;71.0;60.0;131.0;-67768.04;27.517;8230.3045;0.2101;-7998.0;202.0;130.92724802;29.541;5148.889500000025;-10563.394599999976
1563;9.0;70.0;61.0;131.0;-59770.0;200.0;8163.0;2.0;-9490.0;447.0;130.935834;215.0;6419.0;-11970.884800000107
1564;7.0;69.0;62.0;131.0;-50280.0;400.0;8085.0;3.0;-10816.0;565.0;130.946022;429.0;8122.0;-13886.0
1565;5.0;68.0;63.0;131.0;-39464.0;400.0;7996.0;3.0;0.0;0.0;130.957634;429.0;0.0;-15458.0
1566;38.0;85.0;47.0;132.0;-34400.0;500.0;8053.0;4.0;16065.0;504.0;131.96307;537.0;-11748.0;0.0
1567;36.0;84.0;48.0;132.0;-50465.429;60.068;8169.1421;0.4551;11946.1243;84.9236;131.945823136;64.485;-11014.700399999881;16254.757200000004
1568;34.0;83.0;49.0;132.0;-62411.554;60.033;8253.7162;0.4548;14135.0;60.0;131.932998444;64.447;-7980.693599999831;14746.5384000001
1569;32.0;82.0;50.0;132.0;-76546.554;1.976;8354.8726;0.015;3088.728;3.1606;131.917823898;2.121;-4216.660799999801;13501.725600000194
1570;30.0;81.0;51.0;132.0;-79635.282;2.467;8372.3452;0.0187;5552.9155;4.2708;131.914508013;2.648;-3302.494800000124;7678.334400000036
1571;28.0;80.0;52.0;132.0;-85188.197;3.486;8408.4859;0.0264;515.3046;3.483;131.908546713;3.742;-2882.7744000000457;2860.294800000076
1572;26.0;79.0;53.0;132.0;-85703.502;4.065;8406.4628;0.0308;3575.4729;4.0654;131.907993511;4.364;-1932.2556000000695;1201.028399999821
1573;22.0;77.0;55.0;132.0;-87152.693;1.036;8405.5878;0.0079;1282.2099;1.4773;131.90643774;1.112;-422.00400000001537;-2047.7556000000695
1574;20.0;76.0;56.0;132.0;-88434.903;1.053;8409.3747;0.008;-4711.3256;36.3537;131.905061231;1.13;509.74439999993047;-3743.084400000036
1575;18.0;75.0;57.0;132.0;-83723.578;36.359;8367.7559;0.2754;-1254.8898;41.7025;131.910119047;39.032;1526.4480000000403;-5415.814799999913
1576;16.0;74.0;58.0;132.0;-82468.688;20.407;8352.3223;0.1546;-7241.224;35.3594;131.911466226;21.907;2521.9788000000626;-7021.172400000134
1577;14.0;73.0;59.0;132.0;-75227.464;28.876;8291.5377;0.2188;-3801.6487;37.6795;131.91924;31.0;3667.1184000001667;-8534.354399999873
1578;12.0;72.0;60.0;132.0;-71425.815;24.205;8256.8104;0.1834;-9798.0;151.0;131.923321237;25.985;4527.17760000001;-10085.591999999873
1579;10.0;71.0;61.0;132.0;-61628.0;149.0;8177.0;1.0;-6488.0;335.0;131.93384;160.0;6072.0;-11451.857999999935
1580;8.0;70.0;62.0;132.0;-55140.0;300.0;8122.0;2.0;-12939.0;500.0;131.940805;322.0;7524.0;-13267.79520000003
1581;6.0;69.0;63.0;132.0;-42200.0;400.0;8018.0;3.0;0.0;0.0;131.954696;429.0;8976.0;-14916.0
1582;39.0;86.0;47.0;133.0;-29080.0;500.0;8013.0;4.0;15059.0;539.0;132.968781;537.0;-11837.0;0.0
1583;37.0;85.0;48.0;133.0;-44140.0;200.0;8121.0;2.0;13550.0;283.0;132.952614;215.0;-11321.013199999972;17024.0
1584;35.0;84.0;49.0;133.0;-57690.0;200.0;8217.0;2.0;13184.0;200.0;132.938067;215.0;-10766.93520000007;15295.0
1585;33.0;83.0;50.0;133.0;-70873.89;1.904;8310.089;0.0143;8049.6228;3.6617;132.923913753;2.043;-6973.096899999971;13827.82380000002
1586;31.0;82.0;51.0;133.0;-78923.513;3.128;8364.7302;0.0235;4013.6198;3.5179;132.915272128;3.357;-3700.365899999975;8881.181399999925
1587;29.0;81.0;52.0;133.0;-82937.133;2.066;8389.0255;0.0155;2920.169;6.2531;132.91096333;2.218;-2953.7171999999373;3525.4576000000015
1588;27.0;80.0;53.0;133.0;-85857.302;5.902;8405.0993;0.0444;1786.2812;6.3712;132.9078284;6.335;-2287.3871999999083;1668.72440000001
1589;23.0;78.0;55.0;133.0;-88070.943;0.008;8409.9786;0.0003;-517.431;0.992;132.905451958;0.008;-672.0622999998905;-1638.4402999998401
1590;21.0;77.0;56.0;133.0;-87553.512;0.992;8400.2059;0.0075;-2059.1203;27.9624;132.906007443;1.065;220.0884000000333;-3129.5963999998185
1591;19.0;76.0;57.0;133.0;-85494.392;27.945;8378.8415;0.2101;-3076.1685;32.3786;132.908218;30.0;1127.0287000001154;-4813.29659999988
1592;17.0;75.0;58.0;133.0;-82418.223;16.354;8349.8301;0.123;-4480.6319;20.5826;132.911520402;17.557;2185.615599999932;-6479.893000000182
1593;15.0;74.0;59.0;133.0;-77937.591;12.497;8310.2588;0.094;-5605.2112;48.2223;132.916330558;13.416;3207.281700000065;-7994.4703999999965
1594;13.0;73.0;60.0;133.0;-72332.38;46.575;8262.232;0.3502;-6924.7272;68.5519;132.922348;50.0;4246.357499999971;-9464.931699999968
1595;11.0;72.0;61.0;133.0;-65407.653;50.301;8204.2841;0.3782;-8177.0;302.0;132.929782;54.0;5490.785300000101;-10887.353399999782
1596;9.0;71.0;62.0;133.0;-57231.0;298.0;8137.0;2.0;-9995.0;422.0;132.93856;320.0;6916.0;-12409.498500000025
1597;7.0;70.0;63.0;133.0;-47236.0;298.0;8056.0;2.0;-11176.0;582.0;132.94929;320.0;7980.0;-14231.0
1598;5.0;69.0;64.0;133.0;-36060.0;500.0;7966.0;4.0;0.0;0.0;132.961288;537.0;0.0;-15827.0
1599;38.0;86.0;48.0;134.0;-39460.0;300.0;8086.0;2.0;12510.0;361.0;133.957638;322.0;-11141.041400000004;0.0
1600;36.0;85.0;49.0;134.0;-51970.0;200.0;8173.0;1.0;14464.0;200.0;133.944208;215.0;-10815.970800000101;16080.0
1601;34.0;84.0;50.0;134.0;-66433.759;3.167;8275.1719;0.0236;7585.2453;4.4136;133.92868043;3.4;-10679.893800000165;14207.993199999912
1602;32.0;83.0;51.0;134.0;-74019.004;3.074;8325.9398;0.0229;8514.7483;4.1221;133.920537334;3.3;-6218.323599999952;9677.962399999913
1603;30.0;82.0;52.0;134.0;-82533.752;2.746;8383.6442;0.0205;1509.6875;4.9335;133.911396376;2.948;-3328.787799999871;3855.3944000000047
1604;28.0;81.0;53.0;134.0;-84043.44;4.857;8389.0722;0.0362;4082.3946;4.8567;133.90977566;5.213;-2330.340399999841;2241.4180000001033
1605;24.0;79.0;55.0;134.0;-86891.165;0.016;8398.647;0.0003;2058.8368;0.2508;133.906718501;0.017;-930.0671999997976;-1047.3171999997976
1606;22.0;78.0;56.0;134.0;-88950.002;0.251;8408.1731;0.0019;-3731.3434;19.9312;133.904508249;0.269;-161.01440000004368;-2606.2732000000433
1607;20.0;77.0;57.0;134.0;-85218.659;19.93;8374.4888;0.1487;-385.7605;28.5098;133.908514011;21.395;902.2085999998744;-4167.266000000021
