;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S1p;ame_S1n;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;Difference_BE_DZ_AME;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE;rescaled_ame_S1n;rescaled_ame_S1p;rescaled_ame_S2n;rescaled_ame_S2p
880;44.0;68.0;8.44006538;-75.7161865;112.0;945.28732256;6.83250787999998;13.467148820000034;25.00244056000008;11.814412960000029;-75.63087300000001;8.4392431;111.918806922;945.1952272;13.895170600000071;6.916867000000086;25.672997199999983;11.700874199999962;;23.235142934254814;5.142857142857143;392.5079502822332;0.0944911182523068;1.0;1.0;6.0;14.0;-0.0920953600000302;24.0;10.305;4100.179;45.1185;0.0857;9.6;941.2090173246444;0.3353716091435139;0.18882947930407837;0.384180790960452;0.48275862068965514;1.0;0.03851106836603102;0.5133391807295031;0.3728813559322034;0.2727272727272727;1.0;0.4545825045207741;0.9417057234897449;0.9301264781139191;0.9153247824526289;0.8937053611241217
881;44.0;69.0;8.40625381;-72.2642212;113.0;949.90668053;4.619357970000124;13.56076373000019;25.796133890000192;11.451865850000104;-71.867816;8.4026857;112.922846729;949.5034841;13.897853700000097;4.308256900000036;26.50593889999995;11.225123900000122;;23.373242358808824;5.530973451327434;391.3466773704983;0.0940720868383597;1.0;-1.0;6.0;13.0;-0.4031964300000936;25.0;41.097;6899.1276;38.9406;0.3388;38.282;946.0916832163274;0.3606811184864486;0.1882708089405987;0.3898305084745763;0.4482758620689655;0.0;0.0380661317401865;0.5165274600074635;0.3728813559322034;0.2727272727272727;1.0;0.4566397166774663;0.9343934271035333;0.9301367986559655;0.9140310546152678;0.8966018202237652
882;44.0;70.0;8.38895893;-70.6275024;114.0;956.34131802;6.434637489999773;14.270352419999996;26.6216672999999;11.053995459999896;-70.221213;8.3853351;113.92461443;955.9282014;14.698633799999952;6.424717300000019;27.33620140000002;10.732974200000054;;23.510935004498357;5.9298245614035086;390.1990265658851;0.0936585811581694;1.0;1.0;6.0;12.0;-0.4131166199998688;26.0;3.817;5489.0622;71.6432;0.0312;3.556;950.7219034437908;0.38669065654656615;0.18771869196130644;0.3954802259887006;0.41379310344827586;1.0;0.037627062458057095;0.5197063480469846;0.3728813559322034;0.2727272727272727;1.0;0.45970754824825083;0.9403261595323772;0.9332169986827403;0.9126927311984685;0.8994889627131113
883;44.0;71.0;8.35407257;-66.9330444;115.0;960.71834555;4.377027530000078;14.302625629999966;27.33271588999992;10.81166501999985;-66.105296;8.346814;114.929033049;959.88361;14.793981400000048;3.955408599999966;28.085609999999985;10.380125899999983;;23.64822562214429;6.339130434782609;389.0647206704089;0.0932504808240313;1.0;-1.0;6.0;11.0;-0.8347355500000049;27.0;27.016;8123.9327;26.1788;0.2188;25.166;955.106310049266;0.4133819617051573;0.18717299501055604;0.4011299435028249;0.3793103448275862;0.0;0.037193732689372136;0.5228759545295063;0.3728813559322034;0.2727272727272727;1.0;0.46159627374570306;0.9334043443161243;0.9335837531513806;0.9117332159483976;0.9020949450511562
884;44.0;72.0;8.33230782;-64.69104;116.0;966.54770712;5.82936157000006;15.024198070000011;28.147612200000022;10.206389100000138;-64.068917;8.326884;115.931219191;965.918544;15.558543999999994;6.034934000000009;28.952544;9.990342599999977;;23.78511886631017;6.758620689655173;387.9434904746453;0.0928476690885259;1.0;1.0;6.0;10.0;-0.6291631200000438;28.0;4.0;6666.8252;73.9257;0.0321;3.726;959.2513063140271;0.4407374020545029;0.1866335885758741;0.4067796610169492;0.3448275862068966;1.0;0.03676601846919442;0.5260363869141912;0.3728813559322034;0.2727272727272727;1.0;0.46447798202768475;0.9392335428105467;0.9365246425928033;0.9106732617965061;0.9051096084700853
885;44.0;73.0;8.29350853;-60.4125366;117.0;970.34049801;3.792790889999992;15.07777200999999;28.92342356000006;9.622152460000052;-59.489871;8.2855625;116.936135;969.4108125;15.5428125;3.492268500000005;29.5158125;9.527202500000014;;23.92161929806432;7.188034188034188;386.835074461006;0.0924500327042048;1.0;-1.0;6.0;9.0;-0.929685510000013;29.0;465.0;9406.8875;433.2361;3.7021;433.145;963.1630765266544;0.4687399484871477;0.18610034684521026;0.4124293785310734;0.3103448275862069;0.0;0.03634379954893183;0.5291877505016925;0.3728813559322034;0.2727272727272727;1.0;0.46614555603252955;0.9321060982963226;0.936464131390388;0.9094138254073574;0.9070683099882919
886;44.0;74.0;8.27089405;-57.9661255;118.0;975.9654979;5.624999890000026;15.811352169999964;29.72876554000004;9.417790780000018;-57.0;8.263;117.938808;975.034;16.219;5.6231875;30.446;9.115456000000004;;24.05773138763989;7.627118644067797;385.7392185204635;0.0920574617898323;1.0;1.0;6.0;8.0;-0.9314979000000676;30.0;215.0;7887.0;202.0;2.0;200.0;966.8475952550828;0.4973731491535163;0.18557314757065765;0.4180790960451977;0.27586206896551724;1.0;0.035926959254309804;0.5323301484955665;0.3728813559322034;0.2727272727272727;1.0;0.4688306534983653;0.9380793601889333;0.9390650860789538;0.9082941458002479;0.9103029301889012
887;44.0;75.0;8.231884;-53.5234375;119.0;979.594196;3.628698100000065;15.844892360000015;30.494604560000084;9.253697990000092;-52.08;8.22;118.94409;978.18;16.126;3.146;30.948;8.7691875;;24.19345951699733;8.07563025210084;384.655675682008;0.0916698497028211;1.0;-1.0;6.0;7.0;-1.4141960000001743;31.0;322.0;10743.0;300.0;3.0;300.0;970.3106361516084;0.5266211052073804;0.1850518719382989;0.423728813559322;0.24137931034482757;0.0;0.03551538434992067;0.5354636820614316;0.3728813559322034;0.2727272727272727;1.0;0.47033288272823165;0.9311354596020966;0.9387073616518732;0.9073525232775687;0.9120485775349533
888;44.0;76.0;8.20850754;-50.8786621;120.0;985.0209048;5.426708799999801;16.588745769999832;31.288101959999835;9.055406899999866;-49.72;8.199;119.946623;983.88;16.886;5.7;31.974;8.846;;24.3288079822936;8.533333333333333;383.58420585416246;0.0912870929175276;1.0;1.0;6.0;6.0;-1.1409047999999302;32.0;429.0;8899.0;447.0;3.0;400.0;973.5577803180634;0.5564684477640526;0.18453640444385294;0.4293785310734463;0.20689655172413793;1.0;0.03510896490999513;0.538588450383975;0.3728813559322034;0.2727272727272727;1.0;0.47305465851025275;0.9382946762939219;0.9416307010559734;0.9075614027454477;0.9156163747003905
889;44.0;77.0;8.16934109;-46.2767944;121.0;988.49027189;3.4693670899999915;16.602378289999933;32.041798419999964;8.896075889999793;-44.62;8.156;120.952098;986.876;16.916;2.996;32.615;8.696;;24.463780996262468;9.0;382.5245755779223;0.0909090909090909;1.0;-1.0;6.0;5.0;-1.6142718899999409;33.0;429.0;11630.0;737.0;3.0;400.0;976.5944242565856;0.5869003160011492;0.18402663277381823;0.4350282485875706;0.1724137931034483;0.0;0.034707594195059865;0.5417045507219057;0.3728813559322034;0.2727272727272727;1.0;0.4744852620616449;0.9307149887705486;0.941746096032451;0.9071535014249352;0.9178453785825008
890;45.0;45.0;8.24356937;-50.7028198;90.0;741.9212432999999;13.82075258999987;0.5028700199998184;4.215616179999984;30.64198449999992;-51.634;8.254;89.944569;742.86;0.5665359999999636;14.039;4.554625599999912;30.94;;20.08298850246508;0.0;441.825747054232;0.1054092553389459;-1.0;-1.0;5.0;5.0;0.9387567000001128;0.0;215.0;-11924.0;447.0;2.0;200.0;740.1175624057269;0.0;0.2125555054347201;0.2542372881355932;0.1724137931034483;0.0;0.050104182662828026;0.44056589663898443;0.3813559322033898;0.2272727272727273;0.0;0.357966518337845;0.9616700513891181;0.8788578955757168;0.9676425479148084;0.8202686492984597
891;45.0;46.0;8.31878281;-57.7194214;91.0;757.00923571;15.087992410000084;1.009441810000112;5.250635060000036;28.908744999999957;-58.57;8.328;90.937123;757.848;0.9688439999999244;14.988;5.746753799999948;29.027;;20.231477245126285;0.0109890109890109;440.2013730258247;0.1048284836721918;-1.0;1.0;5.0;4.0;0.8387642899999719;1.0;320.0;-12400.0;300.0;3.0;298.0;753.9254109465951;0.0007166060024433998;0.211774044315885;0.2598870056497175;0.13793103448275862;1.0;0.049487506735461165;0.44399403243872454;0.3813559322033898;0.2272727272727273;0.0;0.36512335613099095;0.9643302301833789;0.8804053729822756;0.9624404464072052;0.8244141381998221
892;45.0;47.0;8.36074257;-61.8270874;92.0;769.1883164399999;12.179080729999896;1.5202252499999531;6.1734086399998205;27.26707313999998;-62.999095;8.3734211;91.932367692;770.3547411999999;2.0482294999999;12.506741199999931;6.852341199999908;27.49474119999993;;20.3794230552194;0.0434782608695652;438.6006266232002;0.1042572070285373;-1.0;-1.0;5.0;3.0;1.1664247600000408;2.0;4.7;-8220.0;345.0;0.0476;4.378;767.2255126978514;0.002835267227058691;0.21100395008088133;0.2655367231638418;0.10344827586206896;0.0;0.048880912829154397;0.4474096336412948;0.3813559322033898;0.2272727272727273;0.0;0.3710953816240024;0.9573749171772321;0.8845572284617024;0.9582737104879585;0.8282586914082655
893;45.0;48.0;8.42661953;-68.243103;93.0;783.67561629;14.487299850000111;1.9880510499999675;7.18884522999997;26.66638058000001;-69.01181;8.4348255;92.925912778;784.4387715;1.999563500000048;14.0840303000001;7.603093699999968;26.59077150000003;;20.526833787405323;0.0967741935483871;437.0229128931457;0.1036951694730425;-1.0;1.0;5.0;2.0;0.7631552100000363;3.0;2.821;-10030.0;370.0;0.0283;2.629;780.0342964597095;0.006310756086033862;0.21024493650695786;0.2711864406779661;0.06896551724137931;1.0;0.04828412918664847;0.4508128815859923;0.3813559322033898;0.2272727272727273;0.0;0.37782056979659745;0.9617962775736908;0.8843700347308608;0.9558155075924033;0.8308693470042159
894;45.0;49.0;8.46173573;-71.899231;94.0;795.4031586199999;11.727542329999892;2.517439849999846;8.092550619999884;26.214842180000005;-72.907623;8.4724033;93.92173045;796.4059102;2.97987910000002;11.96713870000001;8.55986220000009;26.05116900000011;;20.673717099616518;0.1702127659574468;435.46765805575217;0.1031421246258793;-1.0;-1.0;5.0;1.0;1.0027515800001083;4.0;3.627;-6805.3428;5.4588;0.0359;3.379;792.3674924534291;0.011099769569761686;0.20949672755751111;0.2768361581920904;0.034482758620689655;0.0;0.047696894196508646;0.4542039530702763;0.3813559322033898;0.2272727272727273;0.0;0.3835349326551496;0.9558623364313629;0.8881408179176162;0.9543481437770577;0.8341963995795375
895;45.0;50.0;8.51922512;-77.7510376;95.0;809.3263863999999;13.923227780000047;2.9474061399998845;9.087415239999928;25.65077010999994;-78.340616;8.5253707;94.915897893;809.9102164999999;3.045988499999978;13.504306299999936;9.312443899999955;25.47144499999995;;20.820080460021323;0.2631578947368421;433.9343085351813;0.1025978352085154;-1.0;1.0;5.0;0.0;0.5838301000000001;5.0;4.171;-8374.7035;4.9281;0.0409;3.886;804.2401690458639;0.017160827953249976;0.20875905691580215;0.2824858757062147;0.0;1.0;0.047118955911253146;0.4575830205105521;0.3813559322033898;0.2272727272727273;0.0;0.3899832999955592;0.9601712306913678;0.8883951076728811;0.9527716758761718;0.8368134160084064
896;45.0;51.0;8.52676868;-78.9230957;96.0;818.56979328;9.243406880000066;3.4255878799999664;9.848826520000102;23.166634660000117;-79.687732;8.5346735;95.914451705;819.328656;3.5189490000000223;9.418439500000096;10.107349799999968;22.922745800000037;;20.965931153671168;0.375;432.4223300444679;0.1020620726159657;-1.0;-1.0;5.0;1.0;0.7588627200000246;6.0;10.737;-3504.3127;10.8442;0.1042;10.001;815.6667671812517;0.024454179833381218;0.20803166754466948;0.288135593220339;0.034482758620689655;0.0;0.0465500715931603;0.4609502520956344;0.3813559322033898;0.2272727272727273;0.0;0.3944806474579331;0.948717978618097;0.890214349865293;0.9458408907477104;0.8395776099819048
897;45.0;52.0;8.55469894;-82.0877075;97.0;829.80579718;11.236003900000014;3.757609659999957;10.711835679999922;20.47941078000008;-82.597564;8.5598949;96.911327872;830.3098052999999;3.806157299999846;10.981149299999815;11.154150799999943;20.39958879999991;;21.111276288848163;0.5051546391752577;430.9312067208183;0.1015346165133619;-1.0;1.0;5.0;2.0;0.5040081199998667;7.0;38.071;-4791.7118;35.7924;0.3656;35.463;826.66113268554;0.03294171304015614;0.20731431127053424;0.2937853107344633;0.06896551724137931;1.0;0.045990007285897486;0.4643058119332927;0.3813559322033898;0.2272727272727273;0.0;0.3997241959181958;0.953098471211925;0.8913190963660484;0.9389795635999736;0.8432177402358781
898;45.0;53.0;8.55574226;-82.6732788;98.0;838.4627414800001;8.656944300000077;4.26122440000006;11.474857000000044;19.89294820000009;-83.175219;8.5608038;97.910707734;838.9587724;4.343622100000037;8.648967100000124;11.931511599999968;19.63011639999994;;21.256122803129635;0.6530612244897959;429.4604403081295;0.101015254455221;-1.0;-1.0;5.0;3.0;0.4960309199999528;8.0;12.782;-1854.2331;12.8161;0.1215;11.906;837.2365465950651;0.04258687100235096;0.20660674839012313;0.2994350282485876;0.10344827586206896;0.0;0.045438537410252194;0.4676498601902628;0.3813559322033898;0.2272727272727273;0.0;0.4038541168291217;0.9465610406188885;0.8933864542978345;0.9368871048795873;0.845920923139155
899;45.0;54.0;8.5760355;-85.166687;99.0;849.0275144999999;10.564773019999848;4.568186339999897;12.337852359999944;19.221717319999925;-85.58452199999999;8.580195900000001;98.908121241;849.4393941000001;4.648622100000037;10.480621700000018;12.9380303000001;19.129588800000143;;21.40047746918492;0.8181818181818182;428.00954938369847;0.1005037815259212;-1.0;1.0;5.0;4.0;0.4118796000001339;9.0;20.881;-3401.6603;18.9153;0.1965;19.451;847.4057536491425;0.05335457418192266;0.20590874729845016;0.3050847457627119;0.13793103448275862;1.0;0.044895444382381494;0.4709825532260759;0.3813559322033898;0.2272727272727273;0.0;0.4088586610964173;0.9516954228373605;0.8945596365586905;0.9355259990863014;0.8494209763212408
900;45.0;55.0;8.57151699;-85.2194214;100.0;857.1516989999999;8.124184499999956;5.095674509999867;13.101819739999884;18.688957519999803;-85.59113;8.5751732;99.908114147;857.5173199999999;5.254713199999882;8.077925899999915;13.736859399999958;18.558547599999933;;21.544346900318832;1.0;426.578068626313;0.1;-1.0;-1.0;5.0;5.0;0.3656210000000328;10.0;19.458;-378.4577;25.2879;0.1813;18.125;857.1809890749663;0.06521114622234991;0.20522008413670645;0.3107344632768362;0.1724137931034483;0.0;0.044360518253109285;0.4743040437210403;0.3813559322033898;0.2272727272727273;0.0;0.4127159072514314;0.9449603328308064;0.8968909654996168;0.9339731426893203;0.8521988127721649
901;45.0;56.0;8.58515739;-87.09729;101.0;867.1008963900001;9.949197390000222;5.379666390000125;13.965722400000118;18.073381890000174;-87.412428;8.588217199999999;100.906158903;867.4099372;5.4740071999998765;9.89261719999998;14.662497699999832;17.970543099999894;;21.68773755577532;1.198019801980198;425.1655481231203;0.0995037190209989;-1.0;1.0;5.0;6.0;0.3090408099998285;11.0;6.27;-1980.2833;3.9027;0.0578;5.841;866.5740037830675;0.07812424448420138;0.2045405424588056;0.3163841807909604;0.20689655172413793;1.0;0.04383355636691656;0.4776144807986857;0.3813559322033898;0.2272727272727273;0.0;0.41743967671033766;0.9500471645635671;0.897734479698673;0.9323741572758715;0.8554176136522426
902;45.0;57.0;8.57584953;-86.6616821;102.0;874.7366520599999;7.635755669999753;5.930486819999828;14.730510059999917;17.584953059999975;-86.783316;8.5769818;101.906834282;874.8521436;6.1141775999999375;7.442206400000025;15.340303599999984;17.334823600000004;;21.830655745813875;1.411764705882353;423.77155271285767;0.0990147542976674;-1.0;-1.0;5.0;7.0;0.1154915400001073;12.0;6.88;1119.647;6.3962;0.0628;6.41;875.5960880822946;0.09206279466684694;0.20386991291542209;0.3220338983050847;0.24137931034482757;0.0;0.04331436303936431;0.48091401014296115;0.3813559322033898;0.2272727272727273;0.0;0.42099336392863984;0.9431783227854978;0.9001968946403293;0.9306454184523679;0.8577746058245009
903;45.0;58.0;8.58365154;-87.9697266;103.0;884.11610862;9.379456560000108;6.192053459999897;15.594475529999954;17.01521222999986;-88.031705;8.5841927;102.905494081;884.1718480999999;6.214243099999964;9.319704499999991;16.26505149999994;16.761910900000018;;21.973107636570678;1.6407766990291262;422.3956613632033;0.0985329278164293;-1.0;1.0;5.0;8.0;0.0557394799999428;13.0;2.47;-574.7252;2.3928;0.0223;2.301;884.2580940148414;0.10699692923861297;0.2032079929544445;0.327683615819209;0.27586206896551724;1.0;0.04280274925178397;0.4842027741104646;0.3813559322033898;0.2272727272727273;0.0;0.42544356498191926;0.9484412107010773;0.9005817965076202;0.9290874728065787;0.86099031044084
904;45.0;59.0;8.57018948;-87.0819092;104.0;891.29970592;7.183597299999974;6.7644563099999;16.35955467999986;16.563053860000082;-86.959344;8.5689501;103.906645309;891.1708103999999;6.981153600000078;6.998962300000014;16.964367599999882;16.318666800000006;;22.115099254715485;1.8846153846153848;421.0374665801603;0.098058067569092;-1.0;-1.0;5.0;9.0;-0.1288955200000145;14.0;2.471;2435.7789;2.6595;0.0221;2.303;892.5704564041112;0.12289792941904408;0.20255458653683914;0.3333333333333333;0.3103448275862069;0.0;0.04229853236215328;0.48748091183795456;0.3813559322033898;0.2272727272727273;0.0;0.4287856011376068;0.9419358480167926;0.9035317171445525;0.9278821404485826;0.8634221018631835
905;45.0;60.0;8.57283211;-87.8582153;105.0;900.14737155;8.847665630000051;7.004762749999941;17.223068720000015;16.031262930000025;-87.85127;8.572705299999999;104.905687787;900.1340564999999;7.044477300000028;8.963246099999989;17.825292999999945;15.962208400000003;;22.25663649191485;2.142857142857143;419.69657384753737;0.0975900072948533;-1.0;1.0;5.0;10.0;-0.0133150500000738;15.0;2.685;566.6347;2.3459;0.0238;2.502;900.5432127011451;0.13973817047646409;0.20190950386699325;0.3389830508474576;0.3448275862068966;1.0;0.04180153583115352;0.49074855934539224;0.3813559322033898;0.2272727272727273;0.0;0.4330655916925673;0.9474420083020088;0.9037752917069515;0.926912808101464;0.8664158710656913
906;45.0;61.0;8.55575371;-86.5494385;106.0;906.90989326;6.762521709999987;7.598154760000057;17.988972060000037;15.61018734000004;-86.362656;8.5539317;105.907285879;906.7167602;7.717092199999955;6.582703699999954;18.44163219999988;15.545949799999944;;22.397725109111345;2.4150943396226414;418.3726010947215;0.0971285862357264;-1.0;-1.0;5.0;11.0;-0.1931330600000365;16.0;5.786;3544.8865;5.3348;0.0508;5.39;908.1860217088775;0.15749107012190167;0.2012725611366683;0.3446327683615819;0.3793103448275862;0.0;0.041311588962474485;0.49400584963473554;0.3813559322033898;0.2272727272727273;0.0;0.43620886248394986;0.9407690173522523;0.9063625043924182;0.9257808585506992;0.8685591198480573
907;45.0;62.0;8.55381203;-86.8259888;107.0;915.25788721;8.347993949999932;7.817577369999867;18.851489259999997;15.11051565999992;-86.863711;8.554103999999999;106.906747975;915.289128;7.829424399999902;8.572367800000007;19.15535099999979;15.15507149999996;;22.538370740628164;2.7009345794392523;417.0651781910633;0.0966736489045663;-1.0;1.0;5.0;12.0;0.0312407899999698;17.0;12.937;1508.9427;12.1108;0.1126;12.051;915.5081812575628;0.17613103979681424;0.200643580281757;0.3502824858757062;0.41379310344827586;1.0;0.04082852665649987;0.4972529127847007;0.3813559322033898;0.2272727272727273;0.0;0.4403022068826547;0.9463463221431081;0.9067945901116408;0.924717926719168;0.8710409950055222
908;45.0;63.0;8.53355026;-85.1201782;108.0;921.62342808;6.365540870000132;8.429873680000014;19.615970160000074;14.713534820000064;-85.031156;8.532665699999999;107.908715304;921.5278956;8.457562399999937;6.238767600000021;19.8328535999998;14.811135400000028;;22.678578898107716;3.0;415.7739464653082;0.0962250448649376;-1.0;-1.0;5.0;13.0;-0.095532480000088;18.0;15.026;4493.0596;14.0405;0.1296;13.997;922.5186448992844;0.19563343866704974;0.20002238875108883;0.3559322033898305;0.4482758620689655;0.0;0.040352189176566175;0.5004898760416927;0.3813559322033898;0.2272727272727273;0.0;0.4432812466306087;0.939804916699143;0.9092107224361312;0.9237826467900886;0.8733969324868637
909;45.0;64.0;8.52751255;-84.9242554;109.0;929.49886795;7.875439870000035;8.629479670000137;20.47734840999999;14.240980740000168;-84.999251;8.5281404;108.908749555;929.5673036;8.626820000000064;8.039408000000053;20.82722829999996;14.278175600000075;;22.818354974292443;3.311926605504587;414.4985582486151;0.0957826285221151;-1.0;1.0;5.0;14.0;0.0684356499998557;19.0;4.336;2607.2327;4.1874;0.0371;4.04;929.2260376844822;0.21597453014925064;0.1994088192865836;0.3615819209039548;0.48275862068965514;1.0;0.039882421927042555;0.5037168639070917;0.3813559322033898;0.2272727272727273;0.0;0.4471201003141502;0.9448523618078569;0.9098617716618205;0.9223333467487547;0.8768547563036697
910;45.0;65.0;8.50443935;-82.8422852;110.0;935.4883285;5.989460549999876;9.259951049999929;21.24070857999993;13.864900419999913;-82.828693;8.5042551;109.911079745;935.468061;9.379209000000031;5.9007574000000025;21.48380340000009;13.940165400000057;;22.957704246655545;3.636363636363636;413.2386764397999;0.0953462589245592;-1.0;-1.0;5.0;15.0;-0.0202674999999317;20.0;19.114;5502.2116;17.7967;0.1619;17.805;935.6386710788572;0.2371314408085451;0.19880270971409678;0.3672316384180791;0.5172413793103449;0.0;0.039419075242533214;0.5069339982210755;0.3813559322033898;0.2272727272727273;0.0;0.4499377386627295;0.9388574271667047;0.9127558353603882;0.9214141813692432;0.8791379208072536
911;45.0;66.0;8.49471188;-82.1956177;111.0;942.91301868;7.424690180000084;9.44010908000007;22.09942332999992;13.41415072999996;-82.303871;8.4956267;110.911643164;943.0145637;9.520210700000057;7.54650270000007;22.598987300000157;13.447260100000072;;23.09663188088886;3.972972972972973;411.9939740915312;0.0949157995752499;-1.0;1.0;5.0;16.0;0.1015450200000032;21.0;7.356;3682.0153;6.8899;0.0617;6.853;941.764557074812;0.25908212147798476;0.19820390274434457;0.3728813559322034;0.5517241379310345;1.0;0.03896200418754761;0.5101413982431438;0.3813559322033898;0.2272727272727273;0.0;0.45354122783603074;0.9434706797987539;0.9132981982888818;0.9200738032175257;0.8830158447423038
912;45.0;67.0;8.46912861;-79.7536011;112.0;948.54240432;5.6293856400000095;10.087589640000033;22.859468120000088;13.054075820000094;-79.73105199999999;8.4688666;111.914405199;948.5130592;10.234699000000022;5.498495499999844;23.27442619999987;13.044998199999917;;23.235142934254814;4.321428571428571;410.76413401629054;0.0944911182523068;-1.0;-1.0;5.0;15.0;-0.02934512000013;22.0;47.327;6589.9874;43.9269;0.3936;44.085;947.6114215477209;0.28180531046086926;0.1976122457833378;0.3785310734463277;0.5172413793103449;0.0;0.03851106836603102;0.5133391807295031;0.3813559322033898;0.2272727272727273;0.0;0.4561667843078644;0.9377298311960836;0.9160464769746167;0.9189799154828461;0.8853646059439071
913;45.0;68.0;8.45606136;-78.6748047;113.0;955.53493368;6.992529359999935;10.247611119999988;23.71475994000002;12.621914999999944;-78.76694400000001;8.4568165;112.915440212;955.6202645;10.425037300000085;7.107205300000147;24.320207900000156;12.605700799999992;;23.373242358808824;4.68141592920354;409.5488484109866;0.0940720868383597;-1.0;1.0;5.0;14.0;0.085330820000081;23.0;7.656;4823.5559;9.8809;0.0631;7.132;953.1867169037622;0.30528049868693014;0.19702759075178933;0.384180790960452;0.48275862068965514;1.0;0.0380661317401865;0.5165274600074635;0.3813559322033898;0.2272727272727273;0.0;0.45956050698565243;0.9422392681782548;0.9167786130963267;0.9177853155524615;0.8890011916991966
914;45.0;69.0;8.42822456;-75.8861084;114.0;960.81759984;5.282666160000076;10.91091930999994;24.47168304000013;12.275195520000011;-75.710275;8.426622100000001;113.91872168;960.6349194;11.131435300000012;5.014654899999965;25.029289000000105;12.121860200000112;;23.510935004498357;5.052631578947368;408.3478184991821;0.0936585811581694;-1.0;-1.0;5.0;13.0;-0.1826804400000128;24.0;76.824;7780.0712;71.8915;0.6277;71.561;958.4976340627744;0.32948789670239953;0.19644979391299514;0.3898305084745763;0.4482758620689655;0.0;0.037627062458057095;0.5197063480469846;0.3813559322033898;0.2272727272727273;0.0;0.4619550273824969;0.9363735587999591;0.9194957724494548;0.9164695874214113;0.8914669397875444
915;45.0;70.0;8.41211319;-74.3900757;115.0;967.39301685;6.57541700999991;11.051698830000078;25.322051250000072;11.858083169999986;-74.229228;8.4106538;114.920311649;967.225187;11.296985600000015;6.590267600000021;25.995619399999967;11.604922499999986;;23.64822562214429;5.434782608695652;407.1607541899628;0.0932504808240313;-1.0;1.0;5.0;12.0;-0.1678298499999755;25.0;7.857;6196.5938;15.3503;0.0636;7.319;963.5511138165718;0.3544084033823365;0.19587871570872142;0.3954802259887006;0.41379310344827586;1.0;0.037193732689372136;0.5228759545295063;0.3813559322033898;0.2272727272727273;0.0;0.46510190997034223;0.940790220014404;0.9201325615486003;0.9150638569517261;0.8948272427719453
916;45.0;71.0;8.38274384;-71.3239746;116.0;972.39828544;5.005268590000014;11.679939890000014;25.98256551999998;11.580685599999924;-70.735742;8.377612300000001;115.92406206;971.8030268;11.919416800000125;4.577839800000074;26.71339820000017;11.168107400000096;;23.78511886631017;5.827586206896552;405.9873737525358;0.0928476690885259;-1.0;-1.0;5.0;11.0;-0.5952586399998836;26.0;79.261;9095.2839;74.169;0.6365;73.832;968.3538576003718;0.3800235762612805;0.19531422060265893;0.4011299435028249;0.3793103448275862;0.0;0.03676601846919442;0.5260363869141912;0.3813559322033898;0.2272727272727273;0.0;0.4672878491811514;0.9351491054110944;0.9225267426713658;0.9138760072443276;0.8973232361131263
917;45.0;72.0;8.3619566;-69.203186;117.0;978.3489222;5.950636759999952;11.801215079999906;26.82541314999992;10.955905349999966;-68.896758;8.3592766;116.926036291;978.0353622;12.116818199999864;6.232335399999749;27.675362199999856;10.810175199999824;;23.92161929806432;6.230769230769231;404.827403505704;0.0924500327042048;-1.0;1.0;5.0;10.0;-0.3135600000000522;27.0;9.548;7527.1313;11.4108;0.076;8.895;972.9123377124145;0.406315603385411;0.19475617693103403;0.4067796610169492;0.3448275862068966;1.0;0.03634379954893183;0.5291877505016925;0.3813559322033898;0.2272727272727273;0.0;0.4702638175245115;0.9397868863492578;0.9232860470016866;0.9129026671307672;0.900668355443001
918;45.0;73.0;8.32909012;-65.6155396;118.0;982.83263416;4.483711960000051;12.492136149999965;27.569908159999954;10.434348720000004;-64.88683999999999;8.3228539;117.930341116;982.0967602;12.68594770000002;4.061398000000161;28.228760200000018;10.29373339999991;;24.05773138763989;6.6440677966101696;403.6805775214153;0.0920574617898323;-1.0;-1.0;5.0;9.0;-0.7358739599999353;28.0;26.018;10501.5182;24.3424;0.2054;24.236;977.2328070144704;0.433267276595952;0.19420445675999057;0.4124293785310734;0.3103448275862069;0.0;0.035926959254309804;0.5323301484955665;0.3813559322033898;0.2272727272727273;0.0;0.47220315343987096;0.9337014473238134;0.9254752031771949;0.9114982851828483;0.9025927334310704
919;45.0;74.0;8.3072176;-63.2703857;119.0;988.5588944;5.726260239999988;12.593396499999926;28.40474866999989;10.209972200000038;-62.822802;8.3033953;118.932556951;988.1040407;13.070040700000012;6.007280499999993;29.28904070000001;10.068678500000155;;24.19345951699733;7.067226890756302;402.5466373416363;0.0916698497028211;-1.0;1.0;5.0;8.0;-0.4548536999999442;29.0;10.0;8584.4751;12.4416;0.0783;9.315;981.3213081437552;0.4608619661596326;0.1936589357493826;0.4180790960451977;0.27586206896551724;1.0;0.03551538434992067;0.5354636820614316;0.3813559322033898;0.2272727272727273;0.0;0.47507165705052146;0.9391560262096119;0.9269526166005357;0.9108862839101968;0.9062797370981934
